region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	34788714150	4870	470	312
VPN	843478407734	44685	182	51
CAN/ON	606254968068	84	84	0
GitHub	25955988213	53190	99	215
USA/CA	290816964192	635	65	13
USA/VT	416604665	609	87	18
CHE/GE	162724483	181	37	3
GCP/us-west2	202598871415	39317	293	86
SWE/AB	12614896019	319	2	3
USA/RI	36985056	9	0	1
CHN	47046311103	4600	1	4
USA/MA	160154030461	5940	18	20
ITA/45	31347080802	50	11	4
AWS/us-east-2	30735331262	3167	4	18
USA/VA	9593762373	220	7	4
JPN/13	8847320	8	2	1
CHE/ZH	24126067738	65	12	4
USA/NC	86670680821	20	14	6
GCP/us-east1	186282209160	23	23	0
AWS/us-east-1	72808002244	2967	15	38
GCP/us-central1	119713404483	20	17	2
USA/MO	24573144077	4	4	0
GCP/us-east4	107193864074	16	16	0
KOR/30	34065416943	11	6	3
IRN/23	77599350	3	1	2
USA/TX	33244070104	25	8	4
NLD/UT	24071283109	3	3	0
JPN	10616036	7	1	1
CAN/QC	78299729	23	3	5
USA/NY	51694416246	1900	171	12
ESP/CT	15344320575	11	6	1
FRA/IDF	48153293678	22	10	3
JPN/26	33135141044	8	5	2
USA/MD	9211583677	473	14	8
ROU/B	99920556	7	3	3
NOR/50	9301464961	75	1	4
GCP/europe-west4	157003810078	20	20	0
USA/OR	39371198472	11	11	0
GCP/us-west1	87529044206	216	14	6
POL/12	6276704	6	1	1
ITA/42	4876813532	3	3	0
USA/IL	9088015903	13	5	2
GCP/asia-east1	48142566218	6	6	0
PRT/03	2123610064	2	2	0
KOR/41	24071283109	3	3	0
USA/WA	33437826748	86	9	4
GBR/ENG	199085847609	25	25	0
ITA/25	24071283109	3	3	0
ESP	6288055712	1	1	0
NLD	48660122575	1159	6	2
USA	83302104626	283	21	4
USA/AZ	24291515264	73	18	3
USA/NV	35963892	3	3	0
FRA/ARA	44097910253	15	7	3
MEX/CMX	41457300	85	16	11
CHE/VD	648812663	193	19	9
VNM/SG	14280744	1	1	0
CHN/BJ	48218555498	466	3	3
UZB/TK	12118980	1	1	0
AWS/us-west-2	211103001759	1489	28	11
BRA/SP	2227272	1	1	0
HUN/SZ	96514452	36	0	1
AWS/eu-west-1	6485559784	994	3	2
USA/PA	649014025	267	71	5
USA/NM	683135057	3349	5	4
FRA/NAQ	12774060	1	1	0
USA/NJ	41155716	93	2	1
USA/IN	12839568	2	2	0
USA/CT	9668517886	5	4	1
IND	9005377211	1	1	0
EST/37	9005377211	1	1	0
AWS/ap-southeast-1	23451864	2	2	0
DEU/BY	60824803	10	1	1
NLD/ZH	24827532	2	2	0
USA/FL	9005377211	1	1	0
CAN/BC	9005377211	1	1	0
FRA/HDF	8868607438	2	2	0
USA/OH	406347875	2084	5	1
CHN/GD	17380600	25	1	1
GCP/us-east5	9005377211	1	1	0
MAR/03	1113636	1	1	0
DEU/HE	10641612	18	3	1
DEU/BW	8814569434	83	1	1
HUN/BA	38892112	16	3	1
PRT/11	40537388	8	3	1
HUN/BU	12053472	1	1	0
NOR	22993308	1	1	0
IND/JK	1	1	0	1
PHL/00	917112	1	1	0
SAU/03	1048128	1	1	0
LUX/LU	26333550558	3	3	0
