region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	13797892789	653	431	68
JPN/27	3674870208	141	141	0
USA/WA	10783759339	399	395	2
GH-actions	15246048764	3721	1103	494
USA	5880885490	409	250	20
NLD/NH	1224956736	47	47	0
CHN/BJ	7349740416	282	282	0
VPN	40566417229	2468	1751	118
USA/PA	7981473557	302	294	8
GCP/us-west4	2449913472	94	94	0
AUT/9	1224956736	47	47	0
CHE/VD	5104927300	557	237	48
GCP/us-east4	3674870208	141	141	0
USA/RI	1224956736	47	47	0
USA/GA	8624619173	330	330	0
GCP/europe-west4	1224956736	47	47	0
CHN	13925977856	746	466	59
USA/MD	1272058029	82	57	14
GCP/us-west1	3674870208	141	141	0
USA/MA	7478316774	503	188	89
HKG	12654062764	493	481	12
CHN/ZJ	6179002516	237	237	0
JPN	2945427608	104	104	0
GBR/ENG	3368732535	127	127	0
MYS	386909876	23	23	0
USA/CA	18847761057	704	672	11
DEU/SN	3674870208	141	141	0
GCP/us-central1	2008701912	109	62	47
DEU/BW	1224956736	47	47	0
MYS/14	4512917068	165	165	0
CHE/ZH	2449914496	95	94	1
KOR/30	1224956736	47	47	0
AWS/ap-southeast-1	1633712210	142	142	0
DEU/BY	4965633004	216	191	5
SGP	9013446612	356	338	8
IND	2457250368	95	95	0
ITA/52	1224956736	47	47	0
USA/MI	1283854116	48	48	0
ITA/45	286481216	76	0	47
JPN/13	1224956736	47	47	0
USA/AZ	3674870208	141	141	0
AUS	2486108481	97	95	2
USA/CT	1224956736	47	47	0
HKG/KKC	294016233	40	3	6
USA/NY	11532735649	1119	501	75
GCP/asia-east1	2449913472	94	94	0
TWN/TXG	1224956736	47	47	0
CHN/SH	1333776137	49	49	0
FRA/OCC	1311825269	49	49	0
RUS	1224956736	47	47	0
MEX/CMX	3204803730	341	169	54
USA/TX	2862365804	112	112	0
USA/VA	2683804211	114	114	0
VNM/SG	1254393763	53	53	0
BEL/VLG	1224956736	47	47	0
FRA/PAC	1224956736	47	47	0
CHN/SN	1224956736	47	47	0
IND/TS	1224956736	47	47	0
CAN/ON	9332853785	302	302	0
TWN/HSQ	1224956736	47	47	0
GCP/asia-northeast3	1224956736	47	47	0
TWN/TPE	1224956736	47	47	0
USA/FL	2449913472	94	94	0
SWE/AB	1386209607	260	63	7
PRT/15	1224956736	47	47	0
CAN/QC	2277538594	74	65	1
ITA/62	1224956736	47	47	0
KOR/11	1228541704	49	49	0
AWS/us-east-2	305727693	12	9	1
JPN/28	1224956736	47	47	0
USA/ID	1224956736	47	47	0
USA/UT	5859396248	562	194	11
AWS/us-west-1	1224956736	47	47	0
JPN/26	1229253551	48	48	0
CHN/HB	1252816053	54	49	5
KOR/44	1224956736	47	47	0
KOR/29	2449913472	94	94	0
COL/DC	1229195103	49	49	0
USA/TN	1224956736	47	47	0
CHN/GD	1224956736	47	47	0
USA/NJ	1224956737	48	47	1
AWS/us-west-2	134513189	36	10	2
IND/DL	1234255288	48	47	1
USA/IL	279043213	32	25	2
IDN/YO	9433152	2	2	0
NZL/AUK	2271495702	42	42	0
NLD	657571023	39	20	9
USA/DC	104140857	3	3	0
ITA/36	10546788	1	1	0
TWN/NWT	6026736	1	1	0
AUS/QLD	8	1	0	1
DEU/HE	4852657	6	2	1
CIV/AB	11529408	1	1	0
ARG/X	7205880	1	1	0
EGY/GZ	5961228	1	1	0
AUT	3543725	2	2	0
VNM/HN	62334719	10	9	1
VNM/56	10284756	1	1	0
VNM/69	1113636	1	1	0
VNM/HP	20180640	2	2	0
ESP/RI	13363632	1	1	0
USA/NC	8279630	2	2	0
VEN/A	4716576	2	2	0
BRA/PR	3982815	1	1	0
ZAF/WC	5622201	2	2	0
EGY/C	7533420	1	1	0
MAR/09	4389036	1	1	0
MEX/ROO	15328872	1	1	0
BRA/SP	16966572	2	2	0
IDN/JK	917112	1	1	0
VNM	2685828	1	1	0
SRB/08	4790580	1	1	0
BGD/E	4790580	1	1	0
UKR/30	6457009	2	2	0
MYS/12	14149728	1	1	0
BRA/RN	12774060	1	1	0
PAN/8	917112	1	1	0
ARG/M	12315504	1	1	0
ARG/B	8843580	2	2	0
IND/TN	21486624	1	1	0
NOR/50	41280320	16	0	2
COL/TOL	2096256	1	1	0
VNM/22	2580020	1	1	0
CHL/RM	8254008	1	1	0
USA/OH	8198400	34	6	2
EST/37	1226680	1	1	0
URY/MA	8516040	1	1	0
UKR	11102498	3	3	0
MEX/OAX	3525945	1	1	0
TUN/11	6920196	2	2	0
ZAF/GP	2959960	1	1	0
ITA	846632	48	0	1
NGA/LA	3078876	1	1	0
SVN/061	3312425	1	1	0
ETH/AA	4229537	2	2	0
MYS/07	1048128	1	1	0
ROU	23754845	3	3	0
HKG/HCW	20761130	2	2	0
TWN/KHH	10415772	1	1	0
SAU/01	1024	1	0	1
