week_start	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20220518.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20220523.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20220525.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20220601.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20220603.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20220606.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20220608.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20220613.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20220615.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20220622.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20220901.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20220929.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20221006.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20221018.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20221025.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20221027.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20221101.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20221103.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20221208.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20221215.nwb	sub-T5-held-in-calib/sub-T5-held-in-calib_ses-20230228.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20220518.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20220523.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20220525.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20220601.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20220603.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20220606.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20220608.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20220613.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20220615.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20220622.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20220901.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20220929.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20221006.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20221018.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20221025.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20221027.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20221101.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20221103.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20221208.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20221215.nwb	sub-T5-held-in-minival/sub-T5-held-in-minival_ses-20230228.nwb	sub-T5-held-out-calib/sub-T5-held-out-calib_ses-20230417.nwb	sub-T5-held-out-calib/sub-T5-held-out-calib_ses-20230531.nwb	sub-T5-held-out-calib/sub-T5-held-out-calib_ses-20230628.nwb	sub-T5-held-out-calib/sub-T5-held-out-calib_ses-20230816.nwb	sub-T5-held-out-calib/sub-T5-held-out-calib_ses-20231009.nwb
2025-04-07	49922021	84807875	0	0	0	0	0	0	65648065	73296905	0	0	38858231	32711681	0	29486116	31772036	35419931	36141346	0	34683601	4296815	1226680	3552635	0	2997640	4295245	0	4168860	4131180	2959960	3014910	3982815	2600430	0	2751150	2842995	2848490	2317045	3760660	2993715	4251285	0	3499255	3684515	0	4790580
2025-04-14	0	0	91034941	85840150	58897380	105989592	66344109	0	0	73296905	43713344	39452476	38858231	0	29314201	0	31772036	35419931	36141346	0	34683601	0	1226680	3552635	0	0	0	6060710	4168860	0	0	0	3982815	2600430	2762925	2751150	2842995	2848490	2317045	0	2993715	4251285	3312425	0	0	3525945	4790580
2025-04-21	49922021	84807875	91034941	0	0	0	0	0	0	0	0	0	38858231	32711681	0	29486116	0	0	36141346	17448705	0	0	1226680	3552635	0	2997640	4295245	6060710	4168860	4131180	0	0	3982815	0	0	0	0	0	2317045	0	0	4251285	0	0	3684515	0	0
2025-04-28	149766063	169615750	364139764	343360600	176692140	347316360	199032327	84965145	155468582	73296905	174853376	118357428	116574693	65423362	146571005	58972232	31772036	70839862	144565384	52346115	138734404	12890445	2453360	10657905	7740060	11990560	4295245	24242840	12506580	4131180	5919920	3014910	11948445	7801290	2762925	8253450	2842995	2848490	6951135	18803300	5987430	17005140	13249700	6998510	14738060	10577835	19162320
2025-05-26	49922021	84807875	182069882	0	0	0	66344109	84965145	0	146593810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4131180	0	3014910	0	2600430	0	2751150	0	2848490	2317045	0	0	0	3312425	0	3684515	0	0
2025-06-16	49922021	84807875	91034941	85840150	58897380	105989592	66344109	84965145	65648065	73296905	43713344	39452476	38858231	32711681	29314201	29486116	31772036	35419931	36141346	17448705	34683601	4296815	1226680	3552635	2580020	2997640	4295245	6060710	4168860	4131180	2959960	3014910	3982815	2600430	2762925	2751150	2842995	2848490	2317045	3760660	2993715	4251285	3312425	3499255	3684515	3525945	4790580
2025-06-23	1013456	4311160	925800	3491008	1196352	3234240	1348176	863816	667080	2234712	1773824	1600128	1181928	331336	593424	1193856	643520	717872	732576	175816	702864	167136	20992	136800	72864	114176	125304	59760	80960	160384	56320	0	192920	122480	104608	26032	53936	54048	43216	72640	114016	123960	127008	67312	106632	3593801	140448
2025-06-30	49922021	169615750	182069882	171680300	58897380	105989592	132688218	169930290	131296130	146593810	87426688	39452476	77716462	32711681	0	29486116	31772036	70839862	72282692	17448705	0	0	2453360	3552635	5160040	2997640	4295245	6060710	4168860	4131180	5919920	3014910	3982815	2600430	2762925	5502300	2842995	2848490	2317045	7521320	2993715	4251285	3312425	6998510	3684515	3525945	4790580
2025-07-07	149766063	84807875	182069882	171680300	176692140	211979184	66344109	84965145	131296130	219890715	43713344	39452476	77716462	32711681	58628402	29486116	63544072	106259793	72282692	34897410	34683601	8593630	1226680	3552635	5160040	8992920	4295245	6060710	12506580	4131180	2959960	6029820	3982815	2600430	5525850	2751150	8528985	2848490	2317045	7521320	5987430	8502570	6624850	6998510	0	7051890	4790580
2025-07-14	108329751	61140220	185773082	88458406	60093732	215213424	67018197	87556593	68316385	74786713	89200512	41052604	40434135	33374353	59518538	59867624	321760	35778867	36873922	17624521	35737897	8718982	1258168	7173670	2652884	6052368	4420549	12240940	8540120	4251468	3072600	3072350	4137151	2698414	2789077	2829246	2923899	2929562	2381869	3905940	3107731	123960	3471185	3600223	142176	3661657	5024660
2025-07-28	49922021	0	91034941	0	58897380	52428800	66344109	0	0	52428800	0	0	38858231	32711681	29314201	0	31772036	0	0	0	34683601	0	1226680	3552635	2580020	2997640	4295245	6060710	4168860	0	2959960	3014910	0	0	2762925	0	2842995	2848490	0	0	2993715	4251285	3312425	0	3684515	3525945	0
2025-08-04	0	84807875	0	85840150	58897380	0	132688218	0	196944195	0	43713344	39452476	0	32711681	0	29486116	31772036	0	0	0	34683601	8593630	0	0	0	0	4295245	0	0	8262360	2959960	0	0	2600430	0	0	0	2848490	0	3760660	0	4251285	3312425	3499255	0	7051890	4790580
2025-08-11	0	0	0	0	0	0	0	84965145	0	0	0	0	0	0	29314201	0	0	0	0	0	0	0	1226680	0	0	0	0	6060710	4168860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-18	99844042	169615750	182069882	85840150	58897380	105989592	66344109	84965145	65648065	73296905	43713344	78904952	77716462	0	58628402	58972232	63544072	35419931	0	52346115	104050803	12890445	2453360	7105270	7740060	2997640	12885735	6060710	12506580	4131180	8879880	3014910	3982815	2600430	8288775	2751150	2842995	8545470	2317045	3760660	8981145	4251285	6624850	6998510	11053545	7051890	9581160
2025-08-25	149766063	169615750	52428800	85840150	58897380	105989592	132688218	169930290	65648065	146593810	87426688	39452476	38858231	65423362	29314201	58972232	0	35419931	72282692	17448705	34683601	12890445	1226680	3552635	2580020	2997640	8590490	12121420	8337720	8262360	2959960	6029820	3982815	2600430	2762925	2751150	2842995	5696980	2317045	0	5987430	4251285	9937275	3499255	3684515	3525945	9581160
2025-09-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31772036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3014910	0	0	2762925	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-08	49922021	9564168	91034941	85840150	58897380	0	0	84965145	131296130	0	0	78904952	0	32711681	29314201	29486116	31772036	35419931	108424038	17448705	0	4296815	2453360	10657905	2580020	0	8590490	12121420	8337720	0	8879880	6029820	3982815	2600430	0	2751150	5685990	0	4634090	3760660	8981145	0	0	3499255	0	3525945	9581160
2025-09-15	99844042	169615750	91034941	85840150	58897380	211979184	265376436	84965145	65648065	73296905	43713344	39452476	0	0	58628402	117944464	95316108	0	0	17448705	69367202	0	0	3552635	0	0	4295245	0	4168860	4131180	2959960	3014910	0	2600430	2762925	2751150	2842995	2848490	0	3760660	5987430	0	6624850	3499255	3684515	7051890	0
2025-09-22	99844050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	0	84807875	91034941	0	60516296	105989592	132688218	111299361	0	73296905	0	78904952	38858231	65423362	0	58972232	31772036	35419931	0	17448705	69367202	4296815	1226680	3552635	0	0	0	6060710	0	0	0	3014910	3982815	0	0	2751150	5685990	0	4634090	0	5987430	4251285	0	3499255	3684515	0	0
2025-10-13	0	0	91034941	0	58897380	105989592	132688218	0	0	73296905	43713344	0	0	32711681	0	0	31772036	0	0	17448705	0	0	1226680	3552635	0	0	0	6060710	0	4131180	2959960	0	3982815	0	2762925	2751150	0	0	0	0	0	4251285	0	0	3684515	3525945	0
2025-10-20	0	84807875	91034941	171680300	58897380	0	0	84965145	65648065	73296905	43713344	39452476	38858231	0	29314201	29486116	0	0	36141346	17448705	0	4296815	1226680	7105270	0	2997640	8590490	12121420	8337720	8262360	5919920	3014910	0	5200860	5525850	5502300	0	5696980	0	7521320	5987430	8502570	0	3499255	7369030	7051890	4790580
2025-10-27	49922021	84807875	0	85840150	58897380	211979184	66344109	169930290	0	146593810	0	39452476	38858231	0	0	29486116	31772036	0	72282692	0	34683601	4296815	0	0	0	5995280	8590490	12121420	0	0	0	0	0	0	2762925	0	0	5696980	0	3760660	0	0	0	6998510	0	0	0
2025-11-03	0	84807875	91034941	85840150	58897380	105989592	66344109	84965145	65648065	0	0	0	38858231	32711681	29314201	29486116	31772036	35419931	36141346	17448705	34683601	4296815	1226680	3552635	2580020	2997640	4295245	6060710	4168860	4131180	2959960	3014910	3982815	2600430	2762925	2751150	2842995	2848490	2317045	3760660	2993715	4251285	3312425	3499255	3684515	3525945	4790580
2025-11-10	49922021	0	0	0	0	0	0	0	62167092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	0	84807875	0	0	0	0	66344109	0	0	0	0	78904952	0	65423362	0	0	0	0	0	34897410	0	0	0	0	0	5995280	0	0	8337720	0	0	0	0	0	5525850	0	0	5696980	0	0	0	0	6624850	0	0	7051890	0
2025-11-24	49922021	84807875	91034941	0	0	105989592	66344109	84965145	0	73296905	43713344	0	0	32711681	0	29486116	31772036	0	36141346	0	34683601	0	0	0	0	2997640	0	6060710	0	4131180	0	0	3982815	0	0	0	0	0	0	0	0	4251285	3312425	0	0	0	4790580
2025-12-01	199688084	254423625	364139764	257520450	176692140	423958368	265376436	169930290	131296130	146593810	131140032	78904952	77716462	32711681	58628402	58972232	31772036	70839862	72282692	34897410	69367202	8593630	2453360	7105270	5160040	2997640	4295245	6060710	8337720	8262360	5919920	6029820	3982815	2600430	5525850	5502300	2842995	5696980	2317045	7521320	2993715	8502570	3312425	6998510	3684515	7051890	9581160
2025-12-08	49922021	0	91034941	0	0	0	66344109	84965145	0	0	20971520	0	38858231	32711681	0	29486116	0	0	0	17448705	0	0	1226680	0	0	2997640	4295245	0	0	4131180	0	3014910	0	0	0	2751150	2842995	0	0	0	0	4251285	3312425	0	0	3525945	0
2025-12-15	70893541	137625243	191765066	94159666	117794760	114440124	66344109	9236628	81828541	94587005	52687940	14542776	52156355	53683201	0	36626488	37471232	46294259	43019686	17448705	6812832	8593630	0	10657905	5160040	2997640	8590490	10187714	12506580	0	5919920	6029820	0	5200860	2762925	5502300	8528985	2848490	4634090	15042640	5987430	12753855	0	13997020	0	3525945	9581160
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	0	15728640	0	0	0	0	0	0	0	15728640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	49922021	84807875	91034941	85840150	58897380	0	0	36700160	26214400	15728640	43713344	39452476	0	32711681	29314201	0	31772036	35419931	20971520	0	34683601	0	1226680	0	2580020	0	0	0	0	0	2959960	3014910	3982815	0	2762925	0	2842995	0	2317045	3760660	2993715	4251285	0	0	0	0	4790580
2026-01-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10485760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4790580
2026-01-12	160251823	318259980	182069882	171680300	176692140	116475352	387578894	84965145	131296130	146593810	87426688	78904952	222663626	65423362	0	0	0	70839862	108424038	17448705	58881442	4296815	2453360	7105270	5160040	5995280	4295245	12121420	8337720	8262360	2959960	3014910	7965630	2600430	0	8253450	8528985	5696980	2317045	11281980	2993715	17005140	0	10497765	3684515	7051890	9581160
2026-01-19	49922021	84807875	91034941	112054550	0	105989592	0	84965145	86619585	73296905	43713344	39452476	38858231	32711681	29314201	10485760	31772036	60354102	36141346	17448705	34683601	4296815	0	3552635	5160040	2997640	4295245	6060710	4168860	4131180	2959960	3014910	3982815	2600430	2762925	2751150	2842995	2848490	2317045	7521320	2993715	4251285	3312425	3499255	0	3525945	4790580
2026-01-26	0	0	140126842	0	0	52428800	0	0	0	0	0	55181116	0	32711681	0	0	10800516	51148571	0	17448705	0	4296815	1226680	0	0	2997640	0	0	0	0	2959960	0	0	0	2762925	0	0	2848490	0	0	0	0	0	0	3684515	0	0
2026-02-02	99844042	254423625	91034941	0	87314232	211979184	26214400	84965145	65648065	146593810	43713344	0	0	65423362	29314201	29486116	31772036	35419931	36141346	22691585	0	4296815	2453360	3552635	5160040	2997640	4295245	6060710	0	4131180	5919920	3014910	3982815	5200860	0	2751150	0	0	2317045	3760660	5987430	4251285	0	3499255	3684515	3525945	0
2026-02-09	49922021	84807875	91034941	0	58897380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-16	0	10219248	204800	204800	0	4536604	204800	0	8655332	0	10555064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	0	169615750	364139764	429200750	176692140	212496776	132688218	254895435	131296130	147391515	131140032	79445428	82936437	130846724	146571005	63099236	99836160	141679724	144565384	52346115	104050803	17187260	4906720	11036140	5160040	20983480	17180980	22702182	4168860	21100680	11839840	21104370	8364445	10851750	14222350	13755750	5685990	14242450	6951135	18803300	12408575	21256425	16562125	6998510	11053545	14103780	14371740
2026-03-02	204208136	84807875	182992823	85840150	239782032	529947960	133496327	169930290	394512455	366484525	87426688	118357428	77716462	146781189	29314201	58972232	63544072	39677951	108424038	34897410	104840004	4702430	2453360	7105270	3009640	5995280	17585025	18182130	8337720	12393540	5919920	9044730	7965630	2600430	2762925	5502300	11371980	8545470	371445	3760660	11974860	8502570	0	10497765	14738060	7051890	0
2026-03-09	0	4659679	0	540950	58897380	0	66344109	84965145	65648065	0	0	0	0	0	0	0	31772036	35419931	5157214	0	0	0	1226680	0	2580020	0	0	0	0	0	0	0	0	0	0	0	0	2848490	2317045	0	0	0	0	3499255	0	3525945	0
2026-03-16	49922021	0	0	0	0	105989592	66344109	9891708	65648065	73296905	0	78904952	82891594	65423362	87942603	88458348	63544072	70839862	80667716	34897410	69367202	8593630	2453360	7105270	2580020	2997640	0	6060710	4168860	4131180	0	3014910	7965630	7801290	2762925	5502300	5685990	2848490	4634090	11281980	5987430	4251285	6624850	6998510	0	7051890	19162320
2026-03-23	49922021	0	4127004	85840150	0	0	66344109	0	131296130	0	0	39452476	38858231	0	29314201	0	0	0	0	0	0	8593630	0	7105270	2580020	2997640	8590490	0	0	0	0	0	3982815	0	0	0	0	0	0	0	0	0	0	0	3684515	0	0
2026-03-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3312425	0	0	0	0
