region	bytes_sent
GitHub	601130199792
US/Maryland	172436312256
AWS/us-east-2	93809087468
US/California	66244411244
US/New York	61628000524
CA/Ontario	61460302104
CA/Quebec	50469902220
US/Georgia	48538373188
GB/England	29480679072
US/Washington	26570018020
CN/Shanghai	8473521728
DE/Baden-Wurttemberg	5104220740
AWS/us-west-2	2860883640
VPN	2778358678
IN/Maharashtra	2456723256
GCP/us-central1	2398993156
US/Oregon	2254478628
US/Virginia	1695267620
US/Delaware	1545789836
GCP/us-east1	1545789836
DE/Hesse	1545789836
TW/Taiwan	1317228108
JP/Shiga	1304184340
US/Rhode Island	604170648
AWS/us-east-1	429994512
US/Massachusetts	248411444
AWS/ap-southeast-1	122761992
US/Pennsylvania	113850028
NG/Lagos	78267292
MX/Mexico City	49458540
NG/Ogun State	1
