region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	639843253124	3074314	4922	4478
USA/MA	171387949484	5382	69	116
CHN	109164920876	9874	0	55
AWS/us-east-1	98984517944	18760	215	87
GH-actions	1064149930532	1046486	1870	1131
USA/VT	30067671336	144297	235	183
VPN	186420179066	45734	348	169
CAN/QC	56627557668	9656	5	45
USA/MD	693214800	1132	131	67
AWS/us-east-2	100122871400	37144	55	15
AWS/ap-southeast-1	547057308	82	82	0
USA	19042235280	3035	48	11
USA/NY	128212296140	5345	100	3
GCP/us-central1	2398993156	41	41	0
CAN/ON	61465870284	45	45	0
USA/GA	50084163024	10026	5	43
USA/CA	149894101184	742	113	4
CHN/BJ	69359684	318	43	43
BRA/AL	6288768	1	1	0
COL/MET	27382344	1	1	0
CAN/BC	7525828396	21242	249	88
AWS/us-west-2	43028693548	2485	38	2
USA/IL	21301033224	1099	41	2
MEX/CMX	941547148	4586	80	58
ARG/B	14542776	7	7	0
IDN	1113636	1	1	0
USA/WA	33555233552	2439	28	25
COL/ANT	3799464	2	2	0
COL/DC	15394380	5	5	0
NLD	26217168892	1213	15	15
GBR/ENG	30834069332	30	28	1
NOR/50	1594328072	318	0	9
IND/MH	2456723256	2	2	0
USA/NJ	851604	1	1	0
HKG	7205880	3	3	0
SYR/DI	917112	1	1	0
VNM/DN	1703208	2	2	0
PAK/PB	13232616	5	5	0
TWN/NWT	1318341744	2	2	0
TWN/HSQ	299639960	1616	5	4
GCP/us-west1	1287374652	1	1	0
GCP/us-east1	1563542504	3	3	0
ZAF/GP	1244652	1	1	0
BRA/RJ	1768716	1	1	0
ARG/J	1441176	1	1	0
BRA/SP	27316836	6	6	0
BRA/PE	1834224	1	1	0
SYC	5109624	2	2	0
VNM/HN	46772712	7	7	0
AUS/ACT	23477846076	27	21	6
ITA/45	12937870528	2475	0	12
BGD	5109624	3	3	0
URY/MO	2947860	2	2	0
VNM/SG	64197840	9	9	0
IND/AP	3406416	1	1	0
JOR	1048128	1	1	0
VNM/20	851604	1	1	0
MAR/07	1375668	1	1	0
BRA/SC	1637700	1	1	0
TUN/73	917112	1	1	0
IND/BR	1113636	1	1	0
JPN/13	132224772	616	3	1
USA/VA	179436759252	37379	22	11
BRA/MG	21224592	4	4	0
BRA/RN	17163096	1	1	0
MYS/10	2227272	2	2	0
IRL/L	1965240	1	1	0
TZA/02	1113636	1	1	0
PRY/ASU	2161764	2	2	0
PAK/IS	917112	1	1	0
PHL/40	3013368	1	1	0
UZB/TK	9236628	2	2	0
USA/TN	4663441692	4	4	0
NGA/RI	107723824	1	1	0
ARG/E	1048128	1	1	0
SGP	12525492	31	4	3
IND/MP	917112	1	1	0
JOR/AM	38125656	4	4	0
MAR	1048128	1	1	0
ZAF/KZN	1048128	1	1	0
TUR/34	1113636	1	1	0
USA/PA	113850028	19	4	1
HND/YO	5175132	1	1	0
BGD/C	2096256	2	2	0
FRA/OCC	1048128	1	1	0
VEN/K	3602940	1	1	0
VNM/21	2358288	2	2	0
BRA/PR	6223260	3	3	0
IRL/C	1375668	1	1	0
ETH/AA	1441176	1	1	0
ARG/X	17163096	2	2	0
MAR/06	3471924	1	1	0
TUR/60	1244652	1	1	0
KEN/30	1048128	1	1	0
NGA/LA	78267293	10	5	2
TUV/FUN	1244652	1	1	0
ESP/MC	1179144	1	1	0
MEX/VER	1113636	1	1	0
ARG/N	1113636	1	1	0
USA/RI	604170648	116	0	1
CHE/VD	5045516	25	2	2
THA/90	2097152	2	0	1
FRA/IDF	9786220	27	5	3
BRA/RS	982620	1	1	0
POL/04	851604	1	1	0
VEN/F	6485292	1	1	0
USA/FL	2161764	1	1	0
PHL/01	1375668	1	1	0
TUR/06	1113636	1	1	0
BOL/L	917112	1	1	0
DEU/BW	6650010576	50	8	1
MEX/MEX	1375668	1	1	0
GBR/SCT	14739300	1	1	0
ARE/AZ	7074864	1	1	0
MYS/14	1965240	2	2	0
KOR/11	274345460	1219	3	2
PAK	851604	1	1	0
PRY/10	1310160	1	1	0
PAK/SD	1113636	1	1	0
PRT/11	1965240	1	1	0
UKR/71	1375668	1	1	0
BEN/LI	1244652	1	1	0
ARE/SH	917112	1	1	0
UKR/56	917112	1	1	0
USA/OR	2254478628	428	2	1
ESP/CT	880160	13	0	1
DEU/NW	225627528	841	1	2
bogon	510770056	1	1	0
USA/OH	9171120	1	1	0
MEX/MOR	49458540	1	1	0
USA/NC	1545789836	1	1	0
DEU/BY	1580247044	2	2	0
IND	24434484	1	1	0
ECU/P	44696036	79	3	2
VNM/69	9826200	1	1	0
IRQ/BG	6681816	1	1	0
IRQ	851604	1	1	0
ARG/S	982620	1	1	0
COL/SUC	1768716	1	1	0
URY/MA	5764704	1	1	0
PAK/KP	14608284	1	1	0
IND/RJ	1113636	1	1	0
VEN/B	2030748	1	1	0
IDN/JT	917112	1	1	0
ITA/34	1179144	1	1	0
SAU/01	3144384	3	3	0
IND/KA	1244652	1	1	0
COL/CAU	3668448	1	1	0
IND/GJ	1048128	1	1	0
COL/VAC	2947860	1	1	0
VEN	1113636	1	1	0
AWS/ap-east-1	107662424	532	1	1
MEX/SON	3340908	1	1	0
VNM/56	851604	1	1	0
IRQ/SU	1113636	1	1	0
POL/14	1113636	1	1	0
IND/DL	2620320	1	1	0
JPN/25	1304184340	1	1	0
IRQ/AR	917112	1	1	0
UKR/30	12446520	1	1	0
KHM/12	18473256	1	1	0
DEU	335285624	1252	2	2
DEU/BE	416886804	1940	4	3
CAN/AB	1327260396	2	1	1
MEX/CHH	1637700	1	1	0
