region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	6227694780	9774	1114	873
NLD	284328151200	13281	2	9
USA	130192467856	24814	2	4
USA/MA	510452021613	8854	9	39
ITA/45	544225984	107	0	9
AWS/us-east-1	323515481440	38606	47	18
PRT/11	1146681496	87	0	9
GitHub	5976600720	1511	129	95
GBR/ENG	25022312344	1843	53	69
VPN	372439438252	671	86	61
AWS/us-west-2	24101468	40	6	2
USA/CA	972589994828	8767	83	67
USA/MD	752727243	280	14	23
USA/VT	731282196	1128	128	23
USA/DC	24368976	9	9	0
USA/NV	90663072	9	9	0
USA/NY	1336545243748	571	107	26
USA/IL	625823452	32	16	2
USA/WA	35795424262	107	3	11
AWS/ap-southeast-1	96296760	18	18	0
GBR	775287400	134	0	11
USA/VA	402654544192	6517	241	57
CAN/QC	414348732953	22	9	8
USA/MN	323212874760	14	10	1
MEX/CMX	92151064	274	43	30
CHN	921242298845	41597	124	38
USA/AZ	533686448072	40115	9	10
JPN/28	127886604	160	24	9
IDN/YO	11660424	2	2	0
USA/NC	9564168	1	1	0
KEN/30	1113636	1	1	0
PAK/PB	3013368	1	1	0
TUR/22	12839568	1	1	0
USA/MI	645962691968	18	18	0
JPN/13	976629354	343	2	11
JPN/11	1012904848	309	20	17
TWN/TPE	31933390460	2747	2	28
TWN/TXG	6859909572	383	22	19
USA/PA	106721960	50	0	7
VNM/DN	12839568	1	1	0
bogon	457557052	4	4	0
NOR/19	2836398080	541	0	1
USA/HI	346353140	1	1	0
IRN	39304800	2	2	0
AWS/us-east-2	32516009808	7	1	1
USA/TX	36588364	46	4	1
IRN/23	389588420	1	1	0
CHE/VD	22197592	20	2	1
DEU/BW	6291456	6	0	1
ESP/MD	2453112	9	1	1
IND	74850760	68	10	2
CHL/RM	6739047032	143	18	1
JPN/16	111483287290	11	8	2
CHN/GD	4915200	27	0	1
SGP	54612524	32	4	1
DEU/BE	40763002	41	0	2
FRA/IDF	42622280	19	4	3
GBR/SCT	23451864	2	2	0
FRA/PAC	18866304	1	1	0
USA/CT	91412332	1	1	0
GCP/us-west4	79658208	36	2	1
