region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	73380797	124	31	27
KOR/11	52643994	31	19	1
USA/PA	107871746	96	32	2
USA/CT	8211724	6	3	1
VPN	149454382	50	37	5
USA/MI	38948017	34	6	3
USA/MD	35035695	30	9	6
AWS/us-east-1	68094244	23	19	2
AWS/ap-southeast-1	12368445	6	6	0
AWS/us-east-2	7848665	4	0	2
USA/NY	27833158	27	5	4
USA/CO	2616131	1	1	0
USA/MA	81311819	30	2	10
SWE/AB	11089475	12	2	1
ITA	13684578	12	3	3
USA	2616131	1	1	0
USA/CA	25253678	16	7	4
MEX/CMX	29063191	60	18	14
EST/37	2616131	1	1	0
CHE/VD	2374840	6	2	1
GCP/us-central1	20828513	5	5	0
USA/IL	13037489	7	3	2
SGP	15244020	4	4	0
CHN/SH	20591572	7	0	7
FRA/IDF	3496752	9	3	3
CHN/GS	12627889	3	3	0
USA/VA	8200624	2	2	0
CHN	40047032	8	8	0
NLD/ZH	5911446	1	1	0
NLD	5911446	1	1	0
