region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	29686383436	86348	3806	4060
VPN	183324299871	4191	3384	236
USA/MA	277554871035	5122	249	864
AWS/us-east-1	199766699908	23440	1877	720
USA/NC	206446979215	892	875	16
AWS/ap-southeast-1	8311589532	1563	1563	0
DEU	61675482602	283	235	2
JPN/13	180853768425	735	735	0
AWS/us-east-2	34928497160	259	143	1
AWS/ap-south-1	216954332	2	2	0
USA	45473113222	8763	0	183
CHN	213671899255	14656	81	468
USA/DC	1779786852	234	234	0
USA/MD	346081106171	1434	1412	7
USA/NY	231428437651	1386	962	21
HKG/KKC	10418802164	1264	0	39
USA/PA	58861835132	519	254	9
ITA/45	7433595095	1535	0	233
CAN/BC	58768944431	270	245	2
USA/CA	57948826359	348	238	4
CHN/SH	39922521695	212	170	5
USA/IL	4048525758	178	137	2
ITA	2189133738	4828	233	233
USA/VA	121211759325	575	574	1
KOR/41	327496685	700	234	233
CHN/SD	84456030	1	1	0
GCP/us-central1	1670115280	13	13	0
SGP	213584752	12	12	0
CAN/QC	248010582	27	3	1
USA/VT	675298320	1455	68	36
DEU/BW	3256790404	348	46	11
MEX/CMX	229523746	819	76	56
HKG/HCW	14375501242	120	48	40
HKG	13203301320	90	49	20
CAN/ON	1256939320	7	7	0
UZB/TK	36946512	2	2	0
USA/NH	13197144798	35963	1669	1442
VNM/DN	34391700	3	3	0
VNM/HN	95183124	8	8	0
MEX/TAM	10939836	1	1	0
VNM/39	9498660	1	1	0
NPL	3340908	1	1	0
VNM/SG	101406384	7	7	0
BRA/SP	42973249	6	5	1
JPN	666507993	5	5	0
GBR/SCT	754380679	246	14	9
PSE/JEN	13036092	1	1	0
IRQ/BG	26727264	5	5	0
USA/MN	1244044879	8	8	0
NPL/P3	32688492	2	2	0
MEX/COA	1703208	1	1	0
KEN/30	14739300	3	3	0
SYR	7467912	3	3	0
IRQ	15328872	1	1	0
GBR/ENG	437773433	4	4	0
KAZ/71	5240640	1	1	0
IDN/JB	11005344	2	2	0
ALB	2620320	1	1	0
CRI/SJ	17163096	1	1	0
IRL	1	1	0	1
CAN/NB	10612296	1	1	0
USA/DE	102108762	1	1	0
VEN/S	5502672	1	1	0
JPN/40	46810605	1	1	0
EST/37	46810605	1	1	0
CHE/VD	31646429	36	2	2
KOR/30	69757914	2	1	1
NOR/19	142696960	1	1	0
LVA/RIX	665368437	4	4	0
GBR/NIR	142696960	1	1	0
JPN/47	192089992	4	4	0
USA/CT	58213218	1	0	1
USA/TX	82605588	3	3	0
EGY/MN	1	1	0	1
IND/HR	1441176	1	1	0
UKR/26	13232616	1	1	0
JPN/11	264220880	2	2	0
FRA/IDF	5965716	9	3	3
KOR/47	151737039	1	1	0
AWS/us-west-2	78436523	266	17	3
USA/NJ	142697008	1	1	0
UKR/63	1	1	0	1
PHL/10	18931812	2	2	0
JPN/28	511974503	1	1	0
USA/OH	1	1	0	1
VNM/51	11529408	1	1	0
USA/WA	1645976	4	2	2
VNM/HP	40156404	2	2	0
VNM	23517372	2	2	0
BRA/RN	2030748	1	1	0
BRA/SC	12184488	1	1	0
BRA/BA	10939837	2	1	1
DOM/01	1768716	1	1	0
PSE/RBH	13101600	1	1	0
BOL/L	3537432	2	2	0
ARG/B	41597580	4	4	0
MEX/JAL	11267376	1	1	0
VNM/61	8122992	1	1	0
DOM/25	11398392	1	1	0
VEN/V	8647056	1	1	0
JOR/AM	25679136	2	2	0
COL/VAC	4651068	1	1	0
IND/PB	13101600	1	1	0
VNM/52	4127004	1	1	0
MAR/07	7926468	1	1	0
COL/DC	5371656	1	1	0
BGD/D	28823520	2	2	0
IND/MH	2685828	1	1	0
CHL/RM	20504004	2	2	0
BRA/MG	56009341	2	1	1
NLD/NH	1	1	0	1
IND	4454544	1	1	0
VNM/22	10219248	1	1	0
MAR/06	9498660	1	1	0
TUR/34	2096256	1	1	0
BRA/DF	2358288	1	1	0
DZA/16	2620320	1	1	0
BRA/RJ	7729944	1	1	0
BRA/GO	12774060	1	1	0
JPN/14	253368234	3	3	0
IDN/JT	1113636	1	1	0
SEN/DK	3602940	1	1	0
BRA/RS	27971916	3	3	0
ARG/W	1768716	1	1	0
IND/GJ	9171120	1	1	0
UKR/77	1	1	0	1
MEX/TAB	2358288	1	1	0
IND/UP	4323528	1	1	0
BRA/PR	13167109	2	1	1
USA/GA	227224463	1	1	0
PHL/03	9171120	1	1	0
BIH/BIH	15852936	1	1	0
BRA/PA	10219248	1	1	0
TUR/27	1	1	0	1
USA/MO	87295836	1	1	0
BGD/C	12577536	1	1	0
VNM/13	1768716	1	1	0
PRY/ASU	9826200	1	1	0
TGO/M	3668448	1	1	0
SAU/01	9302136	1	1	0
PAK/PB	19324860	2	2	0
ZAF/GP	6092244	1	1	0
VNM/26	10743312	1	1	0
TUN/13	5175132	1	1	0
TUN/51	18342240	1	1	0
IND/DL	917112	1	1	0
IRQ/NI	9629676	1	1	0
ARG/F	3013368	1	1	0
BGD	18604272	2	2	0
VNM/37	10415772	1	1	0
ITA/52	78078215	4	1	1
PRY/11	218413979	1	1	0
HND/CR	1375668	1	1	0
ARE/DU	12839568	1	1	0
PHL/40	5437164	1	1	0
