region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	8607285911	532	9	4
ESP	5873673906	9	9	0
MEX/CMX	717799003	175	1	27
AWS/us-east-1	6056549439	723	19	9
USA/MA	6199239330	117	1	10
VPN	7325094810	39	39	0
CHN	11039018983	624	0	9
CAN/AB	5873673906	9	9	0
USA/DC	71207196	9	9	0
AWS/ap-southeast-1	109463868	22	22	0
CAN/QC	10722006826	23	17	4
USA/NJ	5873673906	9	9	0
GCP/us-central1	5873673906	9	9	0
USA/CA	3634654574	9	4	2
USA/AZ	5873673906	9	9	0
GBR/SCT	4835982896	10	8	1
ESP/VC	2767329476	9	9	0
BEL	5873673906	9	9	0
JPN/13	5873673906	9	9	0
BRA/PA	8909088	1	0	1
USA/FL	6223260	1	0	1
USA/UT	2477518674	9	6	1
AWS/us-east-2	111602829	1	1	0
DZA/42	4782084	2	0	2
USA/MD	3145728	3	0	3
JPN	19777243	29	2	2
ESP/CT	330538664	2	2	0
CHE/ZH	1	1	0	1
