region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	2298226501	374	372	2
CHN	2461334508	292	150	20
USA	1466328919	224	154	7
AWS/ap-southeast-1	250838810	108	108	0
AWS/us-east-1	908774793	147	31	21
USA/MA	1240718113	73	5	63
VEN/A	577484	2	2	0
COL/NAR	288742	1	1	0
IDN/YO	288742	1	1	0
MYS/14	288742	1	1	0
AWS/us-east-2	27596869	8	8	0
USA/IL	129228771	53	53	0
USA/GA	667	3	3	0
VNM/SG	250	1	1	0
IRQ/BG	250	1	1	0
BRA/RJ	250	1	1	0
ARG/C	250	1	1	0
LKA/1	250	1	1	0
USA/VA	1114500	3	3	0
BRA/MG	288742	1	1	0
USA/NC	288742	1	1	0
KEN/30	288742	1	1	0
JOR/AM	288742	1	1	0
AZE/BA	289075	2	2	0
SYR	851604	1	1	0
UKR/21	13036092	1	1	0
SGP	5837	1	1	0
BRA/SC	333	1	1	0
USA/CA	289159	3	3	0
VNM/HN	947	2	2	0
BRA/PB	333	1	1	0
KAZ/39	333	1	1	0
ALB/10	333	1	1	0
UZB/TK	333	1	1	0
BGD	333	1	1	0
VNM/CT	333	1	1	0
BRA/RS	288742	1	1	0
COL/VAC	288742	1	1	0
BRA/PR	288742	1	1	0
ECU	288742	1	1	0
VEN/I	288742	1	1	0
PHL/00	288742	1	1	0
USA/LA	288742	1	1	0
FRA/IDF	614	1	1	0
ZAF/GP	614	1	1	0
BRA/DF	614	1	1	0
USA/TX	288680	1	1	0
