region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	1752438592	343	0	29
CHN	7834763300	709	1	73
GitHub	2008954414	6663	637	507
AWS/us-east-1	5790598667	723	152	73
VPN	27044563627	1084	728	97
GCP/us-west1	133958718	2	2	0
USA/NC	573588048	73	73	0
USA/MA	7836933005	576	0	104
AWS/ap-southeast-1	897132060	159	159	0
MEX/CMX	51356296	189	47	47
AWS/us-east-2	891859936	15	15	0
IDN/YO	16966572	3	3	0
VNM/51	44217900	2	2	0
HKG	2030748	1	1	0
ZAF/GP	42907740	4	4	0
BRA/AM	4520052	1	1	0
USA/IL	12209316	8	2	2
CHN/BJ	29708661	1	1	0
USA/CA	31260198	15	5	4
FRA/IDF	3468136	10	3	3
GCP/us-central1	153328081	5	5	0
VNM/66	5240640	1	1	0
BRA/PR	9629676	1	1	0
BRA/RS	12970584	1	1	0
TTO/POS	10219248	1	1	0
COG	7205880	1	1	0
IRQ/BG	6354276	1	1	0
VNM/SG	10481280	1	1	0
URY/MO	11398392	2	2	0
SGP	15852936	2	2	0
VNM/HN	115606609	7	7	0
BRA/DF	3078876	1	1	0
IND/KA	5175132	1	1	0
IND/MH	7926468	1	1	0
PAK/PB	12118980	2	2	0
VEN/I	12512028	1	1	0
EST/37	29669522	1	1	0
CHE/VD	2849948	10	2	1
BGD	3209892	2	2	0
XK	12774060	1	1	0
ARE/DU	11856948	1	1	0
DOM/25	12315504	1	1	0
JOR	7533420	1	1	0
MLI/BKO	4389036	1	1	0
USA/NH	4572499	5	1	1
IRL/L	19521384	1	1	0
CHL/RM	13691172	1	1	0
MAR/06	9302136	1	1	0
BHR/17	7795452	1	1	0
VNM/DN	10677804	1	1	0
IND/UP	1113636	1	1	0
ARG/B	4651068	1	1	0
ALB/01	33278064	1	1	0
ZAF/LP	9826200	1	1	0
IDN/KI	5961228	1	1	0
NPL/P2	7467912	1	1	0
PAK/KP	1703208	1	1	0
MYS/14	8450532	1	1	0
BRA/CE	20831544	1	1	0
PRT/11	15983952	1	1	0
MAR/07	3995988	1	1	0
VEN/V	18604272	1	1	0
MEX/GUA	12249996	1	1	0
TUN/11	2685828	1	1	0
ISR/TA	3144384	1	1	0
