region	bytes_sent
GitHub	50134579803
AU/South Australia	23285584357
US/California	21581190006
CA/Ontario	18101368190
US/Maryland	10107940020
US/Washington	8671508660
NL/North Holland	7083489663
AWS/us-east-1	6723619863
CA/Quebec	5866202150
US/New Mexico	5816158527
AWS/us-east-2	3025514128
CN/Shanghai	1717487837
GB/England	1364503386
VPN	908341577
HK/Hong Kong	582614570
CA/British Columbia	428467579
PT/Lisbon	396709126
AWS/ap-southeast-1	201746561
GCP/us-central1	192863250
IN/Maharashtra	158069858
US/Rhode Island	129159349
VN/Ho Chi Minh	59659817
VN/Kiên Giang Province	59659817
US/Pennsylvania	42415566
GCP/us-east1	13803712
