region	bytes_sent
IR/Fars	52500270115
US/California	52371161148
AWS/us-east-1	50960482814
GB/England	10681493084
AWS/us-east-2	8108945378
NL/North Holland	6687308414
US/Massachusetts	5478484825
US/Missouri	3389474670
GB/Wales	3273730364
GitHub	2815378365
VPN	1814249101
CH/Zurich	1559990016
US/Connecticut	1494254484
DE/North Rhine-Westphalia	1480170264
CA/Quebec	135214700
US/New York	45421872
PT/Lisbon	36967552
US/Rhode Island	26879244
AWS/ap-southeast-1	15656412
US/Virginia	14796802
MX/Mexico City	10659472
US/Maryland	2772224
SE/Stockholm	1537736
GCP/us-central1	1437312
US/Washington	1079952
IT/Veneto	838088
CN/Shanghai	539976
