week_start	sub-Rat08/sub-Rat08_ses-Rat08-20130708_ecephys+image.nwb	sub-Rat08/sub-Rat08_ses-Rat08-20130709_ecephys+image.nwb	sub-Rat08/sub-Rat08_ses-Rat08-20130710_ecephys+image.nwb	sub-Rat08/sub-Rat08_ses-Rat08-20130711_ecephys+image.nwb	sub-Rat08/sub-Rat08_ses-Rat08-20130712_ecephys+image.nwb	sub-Rat08/sub-Rat08_ses-Rat08-20130713_ecephys+image.nwb	sub-Rat08/sub-Rat08_ses-Rat08-20130715_ecephys+image.nwb	sub-Rat08/sub-Rat08_ses-Rat08-20130716_ecephys+image.nwb	sub-Rat08/sub-Rat08_ses-Rat08-20130717_ecephys+image.nwb	sub-Rat08/sub-Rat08_ses-Rat08-20130718_ecephys+image.nwb	sub-Rat08/sub-Rat08_ses-Rat08-20130719_ecephys+image.nwb	sub-Rat08/sub-Rat08_ses-Rat08-20130720_ecephys+image.nwb	sub-Rat08/sub-Rat08_ses-Rat08-20130722_ecephys+image.nwb	sub-Rat09/sub-Rat09_ses-Rat09-20140324_ecephys+image.nwb	sub-Rat09/sub-Rat09_ses-Rat09-20140325_ecephys+image.nwb	sub-Rat09/sub-Rat09_ses-Rat09-20140326_ecephys+image.nwb	sub-Rat09/sub-Rat09_ses-Rat09-20140328_ecephys+image.nwb	sub-Rat09/sub-Rat09_ses-Rat09-20140329_ecephys+image.nwb	sub-Rat09/sub-Rat09_ses-Rat09-20140402_ecephys+image.nwb	sub-Rat09/sub-Rat09_ses-Rat09-20140403_ecephys+image.nwb	sub-Rat09/sub-Rat09_ses-Rat09-20140404_ecephys+image.nwb	sub-Rat09/sub-Rat09_ses-Rat09-20140405_ecephys+image.nwb	sub-Rat09/sub-Rat09_ses-Rat09-20140407_ecephys+image.nwb	sub-Rat10/sub-Rat10_ses-Rat10-20140624_ecephys+image.nwb	sub-Rat10/sub-Rat10_ses-Rat10-20140626_ecephys+image.nwb	sub-Rat10/sub-Rat10_ses-Rat10-20140701_ecephys+image.nwb	sub-Rat10/sub-Rat10_ses-Rat10-20140702_ecephys+image.nwb	sub-Rat10/sub-Rat10_ses-Rat10-20140704_ecephys+image.nwb	sub-Rat10/sub-Rat10_ses-Rat10-20140705_ecephys+image.nwb	sub-Rat10/sub-Rat10_ses-Rat10-20140708_ecephys+image.nwb	sub-Rat11/sub-Rat11_ses-Rat11-20150313_ecephys+image.nwb	sub-Rat11/sub-Rat11_ses-Rat11-20150315_ecephys+image.nwb	sub-Rat11/sub-Rat11_ses-Rat11-20150316_ecephys+image.nwb	sub-Rat11/sub-Rat11_ses-Rat11-20150325_ecephys+image.nwb	sub-Rat11/sub-Rat11_ses-Rat11-20150326_ecephys+image.nwb	sub-Rat11/sub-Rat11_ses-Rat11-20150327_ecephys+image.nwb	sub-Rat11/sub-Rat11_ses-Rat11-20150328_ecephys+image.nwb	sub-Rat11/sub-Rat11_ses-Rat11-20150331_ecephys+image.nwb	sub-Rat11/sub-Rat11_ses-Rat11-20150401_ecephys+image.nwb	sub-Rat11/sub-Rat11_ses-Rat11-20150403_ecephys+image.nwb
2023-11-13	0	8760048	0	818799522	0	0	6150175952	0	0	0	0	0	0	0	0	0	0	0	0	0	6370944	0	0	0	17825125451	0	0	0	0	12277340	0	0	18602104058	0	9281913998	0	0	0	0	9463588074
2023-11-20	0	0	0	62425899097	0	196068118942	0	0	0	0	0	0	0	0	0	0	0	72000283778	0	0	3372704338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	0	0	0	326672	0	0	0	9551358808	0	0	0	0	0	100331854807	152694227846	173470363986	81855634164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-04	0	0	88574186	464798120	237025892	0	0	44507562	0	0	78643200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-11	0	0	0	45664	0	0	0	117907882	149198214	112048464	0	0	19706837	31859007	0	204472320	0	199042178	28897757	29900602	0	0	20381222	183592898	0	116148751	41943040	151608140	118735363	130302294	127598320	0	87118054	117342477	110100480	135640922	146382414	142352093	105181622	73060322
2024-01-08	0	0	10020964	97422352	0	0	381192332	192521136	26678328	181371984	75455040	159539056	153433568	524288000	0	606976716	172545572	9025504	0	198494724	0	29133796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151177192	218071276	69017732	63178528	208116676	195242888	60589504	40681132	77246868	149384536	32053812	320801920	86737748	269635276	51630364	205727572	22762852	81030444
2024-01-22	2748706	1739767	2190012	0	2099812	5773668	7346256	12210976	2225923	5798664	2456988	8935715	8854101	7366404	8096578	12096142	7160826	1645306	2048954	3933186	0	8479588	5121710	14794193	2653783	1092111	6662141	0	10225526	0	0	0	2065658	6030981	3939932	11172078	9662168	1593053	0	7669346
2024-03-04	0	0	0	221417980	0	0	0	0	0	39022032	0	0	0	0	0	0	0	8361864	0	0	20440112	180775536	0	0	0	0	46387608	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-11	52308309	20051899	60926600	13670984	36700974	56145449	0	163855665	47983977	0	138796004	75125917	41214221	16586263	40152388	28072593	4041718	12144612	6304580	248120	246960	3012060	6847174	4313660	41944542	8055311	17314489	37694752	57806881	52563477	51490914	2190012	57142270	74296730	55426810	260014193	348344655	31457998	269705569	40881374
2024-03-18	0	0	0	13873292	131258980	0	0	0	0	0	0	0	96161436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148058084	82158632	0	0	0	0	0	0	0	59063960	0	0
2024-03-25	114863650	46282734	30862426	31425032	26180248	6370944	6370944	22487680	9189123	19423260	23689968	11999391	6988757	15717966	5284929	14736398	922610	6968220	52129141	0	2787288	822048	1007142	20572098	16689302	28561787	10081641	6712140	14616707	347592320	0	9321350	12396642	10252557	10038268	7272282	0	0	5176392	6039124
2024-04-01	15710353	15973367	19515626	1740800	6304580	18928030	14713348	9261482	6304580	9875408	12328444	5430183	0	111834551	0	13838689	8156286	13581886	7395421	0	1618514	7830952	16005406	0	6808651	0	7521641	6712140	0	9433007	18414612	126976	18092530	0	5658244	7272282	0	6437308	8393142	12078248
2024-04-08	0	0	0	0	0	11883376	192569344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31375360	367538176	0	409473024	0	363484676	0	0	0	0	0	0	0	0	0	0	309372856
2024-04-15	10500536	38591506964	0	0	0	6383614588	1228717952	0	7335745844	92556800	80234454	140239967	285977336	0	221696000	0	9689144	0	0	0	0	0	0	0	0	0	1233958552	0	0	0	716505428	23295796	329010928	169707608	0	343176180	0	0	19092600722	17254640
2024-04-22	35319898430	47858466310	8392272846	2920562078	7538320656	10432437724	507341496	1002632048	1728064905	6071684354	691522063	472071985	415118634	420069695	1775043372	1012276056	566408728	3747972712	159553916	0	342099496	721340624	123027424	978362757	613435808	805108646	640194192	0	967831704	0	2639785517	727571816	1613593032	658322642	2042075380	1612740188	2359422128	480236774	877351392	371039594
2024-04-29	53914378	12557432169	8697173654	60146824	52282000	66450066	6370944	0	0	0	0	0	206508032	0	0	128204800	0	0	0	102769492	588539044	0	0	0	0	0	0	0	0	0	0	0	0	0	72105984	390014304	393681856	339808756	265367852	226014000
2024-05-06	68129462	56778880	467312914	117942704	43231056	57970008	34668096	0	0	0	0	0	0	64240764	0	0	0	0	0	0	0	0	26247168	0	257458390	0	0	0	73502720	0	0	0	788979712	0	0	0	0	0	15753216	187952316
2024-05-13	0	35967894	8763146972	80515600	39027672	36493576	31482624	8826412	0	0	0	0	0	0	0	0	524926976	0	0	0	0	0	0	0	0	0	0	503585612	0	0	0	324318988	0	0	0	0	0	0	0	0
2024-05-20	0	13187054	16500194	44667400	37313800	31091968	44569376	0	68265731	0	0	0	0	0	0	0	0	0	0	373225704	0	0	0	0	0	57753600	0	147001344	0	0	0	0	0	385765758	0	0	0	0	0	0
2024-05-27	0	12840023	2957007936	81816456	31958496	115339678	43428144	0	0	533626368	0	0	0	0	8959140	0	535010208	125600898	0	0	0	0	0	0	0	0	0	0	0	0	98541568	0	0	0	0	0	0	0	290161024	0
2024-06-03	0	19169750	63635884	31642948	50009012	33925668	15794632	0	0	0	0	7764588	86716416	0	430346240	0	0	0	0	0	0	0	9755508	746705889	0	0	0	0	15749120	0	0	0	0	0	0	0	0	0	0	154595778
2024-06-10	0	36726402	4359133924	27155064	27278424	24117248	161122560	0	0	12609160	0	0	0	0	19643744	0	0	0	0	0	0	0	0	0	0	0	0	12808252	0	0	0	167626508	0	0	0	0	0	0	0	0
2024-06-17	0	67717407	48660330	66316017	51090708	53432044	60045232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-24	0	27708871	27301364	56603528	42033924	18515556	47409984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-01	26943784	30558104	11414608	71266660	74567988	49637456	54046384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	35236766	16207968	20042052	354217544	26421092	37843004	53758196	7100948	6570036	15461524	14195920	6968220	7631860	6835492	6370944	6702764	0	15428398	1110493	11143810	0	9214108	982566	13415393	17509155	6370944	7284073	0	7300040	0	6370944	0	4247296	0	10036868	7300040	7830952	22873921	0	7034584
2024-07-15	86150644604	33049272	0	0	12277340	0	0	0	0	0	0	83353184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-22	10485512	2745011256	14135532	0	12476432	0	9954600	10020964	0	0	12808252	10020964	0	11215516	10087328	20041928	0	0	0	0	14002804	11812792	0	22789755405	15661904	20174656	0	0	0	0	10153692	0	0	0	2190012	9954600	7100948	0	11149152	0
2024-07-29	0	0	0	79849796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-05	0	0	0	10352784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13870076	0	0	0	0	0	0	0
2024-08-26	0	0	0	252875260	0	0	0	0	0	17523466567	0	0	8627543426	23929104802	0	0	0	0	0	0	0	0	12747154516	0	0	0	0	0	0	0	0	0	0	0	0	0	11396760667	0	0	0
2024-09-02	0	0	0	0	48623312332	152462287538	0	0	0	17328741676	0	24934385587	8627543426	66508967951	47378155305	50133371293	13872909918	0	0	0	0	16594051356	39385161838	0	15158460963	0	0	0	0	0	0	0	16166573305	0	14010700966	0	2222701946	0	0	0
2024-09-09	55781779068	62012433346	54237164614	60986242672	0	0	7039266276	16284602586	17692540739	0	11004407860	0	0	0	0	0	0	42067113276	54464210128	40034152428	33701407098	0	0	13171670473	12144612	19942054499	15359048537	11487120056	13830426228	3790250967	11079715768	8153267510	0	9930450801	0	0	0	12318569720	3398447876	51408806
2024-09-16	343803810	78158839	487327098	536145012	719354960	49440058	21638020	158562772	141694723	138460296	88948124	19970983	131515642	0	7432768	18688265	1240442	8725634	0	0	8238574	13339164	982566	26830786	0	12864015	6901856	0	9028099	13373359	14614256	12542796	12946950	7698224	10036868	0	18480858	0	0	7131106
2024-09-23	103986179584	1658915795	107883546448	1916927460	2126893856	0	777900832	374581330	178394883	281768608	572535820	317814606	228157354	31859007	206009409	248633513	38595962	36512898	0	0	0	0	0	0	0	0	5242880	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-09-30	0	0	177703146	52428800	299940452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-07	5880889167	19179196	9954600	0	0	21170116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11893089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-21	9954600	9622780	116779258	310546940	307904132	5972760	5640940	5375484	0	0	7698224	9954600	0	9954600	0	0	0	0	0	0	10153692	10153692	10153692	0	26014688	7366404	8494592	0	0	0	0	0	0	0	0	10087328	0	8295500	0	0
2024-10-28	388262033	319200247	523178452	142774780	346030080	0	70396804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-04	278161553	0	0	0	0	0	0	0	0	0	0	0	0	6437308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-11	36945202	0	0	0	22497952178	0	0	0	0	0	4114568	0	0	8822808	7963680	0	10153692	0	0	10020964	0	0	6238216	0	9954600	0	0	0	0	7432768	4114568	0	0	12609160	0	0	0	0	0	4114568
2024-11-18	287452513	95198199	4977300	148570916	61142048	123399108	0	0	93859334	81752736	52946420	35699623	9622780	59991322	57192637	0	0	0	0	0	0	0	0	0	0	0	0	0	1928688464	0	4114568	0	0	4114568	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	9357324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9410629602
2024-12-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11149152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-30	0	0	0	0	0	0	0	0	0	0	0	0	12078248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-13	0	0	0	0	0	0	0	13737348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-20	0	0	0	0	0	0	0	0	0	0	0	0	0	1912013214	0	0	0	1076869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-10	23887013	20043782	18661360	25018644	28864860	30249934	24887264	6139696	15784160	34982817224	15385328	17043539	25178536	152829588759	12681228	24276831	7563940	26418598	20207593	15732158	17266056	14413464	24705596	23211005	19018162	18638533	15556705	16810792	11187341	22794109	17392136	12348786	6476544	6990899	6533000	24873484	18856874	12501976	20620996	18616936
2025-02-17	0	0	0	0	0	0	0	0	0	0	0	0	0	195948200574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-24	0	6171852	0	4114568	0	0	4114568	0	0	6171852	4048204	4114568	5906396	9689144	0	7565496	0	0	0	17785552	0	0	6503672	5906396	0	0	0	0	4114568	9888236	0	0	0	0	0	0	0	0	0	0
2025-03-10	0	0	264426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523854	0	4114568	0
2025-04-21	95007488280	0	106456123626	0	102074727012	0	0	34249056682	0	0	0	0	16948966357	97974100287	0	86735181993	0	0	0	0	74440991314	0	44605832742	0	0	30928554511	0	20022123340	0	0	19237895920	19664386950	18602104058	0	16077235844	17631131482	0	19866066653	16798511542	9410629602
2025-05-12	10485760	0	0	0	0	10485760	0	10485760	0	0	10485760	0	10485760	0	0	65867310	10485760	0	0	0	0	0	0	0	0	0	10485760	0	10485760	0	10485760	0	0	0	10485760	0	0	0	0	10485760
2025-06-23	18262513	813039	706284	1025725	476233	174418	187502	23530	207538	13150	18223	13500	8789	20612400	9553	5364	6106	2848	10213	9435	11843	10037	4950	14428	247252	8469	111626	137643	143427	299209	114202	246560	101580	112991	101805	445551	11054	4311	216836	12459
2025-06-30	154790568	157113308	0	0	147092344	0	135611372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-07	37617264948	0	0	0	0	0	0	0	0	0	0	0	0	406661480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	238185	264549	458874	4585187	160602	184484	175063	232531	196839	15461	18202	11443	3843	8773	12486	19568	7870	17675	15317	8703	12708	6525	2481	178942	11093	448775	226094	140084	153189	14855	9336	133680	92827	14852	13351	117977	212719	133039	7820	273312
2025-07-21	0	0	0	0	0	0	0	0	0	15526115664	0	6390070183	0	42250571024	0	0	0	0	0	0	0	0	0	0	7182745600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	49990245367	0	0	54301351872	0	0	13893632000	0	0	9017753600	0	7197209557	14416788836	32872857600	0	18035507200	30985420800	0	0	0	28568988448	6234709572	0	0	0	0	9064504140	12163481600	0	0	0	8981431018	6309183757	0	8036661082	0	0	12058624000	0
2025-08-04	0	0	0	75640500784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7546273520	0	0	0	0	0	0	0	0	0
2025-08-11	5060753	0	46385413264	0	0	119052377028	0	8546126	16364114692	0	0	9954351	0	44621156096	4977729	36915124393	0	4994178	41784218554	39488301054	34758122796	822048	0	8178837	4247296	23283640530	7717897050	3332940	7445131	7724056414	6356720	0	0	4977300	6430336644	10531614	0	11896889053	5218742	5216325602
2025-08-18	56901265553	0	0	0	0	0	9594470400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21443379200	0	0	0	0	0	0	0	0	0	0	0	0	0	4246732800	0	0	0
2025-08-25	107259084	0	62809702400	50390536700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28933898042	0	0	0	0	0	0	10960840041	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29847528578	33502003200	0	0	0	0	13946106849	0	0	0	0	0	0	8178892800	0	0	0	0	0	0	0	0	0
2025-09-08	0	0	0	0	0	0	0	0	0	0	9786572188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11275778950	0	0	0	0	0	0	8658640774	0
2025-09-15	5060753	4114568	14618994	19604236	23246024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-22	19296827	25736437	33418920	49681332	31475160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	0	0	0	5840032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	20955927	20166126	25123420	335064212	15737580	4114568	11620304	0	11117255	8603076	4114568	5839783	4114568	9821872	9225025	0	789882	14982534	1024477	10122748	8295500	1644096	4313660	7847017	7236819	7049879	7642609	10780448	15806995	15607782	8560956	4114568	11505026	14861657	9670412	14845274	4114568	16053570	4114568	3551202
2025-10-13	27550583	0	14618994	22750200	31607888	21267260	0	12196146	11249983	16591000	11690944	18448694	20225014	5014461	13273229	18860250	5103542	13886954	2048954	1760884	11532528	5069344	9634462	15444643	10359070	17167797	3528041	3332940	12488795	15673318	20942576	4114568	16150506	20100534	13301700	10597978	25658712	11806274	5218742	8162772
2025-10-20	5072745	5835767	10504426	11375100	0	14814562	0	3834282	4512752	4114568	0	0	5964757	15415579208	0	5249193	5037178	4114568	4380024	0	4446388	8627320	5188074	3732449	3122251	2935311	0	4114568	3330563	4645480	0	11141374	4180932	10680725	0	10531614	4711844	8424969	0	4114568
2025-10-27	38161292	10016699	52749758	62489584	58968480	40461846	32272716	319343658	31926224	18931616	24504636	24819638	16508630	14147919	27409619	28091283	6291608	17404246	17702528	14524958	15433196	17744868	24125178	23291660	11550479	27882991	15096875	22342524	10908422	27499180	44421208	37804146	35552848	46837468	41564200	43805818	35335778	31436982	17586460	23727314
2025-11-03	60759230	88155106	105006432	102295332	67197616	101578286	45107384	165208944	63849878	56016356	40243784	15981021304	50181527	34413713	45130094	84997416	18211184	47766350	20804976	17891812	46170698	33259040	46845030	43997228	43676941	72857304	68308184	43328288	55923391	47818806	64022280	74862732	67347002	62686827	39430384	42524640	103310566	40462486	65489912	39092764
2025-11-10	60508871	57719620	86007414	71581452	79086084	125433742	42565740	47095824	84258093	54646956	37051936	50501759	55639381	31862678	52098314	46885169	20414168	65238108	27001818	18422724	25014562	38512472	25674914	48940294	33128208	29976049	50920816	40703208	49448994	56711582	54612816	48929964	46617380	45705401	43061672	43652828	66225168	47832149	56198952	41416960
2025-11-17	31905987	15325819	37998036	42818984	28811288	38389172	30155672	21074092	22367238	26273776	29487376	41211297	26787047	11704838	23295051	38384140	9808900	18549312	10278090	33120112	18884124	8423900	19069832	26957745	30536869	23472377	27982240	42030488	25732320	36790140	52621896	41653258	12410068	30379196	31580700	31661206	43287380	31639333	39101054	21768848
2025-11-24	42922411	45318082	60827252	67135064	100379616	32150956	31078164	44220298	42977115	35805948	49778440	47249923	40274945	55915649	30595091	35185794	24820136	65966964	22887250	29204636	28812946	40411348	44288152	23193166	53034265	50497820	57458605	56151280	63741980	58319137	35078108	31374616	71172060	56464127	42416764	47900124	90899670	40070820	37158162	37464662
2025-12-01	27243418	47636557	35627846	27262952	58115060	59258248	45107384	39862148	29303561	27028024	48085616	26213033	22953941	20290568	40881940	33134947	17712702	41840796	12032571	15051394	27245988	19429648	16571364	19559211	27149162	12476432	21754773	22939800	21816844	34096277	33849400	21950928	46943492	22290546	31049788	41018530	50110794	20101774	26962120	21369208
2025-12-08	23327942	24214330	53940392	32611580	54787548	33334092	6649608	8361864	54293462	15581946532	23979164	20240522	25335042	42355327614	29400539	25907708	1579764	23899930	12497119	10189112	7683416	22625796	11316926	16872521	8420269914	18280690	12487181	11562076	7445131	42922689	18455760	39853652	57828410	32373995	16667532	27546638	39118526	23612548	28464478	23097584
2025-12-15	50726920	47520953	50377778	18382828	111835708	70032048	30214536	47004172	59556480	27492572	28154656	7150948690	44150406	39577718	25218749	52718764	36142436	32621662	25541810	21900120	36695454	21962156	20472196298	37826435	46862413	31834241	35083188	41683928	38233478	27779455	70819856	61928526	48869270	41465863	39434484	38329284	9734876042	56134167	18732984	9434190278
2025-12-22	0	106665778167	106456123626	0	0	253622358430	0	34249056682	28898891523	0	0	0	23806653397	0	0	86735181993	0	0	81419366877	0	74440991314	55202818848	0	21653140449	17825125451	0	22704891241	0	0	0	0	19664386950	0	0	22824822404	17631131482	20085055054	0	16798511542	0
2025-12-29	5265553	6040567	21418452	16225380	4114568	4114568	7873592	12431274	11521147	11167028	3788188	10020715	0	0	4977729	4114568	0	0	1024477	880442	4114568	21953295936	1007142	4313660	7236819	2935311	4114568	0	0	0	6356720	11683702	7774627638	0	0	8153991002	12143950	0	0	3416666082
2026-01-05	57917029	39358181	106578468	32185304	74742412	123527599186	23156228	35456836	51898431	28149844	28292824	42538826	42831129	16084862	37015049079	36110972614	17101369606	14163580	26064392	21440048	33642710	28348104	16571364	8361864	35119128	26060573	20583589	27054368	25931412	25668049	35594796	49260278	47638026	31249686	39699940	30232876	52424250	19833059	22008834	35374924
2026-01-12	0	0	0	0	47758490212	0	0	0	10485760	17024399868	0	7676889980	2951513164	16311155476	0	3432359572	0	0	0	14240270164	0	5840462088	11266391588	0	2729548196	0	0	0	0	0	0	0	0	0	5347325300	0	31457280	0	4522573204	0
2026-01-19	38884870649	10287863	19469274	40215348	40742488	21676860	7151723716	16795086128	13527378005	10437024	23973724	14201647	26256135	25707642	23095530	14008413	9284474	8229136	10278090	3521768	7351596	5069344	9634462	28623612	15336370	13053229	7775337	19739588	11239173777	34096277	10604016	18921016	26202454	17246882	9025504	26118308	44593960	9572436932	29369560	5141220500
2026-01-26	28405819	44519778558	48254794648	30328762000	32626180	42204434	26251612	28488616	25604301	27426208	5456229272	20904162	22075203	17557257	14933187	9423688	9350838	24911286668	18507226	21967495022	33708504500	3288192	6128852	9637806877	10624526	10664726949	39274869	8000147504	15806995	10107919336	23251092	36979300	36971768	8055452603	20214972	37503808	24287900	25875442	13447878	16127908
2026-02-02	19977591	18516999	14823794	4380024	16412636	19399386	7541772	20105546	18861362	11722184	12481872	25881213	10212053	28450904027	8494592	5249193	5037178	9783556	28036683782	11600466	5799446	1644096	6261580	8051817	7834095	13487449	9660029651	19341404	10908422	13975743	6847305064	6355170318	11897502	19698471	17958596	14784618	27870894	7960421	7496232190	10653606
2026-02-09	10110125	50083687	10709226	37693516	32958000	10838430	7608136	3936682	18396814	11390364	5375484	20041430	8560956	10033351	17653253	9496489	10074356	13585462	2048954	7636336	14094946	13364844	2014284	3937249	9366753	2935311	15683402	7580236	11306606	11493214	19496792	18589196	3981840	13132314	9875212	19666446	20438788	8026785	8295500	4645480
2026-02-16	905506	15620350	40149194	37860044	19444652	10838430	7541772	0	28455477	12123944	8702164	4114568	5964757	10232443	9092297	14871973	5634454	10399990	1024477	0	7550688	0	9501734	4380024	4180932	5870622	3528041	7712964	7445131	15873238	15183132	14341900	4579116	4114568	5760644	0	4247296	4778208	0	7533042
2026-02-23	10531106	8295500	4910936	15694468	28777068	30105088	3427204	15990978	15967535	14328256	12343704	9954351	9392853	16881230	14933187	5249193	4380024	13898124	5139045	1760884	5865810	9449368	6792492	4180932	7236819	7049879	11635198	11908636	18353553	14108471	16828008	14341900	16078434	4313660	16462732	10935506	15793308	8026785	38219986	0
2026-03-02	0	0	13577870	0	0	0	0	0	0	0	7493156	4114568	0	0	4158529	0	0	0	0	0	0	0	5121710	0	7032019	2730511	0	0	3125763	0	0	0	0	5542157	0	0	0	0	0	3141602
2026-03-09	25952256	0	0	9941500	4645480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3538653	0	0
2026-03-16	2046054940	10257535	4247296	8361864	24912936	1460008	4180932	11987932	0	11456728	7969120	14599831	9290960	6383331	4977729	14612954	1327280	4114568	1024477	880442	1618514	2322740	13694348	4667253	4180932	2935311	0	10780448	20319747	0	0	25693782	11432954	0	10352784	14305516	16325544	4114568	5218742	27409788
2026-03-23	4180932	0	25043850	16875816	461412	3056030	3427204	0	0	0	4645480	0	0	0	4977729	4114568	0	4180932	0	0	0	0	5785350	4114568	0	0	3528041	0	3330563	0	0	0	7185658	0	0	0	0	0	1260916	3551202
