week_start	derivatives/sub-M489/ses-2024+08+05/sub-M489_ses-2024-08-05_ecephys.nwb	derivatives/sub-M489/ses-2024+08+08/sub-M489_ses-2024-08-08_ecephys.nwb	derivatives/sub-M509/ses-2024+09+10/sub-M509_ses-2024-09-10_ecephys.nwb	derivatives/sub-M509/ses-2024+09+11/sub-M509_ses-2024-09-11_ecephys.nwb	derivatives/sub-M509/ses-2024+09+12/sub-M509_ses-2024-09-12_ecephys.nwb	derivatives/sub-M511/ses-2024+11+11/sub-M511_ses-2024-11-11_ecephys.nwb	derivatives/sub-M511/ses-2024+11+12/sub-M511_ses-2024-11-12_ecephys.nwb	derivatives/sub-M511/ses-2024+11+13/sub-M511_ses-2024-11-13_ecephys.nwb	derivatives/sub-M511/ses-2024+11+14/sub-M511_ses-2024-11-14_ecephys.nwb	derivatives/sub-M511/ses-2024+11+15/sub-M511_ses-2024-11-15_ecephys.nwb	derivatives/sub-M511/ses-2024+11+16/sub-M511_ses-2024-11-16_ecephys.nwb	derivatives/sub-M536/ses-2025+04+10/sub-M536_ses-2025-04-10_ecephys.nwb	derivatives/sub-M536/ses-2025+04+11/sub-M536_ses-2025-04-11_ecephys.nwb	derivatives/sub-M536/ses-2025+04+12/sub-M536_ses-2025-04-12_ecephys.nwb	derivatives/sub-M536/ses-2025+04+13/sub-M536_ses-2025-04-13_ecephys.nwb	derivatives/sub-M536/ses-2025+04+14/sub-M536_ses-2025-04-14_ecephys.nwb	derivatives/sub-M536/ses-2025+04+15/sub-M536_ses-2025-04-15_ecephys.nwb	derivatives/sub-M537/ses-2025+04+10/sub-M537_ses-2025-04-10_ecephys.nwb	derivatives/sub-M537/ses-2025+04+11/sub-M537_ses-2025-04-11_ecephys.nwb	derivatives/sub-M537/ses-2025+04+12/sub-M537_ses-2025-04-12_ecephys.nwb	derivatives/sub-M537/ses-2025+04+13/sub-M537_ses-2025-04-13_ecephys.nwb	derivatives/sub-M537/ses-2025+04+14/sub-M537_ses-2025-04-14_ecephys.nwb	derivatives/sub-M537/ses-2025+04+15/sub-M537_ses-2025-04-15_ecephys.nwb	derivatives/sub-M540/ses-2024+08+16/sub-M540_ses-2024-08-16_ecephys.nwb	derivatives/sub-M540/ses-2024+08+19/sub-M540_ses-2024-08-19_ecephys.nwb	derivatives/sub-M540/ses-2024+08+20/sub-M540_ses-2024-08-20_ecephys.nwb	derivatives/sub-M540/ses-2024+08+21/sub-M540_ses-2024-08-21_ecephys.nwb	derivatives/sub-M540/ses-2024+08+22/sub-M540_ses-2024-08-22_ecephys.nwb	derivatives/sub-M541/ses-2024+08+31/sub-M541_ses-2024-08-31_ecephys.nwb	derivatives/sub-M541/ses-2024+09+01/sub-M541_ses-2024-09-01_ecephys.nwb	derivatives/sub-M541/ses-2024+09+02/sub-M541_ses-2024-09-02_ecephys.nwb	derivatives/sub-M541/ses-2024+09+03/sub-M541_ses-2024-09-03_ecephys.nwb	derivatives/sub-M541/ses-2024+09+04/sub-M541_ses-2024-09-04_ecephys.nwb	derivatives/sub-M542/ses-2024+11+04/sub-M542_ses-2024-11-04_ecephys.nwb	derivatives/sub-M542/ses-2024+11+05/sub-M542_ses-2024-11-05_ecephys.nwb	derivatives/sub-M542/ses-2024+11+06/sub-M542_ses-2024-11-06_ecephys.nwb	derivatives/sub-M542/ses-2024+11+07/sub-M542_ses-2024-11-07_ecephys.nwb	derivatives/sub-M588/ses-2025+06+26/sub-M588_ses-2025-06-26_ecephys.nwb	derivatives/sub-M588/ses-2025+06+28/sub-M588_ses-2025-06-28_ecephys.nwb	derivatives/sub-M588/ses-2025+06+29/sub-M588_ses-2025-06-29_ecephys.nwb	derivatives/sub-M601/ses-2025+06+18/sub-M601_ses-2025-06-18_ecephys.nwb	derivatives/sub-M601/ses-2025+06+19/sub-M601_ses-2025-06-19_ecephys.nwb	derivatives/sub-M601/ses-2025+06+20/sub-M601_ses-2025-06-20_ecephys.nwb	derivatives/sub-M601/ses-2025+06+21/sub-M601_ses-2025-06-21_ecephys.nwb	sourcedata/sub-M489/ses-2024+08+05/sub-M489_ses-2024-08-05_ecephys.nwb	sourcedata/sub-M489/ses-2024+08+08/sub-M489_ses-2024-08-08_ecephys.nwb	sourcedata/sub-M509/ses-2024+09+10/sub-M509_ses-2024-09-10_ecephys.nwb	sourcedata/sub-M509/ses-2024+09+11/sub-M509_ses-2024-09-11_ecephys.nwb	sourcedata/sub-M509/ses-2024+09+12/sub-M509_ses-2024-09-12_ecephys.nwb	sourcedata/sub-M511/ses-2024+11+11/sub-M511_ses-2024-11-11_ecephys.nwb	sourcedata/sub-M511/ses-2024+11+12/sub-M511_ses-2024-11-12_ecephys.nwb	sourcedata/sub-M511/ses-2024+11+13/sub-M511_ses-2024-11-13_ecephys.nwb	sourcedata/sub-M511/ses-2024+11+14/sub-M511_ses-2024-11-14_ecephys.nwb	sourcedata/sub-M511/ses-2024+11+15/sub-M511_ses-2024-11-15_ecephys.nwb	sourcedata/sub-M511/ses-2024+11+16/sub-M511_ses-2024-11-16_ecephys.nwb	sourcedata/sub-M536/ses-2025+04+10/sub-M536_ses-2025-04-10_ecephys.nwb	sourcedata/sub-M536/ses-2025+04+11/sub-M536_ses-2025-04-11_ecephys.nwb	sourcedata/sub-M536/ses-2025+04+12/sub-M536_ses-2025-04-12_ecephys.nwb	sourcedata/sub-M536/ses-2025+04+13/sub-M536_ses-2025-04-13_ecephys.nwb	sourcedata/sub-M536/ses-2025+04+14/sub-M536_ses-2025-04-14_ecephys.nwb	sourcedata/sub-M536/ses-2025+04+15/sub-M536_ses-2025-04-15_ecephys.nwb	sourcedata/sub-M537/ses-2025+04+10/sub-M537_ses-2025-04-10_ecephys.nwb	sourcedata/sub-M537/ses-2025+04+11/sub-M537_ses-2025-04-11_ecephys.nwb	sourcedata/sub-M537/ses-2025+04+12/sub-M537_ses-2025-04-12_ecephys.nwb	sourcedata/sub-M537/ses-2025+04+13/sub-M537_ses-2025-04-13_ecephys.nwb	sourcedata/sub-M537/ses-2025+04+14/sub-M537_ses-2025-04-14_ecephys.nwb	sourcedata/sub-M537/ses-2025+04+15/sub-M537_ses-2025-04-15_ecephys.nwb	sourcedata/sub-M540/ses-2024+08+16/sub-M540_ses-2024-08-16_ecephys.nwb	sourcedata/sub-M540/ses-2024+08+19/sub-M540_ses-2024-08-19_ecephys.nwb	sourcedata/sub-M540/ses-2024+08+20/sub-M540_ses-2024-08-20_ecephys.nwb	sourcedata/sub-M540/ses-2024+08+21/sub-M540_ses-2024-08-21_ecephys.nwb	sourcedata/sub-M540/ses-2024+08+22/sub-M540_ses-2024-08-22_ecephys.nwb	sourcedata/sub-M541/ses-2024+08+31/ecephys/sub-M541_ses-2024+08+31_ecephys.nwb	sourcedata/sub-M541/ses-2024+08+31/sub-M541_ses-2024-08-31_ecephys.nwb	sourcedata/sub-M541/ses-2024+09+01/sub-M541_ses-2024-09-01_ecephys.nwb	sourcedata/sub-M541/ses-2024+09+02/sub-M541_ses-2024-09-02_ecephys.nwb	sourcedata/sub-M541/ses-2024+09+03/sub-M541_ses-2024-09-03_ecephys.nwb	sourcedata/sub-M541/ses-2024+09+04/sub-M541_ses-2024-09-04_ecephys.nwb	sourcedata/sub-M542/ses-2024+11+04/sub-M542_ses-2024-11-04_ecephys.nwb	sourcedata/sub-M542/ses-2024+11+05/sub-M542_ses-2024-11-05_ecephys.nwb	sourcedata/sub-M542/ses-2024+11+06/sub-M542_ses-2024-11-06_ecephys.nwb	sourcedata/sub-M542/ses-2024+11+07/sub-M542_ses-2024-11-07_ecephys.nwb	sourcedata/sub-M588/ses-2025+06+26/sub-M588_ses-2025-06-26_ecephys.nwb	sourcedata/sub-M588/ses-2025+06+28/sub-M588_ses-2025-06-28_ecephys.nwb	sourcedata/sub-M588/ses-2025+06+29/sub-M588_ses-2025-06-29_ecephys.nwb	sourcedata/sub-M601/ses-2025+06+18/sub-M601_ses-2025-06-18_ecephys.nwb	sourcedata/sub-M601/ses-2025+06+19/sub-M601_ses-2025-06-19_ecephys.nwb	sourcedata/sub-M601/ses-2025+06+20/sub-M601_ses-2025-06-20_ecephys.nwb	sourcedata/sub-M601/ses-2025+06+21/sub-M601_ses-2025-06-21_ecephys.nwb
2026-02-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116227300132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-16	82334882	79886104	182968360	60284401	33020519	56362175	25331714	15073544	22747379	13698116	30547732	43115031	48398558	61540432	13569977	14431755	94255476	26214758	51705980	22563214	54906038	48591303	26303448	19946633	31331562	24025764	31677904	29295360	28684430	16561829	46565180	23246683	48149513	51121147	12333794	24364473	6343676	18109708	21890410	9420846	92875051	22280186	29891185	30790306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96909102338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	23602174	13682222	17040356	21087673	17748671	15270274	8516040	6026892	10781708	14915140	10265259	20588691	9243106	9464162	8188500	8385024	8319516	23919200	12704656	8385024	4858741	8254008	5502672	17855659	8970239	19350556	20868483	15027152	12563799	17393795	5339192	8319516	18061799	8319516	12839568	8497579	10739868	4127004	9476002	5699196	13023993	8385024	8450532	12550317	82509312095	94849126682	246429529488	236597449272	222142558666	161466794556	184339790024	182878119058	216087966801	163449966722	182393166184	181418470406	201302282606	199995899704	201322764672	175148606230	202696174642	180660008860	224263148010	196627580200	210474373891	192480604756	190818358168	0	0	0	0	0	179277510706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-02	4258020	5362706	5403334	4323528	4258020	0	0	0	5652886	5361314	0	0	0	0	5406565	5346939	0	0	0	5241182	0	5371656	0	0	0	0	0	5089780	1230915	0	0	0	0	0	0	0	1210176	0	0	4192512	0	651114	0	0	28812146	0	0	0	0	1869772	5689247	0	0	0	0	0	1735290	0	0	0	4127004	5367376	5985499	6885436	6162625	6098571	5526452	75221308656	76357595606	169410952478	166279299310	155059150000	0	206438865288	215177737422	204727936042	198472597430	211522528120	181521560158	166878510288	172754993152	165266869856	234836839140	165729789610	160626350844	166716810494	188252585328	158827768840	180008753048
2026-03-09	5640940	666414	5456862	5554309	4127004	1629105	8319516	5202668	5123487	0	1054085	4192512	1366042	4127004	4127004	1523095	1321092	1281866	0	4454544	8543825	1341611	5788804	5147107	9363287	4061496	5150771	4841808	5501279	1619075	0	11722386	5701435	1512901	9680457	4192512	0	4323528	0	3325018	1441610	0	5338969	1074269	4127004	4127004	188861441772	36356940	7551317	2926540	4127004	4061496	0	0	2683814	6796414	6685590	4323528	6901140	7254098	0	4127004	2460859	4716576	2777221	2573707	2169552	4192512	6123541	0	7467912	4192512	0	0	3210839	3404165	2006362	4127004	4585560	2949436	4454544	3262884	0	9977635	4127004	6717085	2609520	9946964	0
2026-03-16	31011690	0	0	0	0	0	0	0	4585560	0	10939836	0	18145716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7729944	15263364	18473256	22272720	11398392	0	16704540	7324857	0	5725088	0	0	0	0	7402404	0	12372154	11870402	0	11922456	0	0	0	0	0	0	0	8647056	0	0	0	11594916	0	0	0	0	10939836	19652400	15328872	0	0	0	0	10350264	0	0	0	0	0	0	0	0	0	0	0	0	7467912	0	12577536	0	0	0
2026-03-23	5395320	0	0	0	307200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11935910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1879392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-30	13470270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-04-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305251040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-04-20	851604	851604	0	0	0	0	0	9760692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7283055	0	0	0	0	0	0	12643044	0	0	0	0	0	0	0	0	0	0	0	0	12372154	2528785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16770048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
