region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	324679157969	39767	99	7
USA/NY	23961158037	2908	2848	4
USA/IL	279124420	137	137	0
USA/CA	41712389	8	8	0
USA/VA	3277431313	220	177	1
AWS/us-east-1	1790	10	0	5
GCP/us-central1	710720602	83	83	0
VPN	79866	6	6	0
