region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	17271074574402	555267	34	196
NLD	16788228665920	767924	10	24
USA/MA	44095521004874	1053104	106	155
USA/NY	647588646150	59786	94	41
VPN	11943376552466	26661	300	246
AWS/us-east-1	39103018034210	4661829	123	211
USA	7582848598453	197544	6	30
HKG	1211997627844	144501	5	6
USA/IN	23911093083	3517	125	46
GitHub	1818168162448	550603	322	1206
AWS/ap-southeast-1	618784856	96	96	0
USA/VA	1489580093171	88055	249	62
USA/PA	5797386238786	50752	212	44
USA/CA	16589861383386	108481	450	53
GCP/us-east1	4897878452	1178	36	14
GBR/ENG	1362424822459	3657	52	34
CAN/QC	4210175056413	378	1	34
CHN/SH	213369974751	15	0	15
USA/MD	635449781121	5251	21	12
ITA	130775903	270	13	12
NOR/50	605761997	127	0	7
AUT/9	127983584419	97	12	32
AWS/us-west-2	128857944	375	18	12
GCP/us-west1	106766829985	173	1	1
AWS/us-east-2	10537267333940	5403582	52	282
GCP/europe-southwest1	30536832586	8052	242	8
MEX/CMX	961731354495	5644	63	43
FRA/IDF	89407014	467	26	13
USA/NJ	18166028048	654	11	7
DZA/13	4258020	1	1	0
COL/SAN	471445062	202	0	12
USA/GA	3033366467	1030	0	36
USA/IL	2016908401	377	12	70
CAN/BC	52897446127	9937	3	13
USA/TN	639469059728	13873	88	25
USA/MN	22373224123	4232	0	1
bogon	1657144911693	53174	209	16
GCP/us-central1	3081179655	544	1	3
PRT	131330	6	0	1
SWE/AB	400282259443	1217	2	4
ESP/MD	179884129	31	3	1
GCP/europe-west3	481215721	92	0	1
GCP/us-east4	9478320410	1810	0	10
AWS/eu-north-1	2258552041	429	0	1
GCP/us-west4	947832041	181	0	1
GCP/europe-west4	1895664082	362	0	2
GCP/us-west3	947832041	181	0	1
ALB/11	80592544	18	2	1
GCP/europe-west1	947832041	181	0	1
GCP/europe-west2	811517161	155	0	1
ARG/B	51489288	3	3	0
KOR/30	6072034526554	807	45	42
DEU/BW	1440136480	12	7	1
JPN/13	48977225	15	2	1
USA/MO	2941559476	1	1	0
FRA/GES	16245984	1	1	0
SGP	9463496328	1782	1	22
CAN/ON	394413317953	44	14	1
USA/VT	8247671	922	0	2
USA/MI	422868123111	1	1	0
AWS/eu-central-1	45444076	3	3	0
AUT/5	24041436	2	2	0
TWN/TPE	10448626032137	27	25	2
PRT/11	63992660	3	3	0
ITA/21	2322740	1	1	0
COL/DC	1899732	1	1	0
ZAF/LP	1113636	1	1	0
BRA/SP	3864972	1	1	0
VNM/SG	44752900	2	2	0
IDN/JK	12970584	1	1	0
CRI/SJ	2161764	1	1	0
NPL/P3	15918444	1	1	0
NZL/HKB	25548120	2	2	0
NOR/42	460705753	15	4	1
TUR	951306986750	6	2	2
USA/WA	83806417	90	4	3
USA/OH	2992015724	2	2	0
USA/NC	5382609952	11	3	1
PHL/00	2096256	1	1	0
ZAF/WC	917112	1	1	0
DOM/01	7009356	1	1	0
USA/TX	178153324	65	8	2
ARE/DU	1048128	1	1	0
BRA/MG	1768716	1	1	0
BGD	7729944	1	1	0
BOL/L	7991976	1	1	0
VNM/49	10153740	1	1	0
SYC	8450532	1	1	0
VEN/A	1113636	1	1	0
RUS/KDA	1	1	0	1
VNM/22	7467912	1	1	0
IRQ/BG	6616308	1	1	0
CHN/BJ	1636640	7	1	1
VNM/HN	1048128	1	1	0
USA/RI	115811947	23	0	1
USA/DC	55808548	27	6	2
HUN/GS	428956046220	3	3	0
RUS	106813061	12	12	0
HUN/BU	36972588	15	3	1
JPN/47	7577844924	1	1	0
CHL/RM	862732	1	1	0
AUS/QLD	38822940	1	1	0
USA/NH	62355	8	0	1
USA/FL	394271240437	76	9	2
KAZ/75	862732	1	1	0
NOR/03	20228	6	0	1
USA/CT	26355216068	16483	33	4
CHE/VD	897781285	87	3	1
CHE/LU	2243459	10	1	1
NZL/AUK	10874328	1	1	0
ITA/34	20307480	1	1	0
