region	bytes_sent
AWS/us-east-1	39098267641297
TW/Taiwan	10599192997053
AWS/us-east-2	9852438286916
KR/Seoul	6072015922282
US/Massachusetts	5867005892261
US/California	5866143400259
US/Pennsylvania	5795355075310
CN/Shanghai	3579017076948
VPN	2877108795999
HK/Hong Kong	1211879009250
US/Tennessee	576690863449
US/Virginia	497682620743
CA/British Columbia	438281710423
HU/Győr-Moson-Sopron	428956046220
US/Michigan	422868123111
GB/England	415345437493
CA/Ontario	394360842872
US/Florida	394271240437
GitHub	47184911315
JP/Osaka	7577844924
US/North Carolina	5295025756
US/Maryland	1675695926
DE/Baden-Wurttemberg	1374890512
US/Indiana	850222991
US/New York	745157706
CA/Quebec	583852142
US/New Jersey	333719679
AWS/ap-southeast-1	198030684
US/Texas	178153324
CN/Beijing	157402382
US/Rhode Island	115811947
RU/Moscow	71435009
US/District of Columbia	55808548
PT/Lisbon	52070204
AWS/eu-central-1	45444076
AU/Queensland	38822940
HU/Budapest	36972588
NZ/Bay of Plenty	25548120
AT/Salzburg	24041436
IT/Veneto	20307480
SG/Singapore	11856948
