region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	97869498451	11710	0	75
GitHub	54024050218	275057	394	325
VPN	16377580159	65313	77	118
USA/IL	320221445	1668	2	2
ITA/25	2335500341	12234	157	149
USA	86564152849	64	64	0
USA/MI	9665412664	13	12	1
ISR/TA	1817708714	336	0	1
ISR/M	1384316398	299	0	2
USA/DC	247594317	1186	1	1
USA/CA	64	8	0	1
USA/MA	4087175316	551	0	8
MEX/CMX	2163257	9	1	1
FRA/IDF	15054767	25	3	3
CHN/HB	8388616	1	0	1
