date	bytes_sent	number_of_requests	number_of_downloads
2026-05-27	412304381120	52320	1040
2026-06-01	8516040	<50	<50
2026-06-02	12438	<50	<50
2026-06-19	35292342388	1060	<50
2026-06-20	109617504672	3240	<50
2026-06-22	120703104841	3600	<50
2026-06-23	39475666317	1120	<50
2026-06-24	41726412403	1280	<50
2026-06-25	36561769854	1160	<50
2026-06-26	6440983564	4080	4080
2026-06-29	31727240035	1120	1120
2026-06-30	352561388	<50	<50
2026-07-09	5485447030	3960	3960
2026-07-11	266687456	<50	<50
2026-07-16	351057280	<50	<50
2026-07-17	67923431	<50	<50
2026-07-24	12791	<50	<50
