region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	412301300539	52323	1045	5307
USA/MA	383376800475	11420	0	5869
AWS/ap-southeast-1	11926430594	8049	8049	0
AWS/us-east-2	31727227635	1111	1111	0
AWS/ap-south-1	266687456	12	12	0
IND	8	1	0	1
USA/NY	203831936	47	47	0
USA/WA	71027536	10	10	0
ITA/42	1705	2	2	0
USA/VA	14618	5	5	0
USA/SC	23570655	18	18	0
USA/IL	29796	7	7	0
CAN/BC	12170	1	1	0
USA/CO	351057280	2	2	0
GBR/ENG	352561388	2	2	0
CZE/10	8516040	1	1	0
