region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	108641736	20	14	2
USA/MA	517006036	122	4	88
AWS/ap-southeast-1	287261908	89	89	0
VPN	2230213141	1355	354	69
USA/NC	228828912	44	44	0
CHN	438295201	84	59	6
GH-actions	2672719320	9829	394	299
CAN/ON	274229304	44	44	0
AWS/us-east-1	636808828	139	129	5
MEX/CMX	149854480	543	74	54
PHL/40	6052400	1	1	0
AWS/us-east-2	38942400	6	6	0
RUS	569223572	2984	88	88
AWS/us-west-2	16850448	3	3	0
BRA/GO	5399024	1	1	0
USA/MD	83760752	136	17	7
IDN/JB	5726040	1	1	0
MEX/CHP	5726040	1	1	0
BRA/RS	5726040	1	1	0
VEN/A	1703208	1	1	0
VNM/SG	6447152	2	2	0
OMN/MA	4716576	1	1	0
NPL/P3	4651068	1	1	0
USA/CA	213498536	60	35	5
VNM/HN	11451424	2	2	0
VNM	5399024	1	1	0
MEX/MEX	5399024	1	1	0
GCP/us-central1	37466768	7	7	0
USA/VT	219729644	574	26	6
USA/TN	5399024	2	0	1
GCP/asia-south1	8034860	35	2	2
FRA/IDF	9450404	15	3	3
RUS/MOW	23178144	122	4	4
USA/NH	2129088856	5952	248	190
USA/IL	10639800	56	2	2
EST/37	3761560	1	1	0
CHE/VD	5466144	22	2	1
SGP	3851184	14	2	2
BGD	5399024	1	1	0
BRA/BA	5399024	1	1	0
IRQ	2358288	1	1	0
VNM/26	5399024	1	1	0
UZB/SA	5399024	1	1	0
IND/PB	851604	1	1	0
VNM/20	5399024	1	1	0
BGD/C	1768716	1	1	0
IRQ/KA	1375668	1	1	0
BRA/SP	5399024	1	1	0
ECU/A	1703208	1	1	0
PSE/NBS	5399024	1	1	0
COL/ANT	2751336	1	1	0
VNM/69	1375668	1	1	0
