region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	1549649655964	184740	0	11
VPN	60452924	223	22	22
GitHub	62770068	333	39	29
JPN/26	378607600	84	12	10
JPN/11	427964704	112	0	10
ITA/25	4639877220	1892	8	10
USA/CA	4323528	1	1	0
USA/MA	2349589064	54	0	4
USA/IL	2604468	14	2	2
ISR/TA	1710313528	432	10	2
MEX/CMX	1953176	7	2	2
FRA/IDF	9588996	9	3	3
CAN/BC	4073228	8	1	1
JPN/13	786432	1	0	1
