asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-2763/sub-2763_ses-20200828T161323_ecephys+ophys.nwb	122180241268	83928	114	76
sub-2282/sub-2282_ses-20190914T170145_ecephys+ophys.nwb	114323093146	55555	106	66
sub-2282/sub-2282_ses-20190914T151231_ecephys+ophys.nwb	120272123336	34854	98	69
sub-2282/sub-2282_ses-20190914T162358_ecephys+ophys.nwb	134664664475	9549	100	68
sub-2282/sub-2282_ses-20190914T164312_ecephys+ophys.nwb	100317179351	27673	85	62
sub-2615/sub-2615_ses-20201007T162625_ecephys+ophys.nwb	116398312247	57124	104	73
sub-2610/sub-2610_ses-20201005T153308_ecephys+ophys.nwb	128353395273	44240	94	65
sub-3278/sub-3278_ses-20210614T151114_ecephys+ophys.nwb	127118640757	35354	100	67
sub-3112/sub-3112_ses-20210227T185041_ecephys+ophys.nwb	124204912182	123060	91	66
sub-2765/sub-2765_ses-20200814T153629_ecephys+ophys.nwb	101752104126	56175	101	68
sub-2763/sub-2763_ses-20200828T163435_ecephys+ophys.nwb	92930118759	20543	96	71
sub-3445/sub-3445_ses-20210814T223214_ecephys+ophys.nwb	121638564958	24535	91	65
sub-2748/sub-2748_ses-20200928T173432_ecephys+ophys.nwb	105605033128	46822	134	99
sub-3445/sub-3445_ses-20210814T223641_ecephys+ophys.nwb	132133725166	95446	118	65
sub-2282/sub-2282_ses-20190914T145458_ecephys+ophys.nwb	268174744475	49073	637	107
sub-3112/sub-3112_ecephys+ophys.nwb	359546878625	159710	374	262
sub-2763/sub-2763_ses-20200828T154656_ecephys+ophys.nwb	101539745135	56638	106	72
sub-3443/sub-3443_ses-20210814T190234_ecephys+ophys.nwb	149800620231	83166	90	68
sub-3443/sub-3443_ses-20210814T193211_ecephys+ophys.nwb	136348519317	56896	96	69
