week_start	sub-RatR1/sub-RatR1_ses-RatR1-00base0_ecephys.nwb	sub-RatR1/sub-RatR1_ses-RatR1-01CA1-stim_ecephys.nwb	sub-RatR1/sub-RatR1_ses-RatR1-02base1_ecephys.nwb	sub-RatR1/sub-RatR1_ses-RatR1-03CA3-stim_ecephys.nwb	sub-RatR1/sub-RatR1_ses-RatR1-04base2_ecephys.nwb	sub-RatR1/sub-RatR1_ses-RatR1-05ANT-stim_ecephys.nwb	sub-RatR1/sub-RatR1_ses-RatR1-06base3_ecephys.nwb	sub-RatR1/sub-RatR1_ses-RatR1-07DG-stim_ecephys.nwb	sub-RatR2/sub-RatR2_ses-RatR2-00base0_ecephys.nwb	sub-RatR2/sub-RatR2_ses-RatR2-01DG-stim_ecephys.nwb	sub-RatR2/sub-RatR2_ses-RatR2-02base1_ecephys.nwb	sub-RatR2/sub-RatR2_ses-RatR2-03ANT-stim_ecephys.nwb	sub-RatR2/sub-RatR2_ses-RatR2-04base2_ecephys.nwb	sub-RatR2/sub-RatR2_ses-RatR2-05CA1-stim_ecephys.nwb	sub-RatR2/sub-RatR2_ses-RatR2-06base3_ecephys.nwb	sub-RatR2/sub-RatR2_ses-RatR2-07CA3-stim_ecephys.nwb	sub-RatR3/sub-RatR3_ses-RatR3-00base0_ecephys.nwb	sub-RatR3/sub-RatR3_ses-RatR3-01CA3-stim_ecephys.nwb	sub-RatR3/sub-RatR3_ses-RatR3-02base1_ecephys.nwb	sub-RatR3/sub-RatR3_ses-RatR3-03ANT-stim_ecephys.nwb	sub-RatR3/sub-RatR3_ses-RatR3-04base2_ecephys.nwb	sub-RatR3/sub-RatR3_ses-RatR3-05DG-stim_ecephys.nwb	sub-RatR3/sub-RatR3_ses-RatR3-06base3_ecephys.nwb	sub-RatR3/sub-RatR3_ses-RatR3-07CA1-stim_ecephys.nwb	sub-RatR4/sub-RatR4_ses-RatR4-00base0_ecephys.nwb	sub-RatR4/sub-RatR4_ses-RatR4-01CA1-stim_ecephys.nwb	sub-RatR4/sub-RatR4_ses-RatR4-02base1_ecephys.nwb	sub-RatR4/sub-RatR4_ses-RatR4-03DG-stim_ecephys.nwb	sub-RatR4/sub-RatR4_ses-RatR4-04base2_ecephys.nwb	sub-RatR4/sub-RatR4_ses-RatR4-05ANT-stim_ecephys.nwb	sub-RatR4/sub-RatR4_ses-RatR4-06base3_ecephys.nwb	sub-RatR4/sub-RatR4_ses-RatR4-07CA3-stim_ecephys.nwb	sub-RatR5/sub-RatR5_ses-RatR5-00base0_ecephys.nwb	sub-RatR5/sub-RatR5_ses-RatR5-01CA1-stim_ecephys.nwb	sub-RatR5/sub-RatR5_ses-RatR5-02base1_ecephys.nwb	sub-RatR5/sub-RatR5_ses-RatR5-03ANT-stim_ecephys.nwb	sub-RatR5/sub-RatR5_ses-RatR5-04base2_ecephys.nwb	sub-RatR5/sub-RatR5_ses-RatR5-05DG-stim_ecephys.nwb	sub-RatR5/sub-RatR5_ses-RatR5-06base3_ecephys.nwb	sub-RatR5/sub-RatR5_ses-RatR5-07CA3-stim_ecephys.nwb	sub-RatR6/sub-RatR6_ses-RatR6-00base0_ecephys.nwb	sub-RatR6/sub-RatR6_ses-RatR6-01ANT-stim_ecephys.nwb	sub-RatR6/sub-RatR6_ses-RatR6-02base1_ecephys.nwb	sub-RatR6/sub-RatR6_ses-RatR6-03DG-stim_ecephys.nwb	sub-RatR6/sub-RatR6_ses-RatR6-04base2_ecephys.nwb	sub-RatR6/sub-RatR6_ses-RatR6-05CA1-stim_ecephys.nwb	sub-RatR6/sub-RatR6_ses-RatR6-06base3_ecephys.nwb	sub-RatR6/sub-RatR6_ses-RatR6-07CA3-stim_ecephys.nwb	sub-RatR7/sub-RatR7_ses-RatR7-00base0_ecephys.nwb	sub-RatR7/sub-RatR7_ses-RatR7-01DG-stim_ecephys.nwb	sub-RatR7/sub-RatR7_ses-RatR7-02base1_ecephys.nwb	sub-RatR7/sub-RatR7_ses-RatR7-03ANT-stim_ecephys.nwb	sub-RatR7/sub-RatR7_ses-RatR7-04base2_ecephys.nwb	sub-RatR7/sub-RatR7_ses-RatR7-05CA1-stim_ecephys.nwb	sub-RatR7/sub-RatR7_ses-RatR7-06base3_ecephys.nwb	sub-RatR7/sub-RatR7_ses-RatR7-07CA3-stim_ecephys.nwb
2026-01-12	0	162982096	58756994	111113846	0	50781964	0	0	0	85249106	0	0	117638089	0	0	0	0	0	0	0	0	0	10485760	45592906	0	143359594	0	0	0	10485760	133661180	115248490	0	0	0	69667657	0	163284888	0	10485760	0	90988988	10485760	103617318	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-19	16057200	7711524	4127004	7889219	9209527	8778072	11528124	11175662	14397110	14998851	36491260	8835582	14782209	5097935	7819935	13430827	7930668	13167108	10881824	6609420	10626952	19734480	9793360	7330736	14829106	12312507	12374307	12315504	10712383	8319516	8568084	19607466	6004670	14123815	101847800	16260231	5208454	4258020	15417321	10391342	5347983	7715764	5610247	8516040	21460584	4258020	4192512	15498230	11053874	11246252	12410805	3355648	4847592	5505574	19793940	511462
2026-01-26	45675776	46110412	21357064	6449841	20341398	1334808	17163096	6917642	10663154	5152469	6006464	35704642	11375793	44793376	50770705	4199260	13938368	33597494	50568586	23510484	21290100	14684840	24696172	11523248	43579953	25824874	35791464	28921451	69615121	17624592	26644926	15261471	21408120	40469231	22273188	7613175	13988798	17682760	20447248	23389185	47746421	14371916	49534887	23271921	13985952	21497525	13946707	48663198	23565902	20814900	18568557	34324508	13561852	30651748	29422612	18762990
2026-02-02	10321380	12362592	1146754	4879447	562471	13781328	21492702	34998401	7816146	1526866	9160984	0	10589697	18384370	9484985	24177638	21341052	8516040	6689312	6897824	31429614	7686532	884272	4127004	5744099	10043561	5456765	2147662	13039742	0	0	10567362	9160087	9931303	14150664	1162057	41644342	10413572	5095435	5064655	3662937	766174	9606235	5753922	13183482	893089	8254008	8516040	42249122	0	20870031	7482652	4980304	10353166	4258020	18936292
2026-02-09	7737684	15294756	6420512	9268483	8488939	4794408	10284114	7179674	9655105	5719378	906976	9461907	11179269	14596595	7819935	6226634	10527752	9667658	9731686	5347524	2176420	5311672	2652816	7330736	14653187	11243542	11110054	10532686	6454363	6294648	11977866	5283681	13287091	13220385	10220184	8906248	7959790	4258020	6129374	5195671	10892490	4893178	18056767	10011942	10514028	5020093	964465	5489089	6664838	9848392	10610322	9931832	8910784	6952554	8657580	13993508
2026-02-16	1805340	13248312	8614680	8974596	42577590	13232616	1637058	5587831	15420410	4890437	5553624	8474938	2335689	5359967	0	2099630	0	5671670	4127004	827472	6303424	0	0	4061496	0	2661994	0	5135327	4523702	1971120	5237274	4127004	4258020	4127004	9695652	5289061	4454544	4061496	5095435	5523211	5675523	4893178	6438410	5753922	0	9147097	964465	1296577	0	0	4520052	4520052	38279952	4716576	5835474	33983948
2026-02-23	4520052	8906364	1146754	0	10006929	6993144	12643044	5915371	5004037	4192512	906976	9396399	8929398	1941862	4323528	11862009	8516040	0	11274872	5347524	5673770	857128	6779820	1601866	2186062	2661994	5587781	4192512	4523702	1971120	1110270	6047310	8254008	2961542	10416708	10840154	5208454	2159564	5226451	937651	8712564	5659352	4258020	9132975	0	7199319	7020399	0	1268917	6660692	5272407	5870336	5440556	0	11408916	511462
2026-03-02	1805340	5437164	4127004	4127004	562471	0	0	0	0	0	4651068	0	0	0	5751029	0	0	4323528	0	4454544	4192512	3799464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1081450	0	0	0	0	0	0	0	0	893089	0	0	0	1266844	0	0	0	5374558	0	0
2026-03-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131016	0	4127004	0	0	6323347	0	0	0	0	0	983088	0	0	0	0	0	0	0	0	0	0	0	0	5358073	4389036	0	0	0	0	0	0	0
2026-03-16	7737684	1194840	15067568	7204082	12654350	6927636	11986680	11306678	5004037	4782084	2403524	4192512	4258020	4716576	5513480	6880027	10635532	22872748	1215646	10170984	6565456	16060508	7074692	4120844	11357182	11243542	1310160	3811065	1703208	9441972	5237274	5742237	4389036	8569317	16312428	22090443	5208454	8909088	16100779	6919418	1220979	2993446	8707749	17545362	9695184	893089	3810507	6537217	8040506	4192512	948879	0	17754364	8319516	8909088	6893440
2026-03-23	4127004	4127004	0	0	4127004	0	0	0	877033	0	0	0	4127004	4127004	0	4520052	0	0	0	4127004	0	0	0	0	0	1330997	0	0	0	0	851604	894645	0	0	0	1162057	589572	0	851604	5064655	0	0	1090195	4651068	0	0	4061496	1296577	0	1113636	0	0	5633688	0	0	6943848
