week_start	sub-BH243/sub-BH243_ses-20210414T170002_ecephys.nwb	sub-BH245/sub-BH245_ses-20210418T161438_ecephys.nwb	sub-BH246/sub-BH246_ses-20210421T144220_ecephys.nwb	sub-BH247/sub-BH247_ses-20210429T162837_ecephys.nwb	sub-BH248/sub-BH248_ses-20210502T155310_ecephys.nwb	sub-BH249/sub-BH249_ses-20210505T142514_ecephys.nwb	sub-BH250/sub-BH250_ses-20210509T165314_ecephys.nwb	sub-BH251/sub-BH251_ses-20210512T143955_ecephys.nwb	sub-BH252/sub-BH252_ses-20210516T164725_ecephys.nwb	sub-BH253/sub-BH253_ses-20210519T154830_ecephys.nwb	sub-BH254/sub-BH254_ses-20210523T193126_ecephys.nwb	sub-BH255/sub-BH255_ses-20210526T132658_ecephys.nwb	sub-BH256/sub-BH256_ses-20210602T162505_ecephys.nwb	sub-BH264/sub-BH264_ses-20210614T162027_ecephys.nwb	sub-BH265/sub-BH265_ses-20210616T154744_ecephys.nwb	sub-BH266/sub-BH266_ses-20210623T162756_ecephys.nwb	sub-BH267/sub-BH267_ses-20210630T142724_ecephys.nwb	sub-BH268/sub-BH268_ses-20210707T144841_ecephys.nwb	sub-BH269/sub-BH269_ses-20210716T141155_ecephys.nwb	sub-BH270/sub-BH270_ses-20210802T150757_ecephys.nwb	sub-BH270/sub-BH270_ses-20210802T154532_ecephys.nwb	sub-BH270/sub-BH270_ses-20210802T170825_ecephys.nwb	sub-BH270/sub-BH270_ses-20210802T175221_ecephys.nwb	sub-BH270/sub-BH270_ses-20210802T201553_ecephys.nwb	sub-BH270/sub-BH270_ses-20210802T204617_ecephys.nwb	sub-BH271/sub-BH271_ses-20210803T163204_ecephys.nwb	sub-BH272/sub-BH272_ses-20210804T145437_ecephys.nwb	sub-BH272/sub-BH272_ses-20210804T153125_ecephys.nwb	sub-BH272/sub-BH272_ses-20210804T164944_ecephys.nwb	sub-BH272/sub-BH272_ses-20210804T172557_ecephys.nwb	sub-BH272/sub-BH272_ses-20210804T190135_ecephys.nwb	sub-BH272/sub-BH272_ses-20210804T193150_ecephys.nwb	sub-BH274/sub-BH274_ses-20210806T150252_ecephys.nwb	sub-BH274/sub-BH274_ses-20210806T154703_ecephys.nwb	sub-BH274/sub-BH274_ses-20210806T170732_ecephys.nwb	sub-BH274/sub-BH274_ses-20210806T174341_ecephys.nwb	sub-BH274/sub-BH274_ses-20210806T190419_ecephys.nwb	sub-BH274/sub-BH274_ses-20210806T193524_ecephys.nwb	sub-BH275/sub-BH275_ses-20210901T160027_ecephys.nwb	sub-BH275/sub-BH275_ses-20210901T163649_ecephys.nwb	sub-BH275/sub-BH275_ses-20210901T175735_ecephys.nwb	sub-BH275/sub-BH275_ses-20210901T183411_ecephys.nwb	sub-BH275/sub-BH275_ses-20210901T194556_ecephys.nwb	sub-BH275/sub-BH275_ses-20210901T202158_ecephys.nwb	sub-BH277/sub-BH277_ses-20210908T150538_ecephys.nwb	sub-BH277/sub-BH277_ses-20210908T154936_ecephys.nwb	sub-BH277/sub-BH277_ses-20210908T173241_ecephys.nwb	sub-BH277/sub-BH277_ses-20210908T180823_ecephys.nwb	sub-BH277/sub-BH277_ses-20210908T192936_ecephys.nwb	sub-BH277/sub-BH277_ses-20210908T200002_ecephys.nwb	sub-BH279/sub-BH279_ecephys.nwb	sub-BH279/sub-BH279_ses-20210922T155117_ecephys.nwb	sub-BH279/sub-BH279_ses-20210922T162828_ecephys.nwb	sub-BH279/sub-BH279_ses-20210922T175828_ecephys.nwb	sub-BH279/sub-BH279_ses-20210922T183423_ecephys.nwb	sub-BH279/sub-BH279_ses-20210922T203805_ecephys.nwb	sub-BH280/sub-BH280_ses-20210925T150737_ecephys.nwb	sub-BH280/sub-BH280_ses-20210925T154326_ecephys.nwb	sub-BH280/sub-BH280_ses-20210925T171407_ecephys.nwb	sub-BH280/sub-BH280_ses-20210925T175546_ecephys.nwb	sub-BH280/sub-BH280_ses-20210925T192628_ecephys.nwb	sub-BH280/sub-BH280_ses-20210925T195658_ecephys.nwb	sub-BH281/sub-BH281_ses-20211001T153140_ecephys.nwb	sub-BH297/sub-BH297_ses-20211012T180912_ecephys.nwb	sub-BH301/sub-BH301_ses-20211103T161306_ecephys.nwb
2024-08-19	0	0	0	0	0	0	0	9891708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	23648388	20176464	21683148	919695068	25875660	22272720	20372988	23910420	22469244	14935824	13298124	13101600	22338228	15459888	19324860	20372988	18211224	4258020	25089564	32754000	14149728	33933144	19128336	34260684	22010688	17687160	22534752	1437265852	22272720	17032080	19979940	18866304	29151060	18145716	16311492	21748656	29478600	28758012	8581548	24434484	23058816	17687160	19455876	20962560	19259352	18473256	15066840	35308812	6550800	31574856	30798820	18407748	21290100	31836888	16770048	25089564	23582880	20962560	877681508	20045448	25744644	8122992	19979940	14935824	6550800
2024-09-02	0	0	797444620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5654993920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1789112208	0	0	0	0	0	3517165528	0	0	0	0	0	0
2024-09-09	724752468	818173672	0	0	0	18400512	0	727308316	0	734451264	740350176	718625832	0	731470748	767876052	0	0	8057484	22037760	0	0	0	0	729370124	0	0	725670084	25969920	0	0	10350264	0	0	0	0	0	29213952	0	0	0	869062292	0	0	1775546844	485549880	2018612608	790735040	0	749318220	0	58624512	0	0	728093908	0	0	0	0	0	0	0	0	0	0	0
2024-09-16	5056116	5213956	5252640	4493368	6851684	7572272	5050200	7539504	7473996	10421856	5050200	6851684	5449164	6851656	5056116	7086864	7473996	7283388	7348896	7048180	5377740	12714636	11694600	7375720	7211964	5279492	7545420	18625856	17316256	14493244	15081920	12061796	12419864	7113688	10127084	6949932	5410480	7441228	7113716	7473996	4990608	7506764	7244704	7473996	7936392	10427772	14492320	15671856	7211964	7310240	21836392	15999620	17250636	11806352	14493272	14033652	17179492	11025864	15213412	14493216	6851656	4919184	7375720	7179196	5476016
2024-09-23	16925952	27247872	27936000	28820736	21546240	18400512	22627584	24200448	21447936	26559744	17515776	21153024	25183488	27247872	26756352	19678464	19481856	28722432	22037760	41049088	23414016	36985856	19762656	37379072	33840128	22725888	27286528	34626560	39869440	37510144	29121536	27024384	21912576	30000384	23119104	19875072	38951936	21742848	16434432	23020800	22037760	26658048	23708928	26559744	22639104	17712384	36238080	40497920	18695424	24691968	58223196	43119360	48526080	34435840	47051520	27679744	41311232	30831360	41808640	42359808	22922496	30491904	21349632	26068224	18400512
2024-09-30	5641984	9082624	9312000	9606912	7182080	6133504	7542528	8066816	7149312	8853248	5838592	7051008	8394496	9082624	8918784	6559488	6493952	9574144	7345920	10262272	7804672	9246464	6587552	9344768	8460032	7575296	6821632	8656640	9967360	9377536	7280384	6756096	5478144	10000128	7706368	6625024	9737984	7247616	5478144	7673600	7345920	8886016	7902976	8853248	7546368	5904128	7247616	8099584	6231808	8230656	9770752	8623872	9705216	6887168	9410304	6919936	10327808	6166272	8361728	9279232	7640832	10163968	7116544	8689408	6133504
2024-10-07	0	97897624	0	97701100	0	0	0	92984524	0	0	101304040	97701100	0	95801368	0	100910992	0	100255912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99928372	0	100910992
2024-10-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11987964	0	0	0	0	0	0	9891708	0	0	0	0	0	0	0
2024-10-21	5641984	9082624	9312000	9606912	7182080	6133504	7542528	8066816	7149312	8853248	5838592	7051008	8394496	9082624	8918784	6559488	6493952	9574144	7345920	10262272	7804672	9246464	6587552	9344768	8460032	7575296	6821632	8656640	9967360	9377536	7280384	6756096	5478144	10000128	7706368	6625024	9737984	7247616	5478144	7673600	7345920	8886016	7902976	8853248	7546368	5904128	7247616	8099584	6231808	8230656	17566204	8623872	9705216	6887168	9410304	6919936	10327808	6166272	8361728	9279232	7640832	10163968	7116544	8689408	6133504
2024-10-28	6681816	8057484	10088232	7926468	7926468	7860960	10022724	8057484	7860960	6681816	10153740	10153740	8843580	9957216	4651068	10088232	7991976	10284756	7205880	10088232	10088232	8188500	4389036	8254008	12643044	8319516	7402404	10219248	6550800	10022724	9891708	7860960	8122992	9957216	6681816	10153740	8254008	9957216	8843580	7991976	8254008	2489304	6419784	10219248	7860960	7729944	10350264	8254008	2161764	10022724	16442508	8319516	7860960	10022724	4389036	7729944	6681816	5895720	8319516	10153740	7860960	10022724	10088232	10350264	6616308
2024-11-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16901064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9695184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10350264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15328872	0	0	0	0	0	0	0	0	0	0	0
2024-11-18	116960328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10677804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20569512	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13494648
2024-12-02	0	0	711857920	895653632	0	0	0	0	0	0	0	0	0	0	762326528	0	0	717362944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841979648	0	0	0	0	0	0
2024-12-09	0	800757504	0	895653632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-23	2124563712	0	0	0	0	0	0	0	0	0	0	0	0	0	753407744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109492540	0
2025-03-03	0	0	20000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-10	728187904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927691412	1761902852	0	0	2096870664	656124144	1260693492	933752988	852079080	0	86106184	465671880	369411956	163827344	0	0	0	0	0
2025-03-24	708187904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-21	0	0	711857920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413748480	0	0	0	0	0	0	0	0	0	0	0	1816467200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	708187904	0	0	895653632	714970880	734893824	0	0	709695232	0	0	0	0	0	0	0	719525632	0	0	0	0	0	0	0	0	0	709367552	0	712513280	0	704583424	1432819456	0	0	710252288	1416959744	0	0	0	0	0	1424463616	0	0	0	0	704550656	0	0	0	0	732141312	0	709433088	1980269800	0	0	0	0	0	0	0	0	0	0
2025-08-04	0	0	0	0	0	0	0	710612736	0	0	724113152	0	710940416	0	753407744	0	0	717362944	741349120	0	0	890050304	1867809952	0	0	0	0	0	0	0	0	0	875796224	1462277888	0	0	0	1522439936	0	0	851449600	0	0	0	0	0	0	1413191424	0	0	0	0	1414797056	0	0	1469683456	0	1411258112	841979648	1409128192	0	0	714905344	0	734893824
2025-08-11	0	0	0	0	0	0	0	0	0	716642048	0	704354048	0	0	0	703862528	0	0	0	718051072	1412896512	0	0	706647808	0	0	0	0	0	1734285056	0	0	0	0	0	0	0	0	702781184	0	0	0	0	0	0	1568282368	0	1413191424	708777728	0	743773952	0	0	0	0	0	707630848	0	0	0	710186752	1410012928	0	716478208	0
2025-08-18	0	0	0	0	0	0	710088448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710448896	0	468919808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	708187904	0	0	0	0	0	0	710612736	0	716642048	724113152	704354048	0	0	0	0	719525632	0	0	0	0	890050304	0	0	0	0	709367552	0	0	0	0	0	875796224	0	0	0	0	1522439936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709433088	0	0	0	0	0	0	0	0	0	0	0
2025-09-01	0	800757504	0	0	714970880	0	0	0	709695232	0	0	0	0	0	0	703862528	0	0	741349120	718051072	0	0	0	0	0	715364096	0	0	0	1734285056	704583424	0	0	0	0	0	722769664	0	702781184	0	851449600	0	710448896	1408702208	0	0	704550656	0	708777728	0	0	0	0	0	0	0	0	0	0	0	710186752	0	0	0	0
2025-09-08	0	0	0	0	0	0	0	0	0	0	0	0	0	716871424	0	0	0	0	0	0	0	0	1867809952	0	1528895232	0	0	0	712513280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413322496	0	0	0	0	0	1469683456	0	0	0	0	0	0	0	0	0
2025-09-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4870004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28115100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9498660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83944420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1487547904	732141312	1414797056	709433088	1419745024	1469683456	0	0	0	0	0	0	0	0	0
2025-12-08	0	0	711857920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-15	1430263504	1615795752	1437669044	2699538432	1440619564	1481120532	1438650152	1434327072	1437732704	1444420456	1463620684	1425609160	1441991788	1450578404	1521685804	1426198312	1449794576	2167221180	1504053848	1451168984	2838567084	1792350604	3750948776	1431637856	3072136716	1445467492	1436684296	4253167896	1441796608	3482981872	1419713636	2883522596	1764890572	2942177428	1436226496	2846890072	1458640928	3062370508	1424166640	5465778600	1713577004	2861504768	1438126396	2832209224	952709932	3152483180	1421482324	2843414928	1425743956	2845773328	2997696068	1477580748	2843809348	1433802000	2852591648	2949782684	1433800460	2835355792	2538909528	2830375364	1435243820	2837713016	1442977796	1452019244	1489833096
2025-12-22	0	0	0	0	0	0	710088448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1419745024	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732141312	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1462277888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1414797056	0	0	0	707630848	1411258112	0	0	0	1410012928	0	0	0
2026-01-12	0	0	2135573760	2686960896	2144912640	0	2130265344	0	2129085696	0	0	0	2132821248	1471606472	2260223232	0	0	2152088832	0	0	0	0	0	0	0	0	0	4241245440	0	3479055872	0	0	0	0	0	0	0	0	0	5449401600	0	3019043344	0	0	0	4487520088	0	0	0	0	2231321856	0	0	0	4259235072	0	0	0	2498043736	0	0	4230038784	0	0	0
2026-01-19	0	0	0	0	0	734893824	0	0	0	0	0	0	710940416	0	753407744	0	0	0	0	0	0	0	0	0	0	2146092288	0	0	0	0	0	0	0	0	710252288	1416959744	0	0	0	0	0	1424463616	0	0	468919808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1409128192	0	0	714905344	0	0
2026-01-26	0	800757504	0	0	714970880	0	0	710612736	709695232	716642048	724113152	0	0	0	0	703862528	719525632	0	741349120	0	1412896512	890050304	0	706647808	0	715364096	0	0	712513280	0	0	1432819456	875796224	0	0	0	722769664	1522439936	702781184	0	851449600	0	710448896	1408702208	0	1568282368	704550656	0	708777728	0	743773952	0	0	709433088	0	0	0	0	0	0	710186752	0	0	716478208	734893824
2026-02-02	708187904	0	0	0	0	0	0	0	0	0	0	704354048	0	716871424	0	0	0	0	0	718051072	0	0	1867809952	0	1528895232	0	709367552	0	0	1734285056	704583424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413191424	0	1413322496	0	0	0	0	0	1469683456	0	0	0	0	0	0	0	0	0
2026-02-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14972456	11566068	0	0	34939904	13948932	15168980	12876172	16020612	0	0	15324600	13416648	0	0	0	0	0	0
2026-02-23	4526108	0	0	0	0	4440120	4546560	0	4759468	0	4542464	4481052	0	0	0	0	5021500	9166820	0	4653000	0	0	4570556	0	4890484	0	0	4644808	0	0	0	0	0	0	4548380	5009212	0	0	4837236	0	4530204	4906868	4534300	0	0	1572808448	0	0	0	0	0	0	0	0	0	4472860	0	4910964	0	5586524	0	0	5009212	0	4505628
2026-03-02	0	6884396	4968280	5021500	4972348	0	0	4493340	0	4481052	0	4481052	4579328	5684772	4485148	4567040	0	0	4968280	0	4517916	0	0	0	0	5254888	4935512	4448284	4710316	4472860	0	4472860	0	4679396	0	0	4464668	4624356	0	4595712	0	0	0	4522012	5119492	0	4472860	4702152	4829072	4534300	4476956	4583424	4472860	4744904	4505628	0	0	0	5005116	0	0	0	0	4522012	0
2026-03-09	708187904	0	0	0	0	0	0	0	12839568	0	0	0	0	0	0	0	0	0	0	0	0	4591616	0	4522012	0	0	0	0	0	0	9142272	0	4833168	0	0	0	0	0	0	0	0	0	0	0	11070852	0	0	0	0	0	0	0	0	0	0	0	4874100	0	0	0	4345940	4698056	0	0	0
2026-03-16	0	0	11856948	27316836	0	0	28626996	0	0	0	0	0	0	0	0	0	0	18276732	0	0	0	0	0	0	0	0	0	22076196	0	0	0	0	0	25417104	0	0	0	0	0	18735288	0	16311492	0	0	0	0	0	0	0	0	0	15001332	20897052	0	15394380	0	24696516	10677804	19128336	0	0	24565500	2947860	0	0
2026-03-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56598912	0	0	0	0	0	0	0	0	0	0	0	0	0	59022708	4472860	0	0	58236612	4673480	0	0	4440092	0	0	0	0	0	0	0	10939836	0	53192496	0
2026-03-30	53782068	0	0	0	0	0	0	0	0	0	0	0	0	0	55288752	0	0	0	0	0	0	0	0	0	0	65704524	0	0	0	59743296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59546772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52406400
2026-04-06	0	0	0	0	0	0	0	59677788	0	0	60201852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58760676	0	0	0	0	0	0	0	0	59546772	0	0	0	0	0	0	0	0	0	5539304	0	0	0	51294492	0	0	8814676	0	0	0	0	0	0	0	0	0	0	0
2026-04-13	0	0	0	58957200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59939820	0	0	0	0	60136344	0	0	0	0	0	50179128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59612280	0	0	0	0	0	0	0	0	0	0	0	0
2026-04-20	0	0	17490636	37405068	0	0	22010688	0	0	0	0	0	0	0	0	0	0	76644360	0	0	0	0	0	0	0	0	0	21486624	0	0	0	0	0	30330204	0	0	0	0	0	24565500	0	0	0	0	0	0	0	0	0	0	0	31050792	17556144	0	25220580	0	33605604	29740632	32033412	0	0	22141704	0	0	0
2026-04-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1295156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1058280	0	0	0	0	1123504	0	0	0	0	0	0	0	0	0	0	43104264	0	0	0	0	59677788	0	0	0	0
2026-05-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2620320	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-05-11	708187904	4722632	1365340	0	241049136	0	0	4689864	0	632985888	0	0	0	0	0	0	719525632	0	0	298827192	1308024	890050304	4701572	0	0	0	4673480	0	0	0	0	0	0	0	0	0	0	1523723384	0	0	0	0	0	0	473515236	1568282368	0	1413191424	4829072	0	0	0	0	0	0	0	4743084	0	0	4669412	0	0	0	0	0
2026-05-18	11744100	5973340	17994044	14432036	5686676	10438008	10861836	5776788	5915996	13967220	9215944	13967220	10593600	22425972	6904644	10491228	13383908	17451432	10646820	6884136	5956956	14167896	18181216	10749192	18493532	5989724	9346960	29197788	9224108	5932352	5735856	6802272	5735856	31545952	9142216	9297836	9322384	5776788	16542456	12990888	10708260	20229508	5858708	5899640	9321872	9248684	10470720	10765548	9265096	9527156	17690616	17158824	19427000	8150744	12992820	5932352	32348460	20827272	54162624	5997916	9281452	25052524	5629388	10618176	9338796
2026-05-25	0	0	3571956	1025512	1303900	3756192	0	0	0	0	0	3551448	3649752	0	3432720	0	0	3432720	0	0	0	0	3950976	3739836	1091020	0	3670176	0	0	0	1099212	3592380	1295736	1207472	1141964	1078732	0	0	0	1123788	0	4888172	1324408	4527892	3305004	4609672	3461364	3690684	3809412	0	0	1111500	1000936	3232044	0	4593316	0	1111500	1009128	0	1005032	1357148	3432720	0	0
2026-06-01	0	0	9695184	0	0	47100252	1009128	0	1091020	0	1070540	2620320	9957216	0	0	0	1222036	0	0	51556728	0	0	0	0	0	4272268	0	0	1041868	1000936	0	0	26530740	0	0	33605604	1254776	26006676	0	0	0	0	0	0	2509040	0	0	0	0	1127884	1267064	0	1197460	0	22403736	0	0	0	0	0	0	0	1275256	0	1099212
2026-06-08	0	0	3702972	0	0	0	0	0	0	3158400	3408144	3551448	0	0	0	19259352	3469584	36749988	0	35046780	3465516	0	21421116	0	36684480	3580176	3473652	0	0	0	0	0	8276244	0	3556908	0	3698820	9891708	3637380	0	0	0	0	0	3239496	0	1066444	1426752	3547380	3383652	2534128	0	1066444	8452304	0	0	0	3531024	0	0	0	0	3432720	3674328	0
