region	bytes_sent
US/California	94362540436
AWS/us-east-1	64180642644
AWS/us-east-2	62953448240
CH/Zurich	54153783456
GB/England	18289120768
IT/Lazio	13721086720
US/New Mexico	13721086720
GitHub	6442917308
VPN	6428690944
CN/Shanghai	4568297328
IN/Maharashtra	1407331840
US/Massachusetts	841979648
US/Pennsylvania	814764092
GCP/us-central1	783398024
CA/Quebec	549001376
US/New York	168082032
US/Maryland	163064299
TW/Taiwan	88370292
CN/Zhejiang	39371076
US/New Hampshire	35707916
US/Rhode Island	29312256
US/Virginia	25745565
AWS/ap-southeast-1	18997320
SE/Stockholm	14495232
