region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	388512	3	1	1
AWS/us-east-1	582768	3	3	0
GitHub	2719584	21	7	7
USA/MA	388512	2	0	2
CHE/VD	296656	2	1	1
MEX/CMX	685168	5	2	2
USA/CA	296656	2	1	1
GCP/us-central1	194256	1	1	0
FRA/IDF	889968	6	3	3
