date	bytes_sent	number_of_requests	number_of_downloads
2024-03-22	80537036658	9600	<50
2024-03-23	67574007	80	<50
2024-03-24	38609040	<50	<50
2024-03-25	81814142	160	<50
2024-03-26	56069498	160	<50
2024-03-27	89937134	160	<50
2024-03-29	619494797	480	<50
2024-03-30	579373498	380	<50
2024-04-04	66550778	160	<50
2024-04-05	37470576	<50	<50
2024-04-09	500259133	360	<50
2024-04-10	61910294022	<50	<50
2024-04-16	27499776720	<50	<50
2024-04-17	494101381	380	<50
2024-04-19	74477246	160	<50
2024-04-21	8689817496	<50	<50
2024-04-24	490714264	360	<50
2024-04-25	249975446	180	<50
2024-04-26	468900100	360	<50
2024-04-30	1191235882	920	<50
2024-05-01	961240376	740	<50
2024-05-08	8834516504	<50	<50
2024-05-11	80537036658	<50	<50
2024-05-12	68122899	80	<50
2024-05-13	24827532	<50	<50
2024-05-14	266726195	180	<50
2024-05-16	80537036658	<50	<50
2024-05-17	140083860	140	<50
2024-05-18	80602034472	80	<50
2024-05-20	20241972	<50	<50
2024-05-23	80537036658	<50	<50
2024-06-13	93094451242	<50	<50
2024-06-14	18610882358	<50	<50
2024-06-20	29003169188	<50	<50
2024-06-22	122630976	<50	<50
2024-06-24	448750546	360	<50
2024-06-26	13625664	<50	<50
2024-06-27	17032112	<50	<50
2024-07-08	16090413136	<50	<50
2024-07-09	72505550	140	<50
2024-07-10	8575482056	<50	<50
2024-07-12	7795452	<50	<50
2024-07-14	115695942	100	<50
2024-07-15	163453418	140	<50
2024-07-20	80537036658	<50	<50
2024-07-22	99048096	<50	<50
2024-08-03	543543196	620	60
2024-08-23	80537036658	<50	<50
2024-08-26	37418836	<50	<50
2024-08-29	13625664	<50	<50
2024-09-06	2999410644	140	<50
2024-09-08	8605006776	400	<50
2024-09-09	12368536406	580	<50
2024-09-10	14043642180	660	<50
2024-09-11	26532566004	1240	<50
2024-09-13	8616136	<50	<50
2024-09-14	249462288	60	<50
2024-09-20	78859826	140	<50
2024-09-24	215845778	180	<50
2024-09-25	399717460	220	<50
2024-10-01	80671757942	<50	<50
2024-10-03	218728130	180	<50
2024-10-04	125464910	100	<50
2024-10-07	90959305382	940	60
2024-10-10	30010884	<50	<50
2024-10-13	80548566066	<50	<50
2024-10-14	80537036658	<50	<50
2024-10-23	184657778	<50	<50
2024-10-30	70290084	<50	<50
2024-10-31	23250132	<50	<50
2024-11-05	7107044	<50	<50
2024-11-06	264446512	360	<50
2024-11-27	55187694227	<50	<50
2024-11-28	23058816	<50	<50
2024-11-29	190056538422	<50	<50
2024-11-30	36089146472	<50	<50
2024-12-01	12446520	<50	<50
2024-12-09	80537036658	<50	<50
2024-12-11	8795851168	<50	<50
2025-01-09	67134098644	<50	<50
2025-01-20	5502672	<50	<50
2025-01-21	19914432	<50	<50
2025-01-28	53037259938	<50	<50
2025-01-29	56824185410	<50	<50
2025-01-30	80537036658	<50	<50
2025-02-04	80537036658	<50	<50
