week_start	Microscopy	Miscellaneous
2024-07-15	0	10407
2024-08-12	0	825
2024-08-19	0	165
2024-09-16	0	651
2025-03-10	189284421	1718
2025-06-23	71744	0
2025-07-28	2240761511	4624
2025-08-04	958330589	2306
2025-08-11	799789516	165
2025-08-18	475815439	3612
2025-08-25	486173287	2417
2025-09-01	618063390	2097
2025-09-08	775507004	699
2025-09-29	3003146754	0
2025-10-06	0	21664
2025-10-13	2545482641	0
2025-10-20	3278740872	0
2026-01-19	12744	0
2026-05-11	298534673	0
2026-07-27	140522719	0
