region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	1667395589	289	83	17
USA/MA	100081761437	63649	42800	160
USA/CO	3547434926	5881	5879	1
HUN/CS	1527323048	1434	1434	0
USA/FL	812	2	2	0
USA/IL	2162	5	5	0
USA/NH	23140	110	110	0
USA/VA	71792	115	115	0
USA/NY	1728561443	2856	2802	2
VPN	7557032479	10927	10654	5
GitHub	492202	250	250	0
GBR/ENG	1800730710	1045	953	4
USA/TX	635467731	309	299	3
SGP	651	1	1	0
