region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GCP/us-central1	110255118	8	8	0
USA/CA	76074512	618	9	6
ISR/HA	7854000	825	0	1
VPN	266496748	38	27	3
GCP/us-east4	3050462184	267	0	1
USA/WY	43186460	831	3	1
CAN/ON	23676040	2	2	0
AWS/us-west-2	27407856	23	6	2
GitHub	109081506	237	61	45
AWS/ap-southeast-1	26563684	10	10	0
USA/MI	81624624	17	3	3
USA/WA	9029912	7	2	2
AWS/us-east-1	220754856	52	31	9
CHN	46931760	9	0	2
USA	11627860	3	0	1
USA/NY	131781436	15	12	1
NLD	11627860	1	1	0
HKG/KKC	11627860	2	0	1
MEX/CMX	20512788	43	13	13
USA/MA	466455814	75	2	26
USA/MD	10012532	7	2	2
JPN/13	11627860	1	1	0
EST/37	11627860	1	1	0
CHN/SH	72160026	4	4	0
USA/IL	25465252	8	4	2
AWS/us-east-2	16146564	2	2	0
DNK/84	34710972	99	30	10
NOR/50	115455468	10	10	0
USA/FL	115455468	10	10	0
SGP	12550400	26	8	4
FRA/IDF	9392472	9	3	3
CHE/VD	1299864	4	1	1
IND/MH	11136360	1	1	0
