region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	281206566931	5449	1	18
USA/PA	1088606900	1855	51	7
USA/NY	900251668	707	52	2
AWS/us-east-2	4250839624	2435	195	12
USA	54998127989	8741	3	1
VPN	194974446776	746	74	17
AWS/us-east-1	194228085896	23159	6	3
USA/WA	33520376	35	3	3
DNK/84	65662850991	81	3	1
USA/MD	29259348	30	6	3
GitHub	225231412	149	17	13
USA/CA	73597848	57	7	6
AWS/ap-southeast-1	15001332	6	6	0
USA/VA	194210579408	14	6	2
MEX/CMX	19463864	64	13	10
CHE/VD	19959024	17	2	1
USA/IL	170193864	779	6	3
JPN/26	125829120	15	0	3
FRA/IDF	13249868	15	3	3
CAN/BC	1568404	6	1	1
CHN	157124384371	18976	0	3
AWS/us-west-2	23707720	32	6	2
IDN/KR	6878340	1	1	0
HKG	3537432	2	2	0
KAZ/79	7271388	1	1	0
CHL/RM	21028068	2	2	0
EGY/BH	8385024	1	1	0
MAR/08	11070852	1	1	0
IDN/YO	5830212	2	2	0
SWE/AB	7991976	1	1	0
