week_start	Neurophysiology
2025-03-31	194228085896
2025-04-07	39244316
2025-04-14	196446304588
2025-04-21	1047044980
2025-04-28	1243212416
2025-05-05	868706668
2025-05-12	485643052
2025-05-19	317462472
2025-05-26	463271556
2025-06-09	24374988
2025-07-21	65687115179
2025-07-28	141666575963
2025-08-25	69788881498
2025-09-01	69445661969
2025-10-06	52291064
2025-12-15	47493300
2025-12-22	194205289112
2026-01-05	54970745645
2026-01-12	17889840904
2026-01-26	69788881498
2026-02-02	69445661969
2026-02-16	54217896
2026-02-23	29259348
2026-03-02	13442604
2026-03-16	84442860
2026-03-23	31401472
2026-03-30	14518648
2026-04-20	18866304
2026-04-27	15852936
2026-05-18	59264648
2026-05-25	58207256
2026-06-01	19959024
2026-06-08	82350268
2026-06-15	36618972
2026-06-22	2620320
2026-06-29	73404312
2026-07-06	318016318
2026-07-13	2473452
2026-07-27	33302512
2026-08-03	290389296
2026-08-10	37808871
2026-08-17	12717528
