week_start	sub-YBT-Rat1-ECoG1024/sub-YBT-Rat1-ECoG1024_ses-20200317T102302_ecephys.nwb	sub-YBT-Rat1-ECoG1024/sub-YBT-Rat1-ECoG1024_ses-20200317T104800_ecephys.nwb	sub-YBT-Rat1-ECoG1024/sub-YBT-Rat1-ECoG1024_ses-20200317T105013_ecephys.nwb	sub-YBT-Rat1-ECoG1024/sub-YBT-Rat1-ECoG1024_ses-20200317T105411_ecephys.nwb	sub-YBT-Rat1-ECoG1024/sub-YBT-Rat1-ECoG1024_ses-20200317T105715_ecephys.nwb	sub-YBT-Rat1-ECoG1024/sub-YBT-Rat1-ECoG1024_ses-20200317T105921_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T142248_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T143959_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T144139_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T144508_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T145821_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T150037_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T151339_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T151530_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T152654_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T153051_ecephys.nwb	sub-YBT-Rat3-ECoG1024/sub-YBT-Rat3-ECoG1024_ses-20200604T160742_ecephys.nwb	sub-YBT-Rat3-ECoG1024/sub-YBT-Rat3-ECoG1024_ses-20200604T160906_ecephys.nwb	sub-YBT-Rat3-ECoG1024/sub-YBT-Rat3-ECoG1024_ses-20200604T161039_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T134931_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T135107_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T135649_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T135846_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T140226_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T140516_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T140744_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T140942_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T141125_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T141318_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T142019_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T142315_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T143506_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T143729_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T143955_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T144133_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T144734_ecephys.nwb
2025-09-08	22682152	19717908	20241972	0	22600260	8188500	0	0	0	0	0	0	0	0	0	0	19979940	25679136	4545751176	0	0	0	0	0	0	0	0	0	4386362094	0	4484542495	0	0	0	0	0
2025-09-15	16384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19914432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-22	24576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	39045400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	47891428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-13	24576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-20	16384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-27	24576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-03	2873516314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-10	24576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565825448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	16384	0	0	0	0	0	0	0	0	0	0	0	19717908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19914432
2025-11-24	8192	0	0	0	0	0	0	21814164	0	0	0	22403736	0	0	0	0	0	0	0	0	0	20110956	0	0	0	16704540	21617640	0	0	0	0	23255340	0	0	0	0
2025-12-15	11520989016	12845362988	12740816328	12625606604	12255691024	11995625436	9589986584	9231984756	9247352724	9371893152	11831869401	9470598984	9156780140	9174819560	11537404912	9658869176	10273159148	18207908912	18216872340	17704606460	22146996440	17497319784	17565791364	17577261084	17599552288	17584303748	17551447756	17567111984	17573354784	17533093656	17963325052	11247790824	17500782236	17569130952	17503973368	17453748056
2025-12-29	0	0	0	0	0	0	0	0	0	2334571887	0	0	0	0	0	0	0	0	0	0	0	0	0	4387142145	0	0	0	0	0	0	0	0	0	4385338890	0	0
2026-01-05	0	3204970094	0	0	0	2993321802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4392272767	0	0	0	0	0	0	0	4369594625	0	0	0
2026-01-12	0	0	8807154884	0	0	0	0	0	0	0	4731127642	0	0	6526360956	4800498660	0	0	6900414879	10485037904	0	9559496832	10056122014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-19	6169735328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4419535307	0	0	0	0	0	0	0	4385554736	0	0	0	0	0	0	4369589935	0
2026-01-26	0	0	3177113844	0	3056700499	0	0	2300266245	2306106231	0	0	2361229962	2282758874	2285352620	0	2406332270	5121283456	4545279035	4545751176	0	0	4368581619	4385683137	0	0	4390802543	4379919094	0	0	4377001023	4484542495	0	0	0	0	4356198380
2026-02-02	0	0	0	3152274647	0	0	2389848587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4386362094	0	0	2805020235	0	0	0	0
2026-02-16	28366364	26204600	28824920	32919520	29152460	27613372	28366364	26532140	29611016	29807540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	5728512	5867804	0	0	6072604	0	0	5802296	5560604	0	0	5728512	5560604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9629676	0	0	0	0	5663004	0	0	0
2026-03-02	0	0	4803124	5765404	0	0	5458204	0	0	3959796	5867804	0	0	5867804	6072604	8021292	5765404	5560604	6277404	5663004	12316904	5560604	6776640	20811904	5851252	5785744	6281192	6056052	5953652	5953652	5691620	6027436	0	4410076	5560604	5663004
2026-03-09	0	0	0	0	0	5626112	0	0	0	0	0	0	0	0	0	11463900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-16	24106944	13691172	0	0	0	17097588	0	11267376	0	17490636	11005344	0	0	4127004	23386356	0	0	0	0	18276732	12446520	0	0	20176464	16966572	0	0	0	0	0	0	0	25679136	17294112	0	0
2026-03-23	6321872	4061496	9957216	13838740	8942192	3357460	75661740	0	16180476	9826200	14149728	13756680	11856948	8254008	0	0	17894760	0	25117192	7336896	0	4585560	9695184	3078876	12970584	6681816	6157752	9891708	10088232	0	68979924	4061496	0	13036092	9498660	0
2026-03-30	15415420	5458204	9613824	15386804	2117296	11427708	23567028	31333864	5458204	14105260	6047776	5523712	16070500	5458204	16070500	15873976	11378752	6506332	67310520	15087880	13159532	13843228	11222908	18793220	6010884	30445368	6375316	12205528	2256588	10125824	5748852	5560604	9585208	14788956	10436812	79629812
2026-04-06	0	65835540	917112	9105612	0	7533420	4127004	0	18669780	13953204	1113636	19979940	10808820	18931812	9433152	13560156	10743312	10415772	0	21028068	17228604	9367644	18080208	10743312	28561488	18604272	24368976	19259352	16901064	16901064	9236628	9695184	14411760	0	10022724	0
2026-04-13	1064512	19521384	0	6485292	0	59481264	0	917112	10874328	14477268	4061496	8974596	0	10088232	16311492	0	0	0	5109624	851604	9105612	5633688	1113636	10677804	10612296	8843580	7991976	2096256	17621652	24499992	6550800	22927800	10743312	917112	10022724	17818176
2026-04-20	54977596	32360952	21355608	0	16573524	55026720	0	6747324	0	83588208	28233948	0	0	1048128	16049460	0	0	0	0	17490636	57450516	20241972	20372988	35636352	18800796	0	12184488	17818176	10743312	0	16508016	8188500	43235280	38387688	5044116	7533420
2026-04-27	29040916	11922456	29016256	28201544	13057132	43006352	38518704	9760692	36094908	48279396	34522716	40745976	49942624	22665768	22731276	38322180	33147048	21486624	17425128	18407748	23844912	12643044	18145716	21486624	32819508	38453196	24696516	44676456	29609616	33867636	29151060	22076196	16573524	21355608	13822188	21421116
2026-05-04	24576	0	0	0	0	0	0	0	0	0	0	8188501	0	1703208	1179144	0	0	9629677	0	51620304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-05-11	16384	0	0	0	0	5757128	40156404	0	0	0	0	0	0	0	6138112	0	5961928	0	6408420	5859528	2358988	2154188	0	6203620	2051788	5654728	4379919094	0	0	0	0	0	0	0	0	0
2026-05-18	31091016	30004064	13627064	17067284	16620792	39077272	23081256	16967972	16574924	28330172	26700748	22106912	20505404	17230004	25352996	16899376	13889096	22143106	13561556	15264764	23027812	13365032	13561556	17950592	29676524	13627064	17164496	13692572	23478792	22725100	23675316	16902464	30200588	27842300	32289268	22827500
2026-05-25	3816548	4127704	5917460	7083840	6485992	6617008	4193212	2723420	0	4127704	4193212	4258720	6617008	8685348	8909788	4565920	0	4979309	0	0	4266996	4651769	8873596	4062196	6617008	0	7395529	3996688	4062196	8516740	4373884	6421184	3800164	5851952	6617008	6420484
2026-06-01	27930984	5343740	9236628	0	0	69241956	0	0	2285204	0	0	0	12763396	0	0	0	0	18596696	0	0	14804808	15525396	15459888	0	10088232	0	48672444	6580116	19979940	0	0	0	49487856	0	37667100	28954536
2026-06-08	18752372	29511704	40410860	19653100	3210592	17229304	0	12905076	13429140	1474280	0	13691172	0	0	0	0	5764704	14084220	0	19521384	917112	0	11529408	12905076	13756680	0	12381012	1113636	11529408	0	0	22665768	13625664	0	0	0
2026-06-15	0	1048128	29544108	982620	0	0	4300100	0	0	2387604	2161764	3304716	27158848	3602940	17929552	2387604	18080208	4389036	1048128	0	2292780	0	19223160	3583300	33430120	7402404	7271388	2161764	10022724	3078876	0	0	2453112	0	6092244	0
2026-06-22	5746999860	6415311844	6354227688	6304549294	6119689766	5989263924	4781949582	4600532490	4620262370	4673139762	4726182146	4722459924	4565517748	4575262884	4611758636	4812664540	11940223968	9091671706	9091502352	8839070614	8859060608	8741945322	8784300666	8777035626	8787100346	8782653214	8764096208	8771109472	8781829800	8756418266	8969084990	5612595982	8742530158	8780394004	8742324254	8714784364
2026-06-29	1113636	2395880	3099916	2555512	15852936	0	0	0	0	1048128	0	0	0	0	5352016	6645624	2555512	0	0	917113	11071552	0	1113636	0	2947860	3537432	2358288	3566748	0	11005344	0	0	0	4520052	0	2227272
2026-07-06	1010677528	762066272	736451940	762155336	244996458	248152854	202860458	244618700	243506228	252378962	245144184	244518726	256411156	242981636	248812808	243049040	178355044	252473272	248866110	247138954	127027150	1113636	4549368	6203620	3471924	0	2350712	7533421	0	2154188	2416220	3669148	5204448	7882000	2285204	5269956
2026-07-13	2391756	1113636	0	0	1965240	917112	0	15431972	0	0	2788928	0	2154188	2816844	0	0	6026736	0	3733956	0	0	3726380	0	1375668	1986280	1986280	1899732	0	3202316	1113636	2030748	2816844	1179144	851604	1113636	851604
2026-07-20	32768	3406416	16114968	0	0	26858280	0	2461388	0	0	2292780	2518620	0	3509516	0	0	4783484	1048128	0	0	0	76935064	0	19521384	851604	2051788	0	0	0	0	0	22141704	1113636	0	0	0
2026-07-27	2882470329	3211456086	3186044672	3158834423	3082707875	2996810978	2393910783	2304918013	2309120299	2340468307	2363400517	2364702586	2286821070	2298762616	2305464036	2431766626	5124363032	9093834170	4549158292	4422549375	4428687676	4372578307	4388893729	4416621445	4398386751	4418054571	4435339562	4388830836	4392464014	8758195258	4487966163	2808034303	4418849765	4388877022	4374765767	4396748532
2026-08-03	13405376	7140373	1768716	34260684	0	5699196	0	0	0	32426460	34522716	65500424	4505600	0	0	0	7271388	0	12922328	0	0	22141704	917112	0	4651068	9695184	10866752	0	851604	2227272	3013368	6354276	0	0	0	0
2026-08-10	252035198	227768054	219447910	217200804	0	0	0	0	2285204	0	0	0	0	0	0	2256588	0	0	7271388	0	0	0	0	0	4934140	1113636	0	1244652	0	0	0	0	0	7205880	0	0
