region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
BRA/SP	11367521658	18	18	0
HKG/KKC	1632375083	196	0	2
CHN	9268013770	564	0	8
GitHub	8097251888	24779	467	454
PRT/11	17051282487	27	27	0
USA	2834913242	543	0	4
USA/MA	19530586530	3009	0	33
NLD	1739297122	69	2	2
USA/MD	90983050	96	11	11
AWS/ap-southeast-1	116669748	18	18	0
VPN	11988228636	855	64	17
AWS/us-east-1	6731061558	872	38	18
USA/CA	11378109826	32	22	4
USA/DC	63935808	8	8	0
GCP/us-west4	5683760829	9	9	0
USA/TX	17061436227	28	28	0
USA/VA	57319500	4	4	0
ITA/45	776425149	153	0	9
GCP/us-central1	6566973097	11	11	0
CHN/SH	5683760829	9	9	0
CAN/QC	2487882957	4	4	0
USA/PA	6430022281	46	12	1
MEX/CMX	62094050	268	29	29
FRA/IDF	48597381	269	12	12
USA/NY	5683760829	9	9	0
USA/OH	210181861	849	1	1
KOR/29	5683760829	9	9	0
USA/IL	75173182	51	7	2
NOR/50	201228526	40	0	2
GCP/us-east1	719118528	2	2	0
AWS/us-east-2	71200864	14	0	1
GCP/us-west1	719118528	2	2	0
EST/37	359559264	1	1	0
CHE/VD	2997516	14	2	1
MYS/01	4978608	1	1	0
