week_start	Neurophysiology
2024-07-29	11966697288
2024-08-05	6332481060
2024-09-02	3668810542
2024-09-09	6706717266
2024-09-16	1185749871
2024-09-23	5038102644
2024-09-30	532551923
2024-10-07	316612396
2024-10-14	83324962
2024-10-21	1506552984
2024-10-28	5080177043
2024-11-11	68652384
2024-11-18	18165486772
2024-11-25	116735256
2024-12-02	3499736224
2024-12-16	41303217
2025-01-06	42017275
2025-01-13	302639852
2025-02-10	150407504
2025-02-17	41342765
2025-03-03	17990828951
2025-03-10	84538078
2025-03-31	42074399
2025-04-07	100055556
2025-04-28	36505276272
2025-05-05	17935587444
2025-05-12	73553757
2025-06-30	163123725
2025-07-07	40903382887
2025-07-21	18483280296
2025-07-28	24956305694
2025-08-04	4355953366
2025-08-11	45118880544
2025-08-18	942252673
2025-08-25	4502539260
2025-09-01	20975150093
2025-09-08	35294544400
2025-10-06	17950255606
2025-10-27	99690834
2025-11-03	3333564834
2025-11-10	18901083657
2025-11-24	53433215210
2025-12-01	1357226522
2025-12-08	109026779743
2025-12-15	40408081786
2025-12-22	1052902158
2025-12-29	1929682904
2026-01-05	789396993
2026-01-12	20360050536
2026-01-19	2001570402
2026-01-26	7170462468
2026-02-02	4397441465
2026-02-16	264111226
2026-02-23	375197851
2026-03-02	500177119
2026-03-09	3975271547
2026-03-16	21134662340
2026-03-23	1352755680
2026-03-30	6214162496
2026-04-06	18920346232
2026-04-13	19146314190
2026-04-20	2399294548
2026-04-27	1198679809
2026-05-04	19005064752
2026-05-11	20791904580
2026-05-18	24791962305
2026-05-25	1585440622
2026-06-01	5054322836
2026-06-08	40487994433
2026-06-15	1855070246
