week_start	Neurophysiology	Video
2026-02-09	90699720	0
2026-02-16	255543915	38973402841
2026-02-23	78471560	165521157
2026-03-02	96078640	6488064
2026-03-09	19420936	3059555349
2026-03-16	63619640	3850785052
2026-03-23	2923240	56253321
2026-03-30	268223400	39845511285
2026-04-06	459829760	6104335208
2026-04-13	89215880	1114222686
2026-04-20	59168120	1020221592
2026-04-27	89215880	13258624564
2026-05-11	46555480	1346565236
2026-05-18	133916560	2838890574
2026-05-25	69755920	0
2026-06-01	52427080	642090412
2026-06-08	127466896	242052060
2026-06-15	91441640	115687128
2026-06-22	165633640	240466642
2026-06-29	221277640	28706824406
2026-07-06	168230369	140318136
2026-07-13	115685056	0
2026-07-20	144674400	20774850315
2026-07-27	97562480	0
2026-08-03	55106880	0
