date	bytes_sent
2022-11-28	44876411079
2022-11-29	90085452314
2022-11-30	69014261294
2022-12-03	2999535737
2022-12-09	6702080571
2022-12-10	114881176189
2022-12-11	7084527826
2022-12-12	25033010203
2022-12-13	45116332898
2022-12-21	8514239482
2023-01-10	5010973624
2023-02-08	1886719139
2023-02-21	688126897
2023-02-22	5796528128
2023-02-23	3531603968
2023-03-03	3665418500
2023-03-04	5092804857
2023-03-05	1618145660
2023-03-14	4775188129
2023-03-15	30211780368
2023-04-05	233142972
2023-04-06	420233820
2023-04-07	1544604268
2023-04-08	212507952
2023-04-09	575553288
2023-04-10	846232344
2023-04-11	335073420
2023-04-12	1978430005
2023-04-13	3720271180
2023-04-17	204188436
2023-04-18	649511820
2023-04-19	781772472
2023-04-20	783934236
2023-04-21	368220468
2023-04-26	650887488
2023-04-27	326164332
2023-04-28	285483864
2023-04-29	532973088
2023-04-30	390820728
2023-05-01	533235120
2023-05-02	757731036
2023-05-03	554197680
2023-05-04	371168328
2023-05-05	331404972
2023-05-06	431370180
2023-05-07	656783208
2023-05-08	196917048
2023-05-09	870732336
2023-05-10	891956928
2023-05-11	649446312
2023-05-12	838633416
2023-05-13	408638904
2023-05-14	473950380
2023-05-15	225150996
2023-05-16	439624188
2023-05-17	281880924
2023-05-18	523998492
2023-05-19	196392984
2023-05-20	545288592
2023-05-21	836733684
2023-05-22	430256544
2023-05-23	262224
2023-05-24	578173608
2023-05-25	411106344
2023-05-26	551667584
2023-05-27	1372710079
2023-05-28	831360696
2023-05-29	305919560
2023-05-30	887290456
2023-05-31	459077528
2023-06-01	649265524
2023-06-02	377311540
2023-06-03	611967172
2023-06-04	68197772
2023-06-05	64166840
2023-06-06	295768460
2023-06-07	96088
2023-06-08	658854140
2023-06-09	845075376
2023-06-10	305448400
2023-06-11	906747756
2023-06-12	391258200
2023-06-13	735354808
2023-06-14	409206092
2023-06-15	768588744
2023-06-16	831345408
2023-06-17	6837632
2023-06-18	256232
2023-06-19	222624
2023-06-20	207272
2023-06-21	86432
2023-06-22	146600
2023-06-23	94528
2023-06-24	512112
2023-06-25	20760614
2023-06-26	103296214
2023-06-27	210574788
2023-06-28	349354164
2023-06-29	592257828
2023-06-30	634217368
2023-07-01	499855754
2023-07-02	219073384
2023-07-03	347404258
2023-07-04	640139764
2023-07-05	650237928
2023-07-06	383073812
2023-07-07	723339176
2023-07-08	488246020
2023-07-09	740151168
2023-07-10	515575628
2023-07-11	637942708
2023-07-12	309790060
2023-07-13	489691912
2023-07-14	361142804
2023-07-15	323571680
2023-07-16	719105128
2023-07-17	370819408
2023-07-18	454223908
2023-07-19	591488244
2023-07-20	486936420
2023-07-21	738610756
2023-07-22	323417692
2023-07-23	514000932
2023-07-24	723996496
2023-07-25	710436740
2023-07-26	415716496
2023-07-27	1016496092
2023-07-28	331309976
2023-07-29	442583040
2023-07-30	640834060
2023-07-31	23282584
2023-08-01	44853720
2023-08-02	56771976
2023-08-03	67604256
2023-08-04	34023816
2023-08-05	32107272
2023-08-06	36804292
2023-08-07	68654728
2023-08-08	39682284
2023-08-09	154140324
2023-08-10	378528788
2023-08-11	436798976
2023-08-12	384975112
2023-08-13	685652976
2023-08-14	557655064
2023-08-15	406560984
2023-08-16	555073693
2023-08-17	750207256
2023-08-18	448265216
2023-08-19	383961488
2023-08-20	264265856
2023-08-21	431861164
2023-08-22	181684264
2023-08-23	59498024
2023-08-24	629798580
2023-08-25	353835088
2023-08-26	455225876
2023-08-27	327796268
2023-08-28	381823728
2023-08-29	860879024
2023-08-30	366109672
2023-08-31	438001296
2023-09-01	164573844
2023-09-02	636895932
2023-09-03	153134384
2023-09-04	961830984
2023-09-05	538587516
2023-09-06	162391532
2023-09-07	866779396
2023-09-08	557399568
2023-09-09	552569356
2023-09-10	490294796
2023-09-11	237573268
2023-09-12	83725976
2023-09-13	188593420
2023-09-14	471700424
2023-09-15	333456540
2023-09-16	686806796
2023-09-17	342472700
2023-09-18	375733420
2023-09-19	356480716
2023-09-20	526649416
2023-09-21	234632948
2023-09-22	284222592
2023-09-23	256153976
2023-09-24	442113332
2023-09-25	393904376
2023-09-26	92485852
2023-09-27	43034864
2023-09-28	167438448
2023-09-29	110914788
2023-09-30	399831448
2023-10-01	295951060
2023-10-02	210519252
2023-10-03	167808812
2023-10-04	272775312
2023-10-05	444423808
2023-10-06	488951712
2023-10-07	389801044
2023-10-08	295244556
2023-10-09	202616244
2023-10-10	507097428
2023-10-11	126233916
2023-10-12	277557396
2023-10-13	372085440
2023-10-14	407721792
2023-10-15	358656300
2023-10-16	168423708
2023-10-17	347265964
2023-10-18	212507952
2023-10-19	101078844
2023-10-20	140187120
2023-10-21	373919664
2023-10-22	10645120456
2023-10-23	146606904
2023-10-24	4503985021
2023-10-25	3011510272
2023-10-29	132720
2023-10-30	136715196
2023-10-31	48754624
2023-11-01	166848876
2023-11-02	1990509100
2023-11-04	369308832
2023-11-05	2713925748
2023-11-06	393304268
2023-11-07	553477092
2023-11-08	325705776
2023-11-09	505656252
2023-11-10	559372812
2023-11-11	242248584
2023-11-12	142008
2023-11-13	10284756
2023-11-14	2161764
2023-11-15	62756664
2023-11-16	128854236
2023-11-17	219713832
2023-11-18	127085520
2023-11-21	10493250
2023-11-24	8336068
2023-11-25	222624
2023-11-30	207717384433
2023-12-08	20622846
2023-12-10	2872788560
2023-12-11	138912
2023-12-12	142272
2023-12-14	43349637288
2023-12-15	735760352
2023-12-18	503829576
2024-01-11	91960
2024-01-22	174188565
2024-01-23	86165037
2024-01-24	65428215
2024-01-25	81345727
2024-01-26	56558425
2024-01-27	114468682
2024-01-28	55974941
2024-01-29	124601583
2024-02-08	1212618588
2024-02-28	109313212
2024-03-07	166914384
2024-03-08	31108606
2024-03-09	622784556
2024-03-10	240479868
2024-03-11	573915588
2024-03-12	2385490466
2024-03-13	440803332
2024-03-14	207660360
2024-03-15	348437052
2024-03-16	463993164
2024-03-17	284894292
2024-03-18	606436644
2024-03-19	585772536
2024-03-20	403801249
2024-03-22	234168480
2024-03-25	366420558
2024-03-27	624211023
2024-03-28	312566827
2024-03-29	537808904
2024-04-02	156972358
2024-04-03	804929358
2024-04-04	197413956
2024-04-05	376830669
2024-04-09	54412344
2024-04-10	360088676
2024-04-11	191184896
2024-04-12	131672784
2024-04-13	39501324
2024-04-14	31719017
2024-04-15	89145344
2024-04-16	59912584
2024-04-17	45429133
2024-04-18	200524116
2024-04-19	1473611556
2024-04-20	683543907
2024-04-21	69395784
2024-04-22	882838467
2024-04-23	782964254
2024-04-24	640535467
2024-04-25	938460744
2024-04-26	172588476
2024-04-27	189018230
2024-04-28	682520576
2024-04-30	58634549
2024-05-01	93044736
2024-05-02	1628586236
2024-05-03	227865956
2024-05-04	985630760
2024-05-05	605839360
2024-05-06	399958016
2024-05-07	10506240
2024-05-08	539788764
2024-05-09	647471400
2024-05-10	32206848
2024-05-11	38846244
2024-05-12	41157648
2024-05-13	99073056
2024-05-14	91080134
2024-05-15	330666552
2024-05-16	26989296
2024-05-17	611893248
2024-05-18	420268885
2024-05-21	310607216
2024-05-22	152466354
2024-05-23	612575234
2024-05-24	80114572
2024-05-25	51186636
2024-05-26	195270806
2024-05-27	212425480
2024-05-28	64762117
2024-05-29	427702562
2024-05-30	426691488
2024-05-31	123144412
2024-06-01	145331531
2024-06-02	128401474
2024-06-03	5533957
2024-06-04	151385200
2024-06-05	163209328
2024-06-07	289832700
2024-06-08	6893568
2024-06-09	6893568
2024-06-10	103665664
2024-06-11	132676338
2024-06-12	58564152
2024-07-11	3896140890
2024-07-13	307639053
2024-07-14	32268096
2024-07-20	14084220
2024-07-31	253188420
2024-08-27	17949865848
2024-08-28	21421116
2024-08-29	17490636
2024-08-30	698773836
2024-09-04	42070945666
2024-09-05	2678741438
2024-09-06	14652458574
2024-09-07	17186358044
2024-09-08	16804560874
2024-09-09	19083046704
2024-09-10	37198891620
2024-09-11	38257508909
2024-09-13	30087318
2024-09-20	487329026
2024-09-21	505653475
2024-09-24	467935941
2024-09-25	2298275917
2024-09-26	6844192551
2024-09-30	978274889
2024-10-23	1548100479
2024-10-24	384450124
2024-10-26	381408217
2024-10-28	1829806190
2024-11-01	10088232
2024-11-03	111756648
2024-11-05	4127004
2024-11-16	43169772
2024-11-17	10022724
2024-11-20	7640707085
2024-11-21	17120813345
2024-11-22	491254160
2024-11-23	1640549892
2025-02-10	450891564
2025-03-03	13504
2025-03-04	11392
2025-03-05	10024
2025-03-07	9888
2025-03-09	28912
2025-03-10	139576
2025-03-11	9184
2025-03-12	5312138
2025-03-25	8926713923
2025-04-02	70564026
2025-04-04	376647466
2025-05-15	41217972
2025-06-04	110588506467
2025-06-25	78080000
2025-06-26	72895360
2025-07-15	8120320
2025-07-16	128099200
2025-07-26	847510449
2025-07-27	19846486508
2025-07-28	5814597076
2025-07-29	7373323066
2025-07-30	12897484800
2025-07-31	10171187200
2025-08-01	10080147523
2025-08-02	12394737666
2025-08-03	12969242493
2025-08-04	13634958084
2025-08-05	17685232827
2025-08-06	3580099926
2025-08-08	4141875200
2025-08-09	6186598400
2025-08-11	3035771084
2025-08-12	8658447273
2025-08-13	21252908610
2025-08-15	5005091836
2025-08-16	2195879449
2025-08-17	3206515076
2025-08-18	14766345166
2025-08-23	1258291200
2025-08-24	2081493108
2025-08-27	12320768000
2025-08-28	13365107584
2025-08-29	23748851674
2025-08-31	8021606400
2025-09-01	6291456000
2025-09-02	5102003290
2025-09-04	2358578339
2025-09-05	10013900800
2025-09-07	3145728000
2025-09-08	20940626230
2025-09-09	1740682166
2025-09-10	6241449979
2025-09-22	52308885
2025-09-24	64518528
2025-09-25	31444703
2025-09-29	8041538
2025-10-07	558162368
2025-10-08	10461994
2025-10-12	367420219
2025-10-15	685697387
2025-10-16	593432039
2025-10-26	281641239
2025-10-27	554800266
2025-10-28	918589858
2025-10-29	639875780
2025-11-04	679974984
2025-11-05	663815889
2025-11-06	696965416
2025-11-07	1004590178
2025-11-08	602595558
2025-11-09	892143849
2025-11-10	921761992
2025-11-11	680864105
2025-11-12	624366956
2025-11-13	576430891
2025-11-14	360772142
2025-11-15	319155389
2025-11-16	336807730
2025-11-17	233642437
2025-11-18	327415945
2025-11-19	284849117
2025-11-20	284413202
2025-11-21	345847824
