region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	261510005644	830707	5371	4848
USA/MA	4850121977	353	7	74
GitHub	61200987213	202184	3918	3547
HKG/KKC	956444874	122	0	15
AWS/us-east-1	8807521982	1186	219	102
USA/VT	10331777255	32895	213	158
AWS/ap-southeast-1	937091940	148	148	0
NLD	1285125801	49	15	15
USA	1381349170	277	2	21
CHE	3153299188	51	51	0
CHN	9741663471	1250	56	687
VPN	8428329950	698	284	15
CAN	3153299188	51	51	0
DEU/NW	3157426192	52	52	0
ITA/45	2838726388	566	0	51
USA/NV	384335436	51	51	0
CAN/ON	3154674856	52	52	0
AWS/us-east-2	1130757503	38	16	2
USA/IL	777028891	185	27	2
CHN/BJ	75607647	362	51	51
SAU/02	1375668	1	1	0
CAN/QC	1201051803	20	20	0
USA/PA	141573352	193	3	2
MEX/CMX	352917998	1546	81	58
ECU/P	3995988	1	1	0
USA/NC	1441176	1	1	0
DOM/01	2423796	1	1	0
PAK/SD	2030748	2	2	0
VEN/V	5109624	1	1	0
CHL/VS	4389036	1	1	0
USA/NY	44872980	4	4	0
BRA/MG	13101600	4	4	0
USA/MD	60375187	142	10	10
USA/CA	93578308	33	7	4
CHN/SH	116454298	2	2	0
GCP/us-central1	552031406	10	10	0
IND/KL	2947860	2	2	0
VNM/HN	8712564	6	6	0
IRQ/KI	1441176	1	1	0
ARG/B	4913100	2	2	0
CHL/RM	1113636	1	1	0
BRA/DF	3864972	3	3	0
BRA/SP	1113636	1	1	0
BGD	917112	1	1	0
LTU/VL	19914432	1	1	0
BRA/PR	10350264	3	3	0
PHL/00	12643044	2	2	0
KEN/30	2882352	2	2	0
UKR/12	1965240	1	1	0
VNM/SG	1113636	1	1	0
RUS/KK	1768716	1	1	0
VNM/21	917112	1	1	0
THA/11	917112	1	1	0
GBR	1113636	1	1	0
BRA/SC	8909088	3	3	0
PER/LMA	1768716	1	1	0
IDN/SN	1048128	1	1	0
ZAF/GP	1441176	1	1	0
AWS/us-west-2	197327818	624	6	2
USA/WA	31452116	6	4	2
IND	1113636	1	1	0
URY/MO	1113636	1	1	0
GMB/B	917112	1	1	0
GBR/ENG	180687334	5	5	0
SGP	93873660	4	4	0
USA/TX	22010688	1	1	0
AUS/NSW	20700528	1	1	0
AZE/BA	1113636	1	1	0
USA/VA	146017332	8	8	0
EGY/C	4585560	1	1	0
AZE/YE	4651068	1	1	0
MYS/10	982620	1	1	0
TWN/TNN	1048128	1	1	0
USA/RI	93241766	18	0	1
USA/MS	4782084	1	1	0
PAK/PB	2358288	2	2	0
FRA/IDF	7399316	26	3	3
ESP	41212319	1	1	0
IDN	2096256	1	1	0
USA/OH	32819508	1	1	0
VEN/K	1375668	1	1	0
VNM/52	1048128	1	1	0
ESP/MD	8516040	1	1	0
IRQ/BG	1375668	1	1	0
USA/OK	2358288	1	1	0
ZAF/WC	1637700	1	1	0
HKG	1179144	1	1	0
ITA	1441176	1	1	0
MYS/14	851604	1	1	0
TUR/55	1768716	1	1	0
DZA/23	1113636	1	1	0
CHE/VD	83410116	62	4	1
RUS	1703208	1	1	0
COL/DC	7336896	2	2	0
VNM/49	982620	1	1	0
MEX/ROO	28495980	1	1	0
AUS/VIC	23517372	2	2	0
SYC	5044116	1	1	0
SYR	1113636	1	1	0
DEU/BE	15721920	1	1	0
EGY/SUZ	2423796	1	1	0
BRA/PE	1179144	1	1	0
PHL/11	1113636	1	1	0
PHL/03	2227272	2	2	0
EST/37	34822253	1	1	0
NOR/50	473124201	94	0	2
USA/WI	54886508	1	1	0
PAK/KP	1113636	1	1	0
UKR/63	2030748	1	1	0
VNM	917112	1	1	0
IND/NL	12315504	1	1	0
IDN/JT	1113636	1	1	0
ETH/AA	1375668	1	1	0
BRA/ES	4258020	1	1	0
VEN/A	1441176	1	1	0
FRA/BFC	6092244	1	1	0
JPN/13	1048128	1	1	0
