asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-8/sub-8_ecephys+image.nwb	1924550001	616	83	28
sub-15/sub-15_ecephys+image.nwb	2310015959	977	95	44
sub-6/sub-6_ecephys+image.nwb	1319322789	1009	78	30
sub-2/sub-2_ecephys+image.nwb	3729771073	1117	116	45
sub-7/sub-7_ecephys+image.nwb	2189013769	773	99	39
sub-12/sub-12_ecephys+image.nwb	3215289257	783	85	38
sub-4/sub-4_ecephys+image.nwb	2024307890	740	74	35
sub-11/sub-11_ecephys+image.nwb	2021106225	1221	96	46
sub-9/sub-9_ecephys+image.nwb	2258599302	619	65	26
sub-17/sub-17_ecephys+image.nwb	1434471824	743	67	27
sub-3/sub-3_ecephys+image.nwb	1383722861	1601	65	29
sub-16/sub-16_ecephys+image.nwb	1433218636	671	69	31
sub-10/sub-10_ecephys+image.nwb	1412667108	687	73	33
sub-14/sub-14_ecephys+image.nwb	1370012419	766	80	36
sub-13/sub-13_ecephys+image.nwb	2959797332	935	73	34
sub-5/sub-5_ecephys+image.nwb	2555978113	747	79	36
