region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	6371122	25750	25750	0
USA/CA	170232	872	872	0
VPN	72939	286	286	0
USA/VA	7282	22	22	0
GCP/europe-west4	6645	27	27	0
USA/WA	133336	225	225	0
USA/TX	3641	11	11	0
AWS/us-east-1	10124	28	28	0
CHN	13290	54	54	0
USA/MA	3641	11	0	1
NLD	1594	9	9	0
GCP/europe-west2	2215	9	9	0
GCP/us-central1	4430	18	18	0
GCP/us-east4	6645	27	27	0
bogon	2467	5	5	0
USA/IL	8548	20	20	0
GCP/us-west3	4430	18	18	0
USA/NH	36598	114	114	0
GCP/us-east1	2215	9	9	0
MEX/CMX	10163	7	7	0
