week_start	Neurophysiology	Video
2024-12-09	41848035987	222707656
2025-01-20	26059394	23389746
2025-01-27	616570054	0
2025-02-10	132682224	0
2025-02-17	102816507	0
2025-02-24	4980437768	14812365
2025-03-03	217408	0
2025-03-10	7394479	0
2025-03-17	53913084	0
2025-05-12	3185076	0
2025-05-26	40521708127	0
2025-06-02	40521708127	114881488
2025-06-23	4548030	0
2025-07-14	4548030	0
2025-07-28	15237893506	11696317
2025-08-04	7031297250	61564860
2025-08-11	16129605874	23367081
2025-08-18	0	22380234
2025-09-01	2130167525	0
2025-09-08	2317200316	0
2025-09-22	5261242	0
2025-09-29	2251673298	9650716
2025-10-06	85802232	0
2025-10-13	128768856	0
2025-10-20	77105744	29795130
2025-10-27	43752720	0
2025-11-03	189535623	0
2025-11-10	122825661	0
2025-11-17	83961537	0
2025-11-24	79465989	0
2025-12-01	76976685	0
2025-12-08	65334294	0
2025-12-15	43118789120	286530952
2025-12-22	6830011667	0
2025-12-29	4620479171	23362749
2026-01-05	97772163	10685361
2026-01-12	23976913124	125592402
2026-01-19	4757334075	81783120
2026-01-26	11463481819	11696317
2026-02-02	6027040878	0
2026-02-09	44211276	0
2026-02-16	215432085	557056
2026-02-23	2543112797	11696317
2026-03-02	30996767	196608
2026-03-09	33666329	66818272
2026-03-16	2576559148	197517567
2026-03-23	29729394	21370722
2026-03-30	48931197628	33065595
2026-04-06	55984535212	23367081
2026-04-13	13997629011	116909176
2026-04-20	82419162846	379220342
2026-04-27	2668977920	10685361
2026-05-04	75044999	0
2026-05-11	7165572539	11696317
2026-05-18	3213261661	207947571
2026-05-25	930040248	5830212
