region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/AZ	8641836	18	8	1
GitHub	37125036	202	29	94
GCP/us-central1	3840816	4	4	0
USA/PA	7681632	36	4	1
AWS/ap-southeast-1	5675040	6	6	0
VPN	19875824	36	18	4
USA/CA	5315096	13	5	4
AWS/us-east-1	2880612	3	3	0
AWS/us-west-2	4600372	23	3	1
CHN	2880612	3	3	0
USA	1920408	2	2	0
USA/FL	5761224	6	6	0
USA/MN	960204	1	1	0
USA/NH	960204	1	1	0
USA/TX	1920408	2	2	0
USA/MA	49930770	100	3	7
USA/MD	960204	1	1	0
USA/WA	1165004	3	1	1
USA/NM	1920408	2	2	0
CAN/QC	960204	1	1	0
CAN/ON	960204	1	1	0
EST/37	960204	1	1	0
CHN/SH	960204	1	1	0
CHE/SO	960204	1	1	0
MEX/CMX	4976868	23	4	4
CHE/VD	2295192	8	2	1
USA/VA	2880612	3	3	0
POL/02	12482652	13	13	0
USA/IL	1203608	4	1	1
FRA/IDF	3294000	10	3	3
