region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	330345262116	62964	65	24
USA/MA	1367581021559	22886	12	97
AWS/us-east-1	897358838696	107061	73	115
VPN	1026108763725	2549	612	112
USA/PA	621263888	266	63	63
CHN	892803088881	108232	5	65
GBR/ENG	1317508144	123	62	61
GitHub	1548940920	2938	603	626
AWS/ap-southeast-1	655800588	131	131	0
ITA/45	508400354	125	0	62
MEX/CMX	101634594	314	68	46
BRA/MT	1203473485688	4174	404	87
CHE/VD	9235098	29	7	6
USA/NY	92165829808	1590	144	62
BRA/SP	50935744	9	5	3
IDN	1441176	1	1	0
HKG	32819508	5	5	0
JOR/AM	11529408	2	2	0
MEX/NLE	13822188	2	2	0
IDN/YO	12381012	2	2	0
BRA/ES	6288768	1	1	0
UKR/32	1113636	1	1	0
VNM/DN	27382344	2	2	0
PAK/PB	14346252	2	2	0
VNM/HN	52864956	5	5	0
URY/MA	11856948	1	1	0
GCP/asia-south1	183653792456	98	29	14
USA/TX	68276698	8	1	1
USA/MD	92815659	100	20	14
PAK/IS	1834224	1	1	0
TUR/34	1244652	1	1	0
TUR/06	12774060	1	1	0
VNM/49	6223260	1	1	0
SYR	3340908	1	1	0
EGY/C	1	1	0	1
AUT/9	39435816	1	1	0
DEU/NW	13606942	36	7	6
USA/GA	62298108	2	2	0
IND/MP	7271388	1	1	0
ARG/B	19062828	1	1	0
IND/DL	48381380	185	2	1
VNM/68	13756680	1	1	0
IRQ/MU	3995988	1	1	0
BGD	16704541	3	2	1
COL/ANT	12577536	1	1	0
ALB/11	3995988	1	1	0
NLD	5913192488	278	0	1
AWS/us-east-2	15171009654	1	1	0
USA/CA	139849264	52	5	5
USA/IL	12007024	10	2	2
FRA/IDF	21081470	16	4	3
AWS/us-west-2	17927956	26	6	2
USA/WA	2344836	8	2	2
ITA/52	49393032	1	1	0
TUR	2751336	1	1	0
VNM/13	15459888	1	1	0
IND/PB	10743312	1	1	0
PHL/07	3078876	1	1	0
JAM/01	6812832	1	1	0
KAZ/15	11136360	1	1	0
KAZ/71	2358288	1	1	0
MAR/06	13953204	2	2	0
TUN/11	2358288	1	1	0
IND/CH	1	1	0	1
SWE	17032080	1	1	0
DOM/06	5699196	1	1	0
MDA/CU	9760692	1	1	0
IDN/JK	4061496	1	1	0
CHL/RM	1	1	0	1
OMN/MA	1310160	1	1	0
USA/IN	6747324	1	1	0
EGY/KB	8254008	1	1	0
COL/DC	3144384	1	1	0
AGO/LUA	7664436	1	1	0
