region	bytes_sent
GCP/us-east1	18075737096
GCP/us-central1	14795512376
GCP/us-west1	11652645264
US/California	10625624489
GCP/us-east4	10158716384
GCP/asia-east1	9181265754
GCP/europe-west4	8366001728
US/Georgia	7066001024
US/Colorado	6374128520
GCP/us-west4	5378143968
US/New York	5228751080
CN/Shanghai	3895515550
GitHub	3585139052
GB/England	3128424776
HK/Hong Kong	2707521176
GCP/europe-west1	2689071984
PT/Lisbon	2108304745
GCP/asia-southeast1	2091500432
US/Pennsylvania	2008884514
US/Washington	1400851840
DE/Baden-Wurttemberg	1360795172
CH/Vaud	1344535992
TW/Taiwan	1195143104
VPN	1138108910
US/Michigan	1044145512
CN/Zhejiang	926319213
AWS/us-west-2	896357328
US/Maryland	879039874
CA/Quebec	834430312
AWS/us-east-1	760375952
US/North Carolina	749371496
US/Indiana	746964440
US/Massachusetts	746162088
KR/Seoul	641509566
US/Illinois	596769200
IN/Maharashtra	595164496
AWS/us-east-2	511630136
CA/Ontario	459466528
US/Iowa	448981992
JP/Tokyo	448981016
US/Florida	448981016
GB/Scotland	448178664
GCP/us-west3	448178664
DE/Berlin	448178664
CN/Beijing	448178664
CH/Zurich	448178664
IL/Central District	422575480
US/Virginia	357362456
IN/Assam	329651020
US/Texas	299588128
US/Arizona	298785776
CN/Guangdong	298785776
KH/Phnom Penh	298785776
CH/Geneva	298785776
US/Connecticut	298785776
IL/Haifa	298785776
FI/Uusimaa	298785776
CA/British Columbia	298785776
TR/Ankara	296756672
IR/Tehran	271383146
CO/Magdalena Department	149392888
US/New Jersey	149392888
BE/Flanders	149392888
US/Oregon	149392888
BE/Brussels Capital	149392888
US/Tennessee	149392888
AWS/ap-southeast-2	149392888
AWS/ap-northeast-2	149392888
US/Wisconsin	149392888
DK/Capital Region	149392888
FR/Provence-Alpes-Côte d'Azur	149392888
AU/New South Wales	149392888
IN/West Bengal	149392888
HK/Sai Kung	149392888
US/District of Columbia	149392888
HU/Budapest	149392888
AU/Queensland	149392888
SG/Singapore	149392888
SD/Red Sea	149392888
IN/Karnataka	149392888
JP/Chiba	149392888
NO/Oslo	149392888
NL/North Holland	149392888
IN/Uttar Pradesh	149392888
IT/Lazio	2407056
US/Rhode Island	2407056
GR/Central Macedonia	802352
VN/Ho Chi Minh	802352
VN/Kiên Giang Province	802352
