region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/CO	6374128520	85	85	0
GCP/us-east4	10606895048	142	142	0
CHE/VD	1791344900	83	27	2
GitHub	9587848552	48848	245	245
USA/NH	1147255940	2869	302	206
GCP/us-west1	13295967032	178	178	0
SGP	3959306622	69	57	3
GCP/us-east1	20167237528	269	269	0
VPN	13989826593	4595	596	25
CHN	4899216802	190	79	16
USA/MA	1616832308	71	10	9
USA/VT	321615556	798	84	16
AWS/us-west-2	1986002852	122	34	6
CHE	597571552	8	8	0
GCP/asia-east1	9629444418	132	132	0
TWN/TNN	1195143104	16	16	0
USA/AZ	298785776	4	4	0
GCP/us-west4	6903224308	93	92	1
USA/TN	897159680	13	13	0
CHN/BJ	856008244	18	13	2
USA/CA	15235619056	829	230	15
GBR/ENG	4206899112	108	52	2
GCP/europe-west4	8529767424	115	114	1
USA/MI	3132931688	40	36	1
GCP/us-central1	17189810344	242	242	0
IRN	421578386	30	5	2
USA/IL	15556893140	229	217	2
USA/GA	7812965464	114	104	2
USA/NY	5287170676	135	75	3
HKG	3554456628	51	51	0
AWS/us-east-1	1683658808	159	23	13
KOR/30	597571552	8	8	0
CHN/ZJ	3581182529	50	50	0
USA/MD	1034449530	41	19	4
NOR/50	366287752	90	0	3
AWS/ap-southeast-1	896357328	12	12	0
IND/KA	149392888	2	2	0
USA/VA	2641761612	250	37	13
USA/PA	2158277402	29	28	1
GCP/us-west3	896357328	12	12	0
JPN/13	1047047720	19	15	1
PRT/03	309171273	5	5	0
NOR/03	149392888	2	2	0
RUS	448178664	6	6	0
USA	2398249888	33	33	0
GCP/asia-southeast1	3585429312	48	48	0
DEU/BW	1808171484	24	24	0
GCP/europe-west1	2689071984	36	36	0
AUS/QLD	149392888	2	2	0
PRT/11	1651038088	35	31	1
USA/NV	465306064	14	7	1
USA/WA	1346682748	26	20	2
ARG/B	13936440	1	1	0
DEU/BE	448178664	6	6	0
IND/MH	595164496	5	5	0
MEX/CMX	39861872	108	20	10
DNK	149392888	2	2	0
ITA/52	193928176	12	3	1
BRA/SP	297983424	3	3	0
USA/TX	895554976	11	11	0
CAN/ON	459466528	8	8	0
KOR/42	178991232	4	4	0
PRT/13	149392888	2	2	0
AWS/us-east-2	512432488	5289	3	19
TUR/06	446149560	6	6	0
USA/NC	746964440	10	10	0
BEL/BRU	298785776	4	4	0
CHN/GD	1221561960	18	18	0
USA/FL	597571552	8	8	0
FRA/IDF	900385936	24	16	3
USA/NM	298785776	4	4	0
GBR/SCT	597571552	8	8	0
HKG/NSK	149392888	2	2	0
CAN/QC	834430312	28	10	2
BEL/VLG	448981016	7	7	0
NLD	314175744	10	3	1
USA/IN	597571552	8	8	0
AWS/ap-southeast-2	149392888	2	2	0
IND/BR	329651020	6	6	0
ISR/HA	298785776	4	4	0
HKG/KKC	298785776	4	4	0
CHN/HB	149392888	2	2	0
KOR/27	149392888	2	2	0
CHN/SH	1550572356	36	27	3
USA/IA	598374880	10	9	1
KOR/11	1089688230	18	18	0
USA/WI	298785776	4	4	0
DEU/NI	297983424	3	3	0
NLD/ZH	149392888	2	2	0
AUS/NSW	298785776	4	4	0
USA/NJ	597571552	8	8	0
CHL/RM	149392888	2	2	0
USA/OR	149392888	2	2	0
JPN	150195240	3	3	0
CHN/JS	153320332	5	5	0
CHE/AG	2381884	9	2	2
JOR/AM	8760048	1	1	0
XK	15927360	1	1	0
FIN	149392888	2	2	0
ITA/72	205199028	2	2	0
USA/CT	448178664	6	6	0
FIN/18	149392888	2	2	0
BRA/BA	10485512	1	1	0
ISR/TA	298785776	4	4	0
IND/WB	149392888	2	2	0
FRA/OCC	149392888	2	2	0
SDN	149392888	2	2	0
ISR	273182592	4	4	0
COL/CUN	149392888	2	2	0
CAN/BC	448178664	6	6	0
IND/HP	149392888	2	2	0
JPN/28	149392888	2	2	0
KHM	298785776	4	4	0
IND	149392888	2	2	0
AWS/ap-northeast-2	149392888	2	2	0
AWS/ap-northeast-1	298785776	4	4	0
HUN/FE	149392888	2	2	0
TWN/TPE	298785776	4	4	0
JPN/12	149392888	2	2	0
KOR/41	297983424	3	3	0
IND/AP	149392888	2	2	0
AWS/eu-central-1	149392888	2	2	0
BRA/SC	2057284	1	1	0
COL/NAR	1128188	1	1	0
IND/PB	1128188	1	1	0
BRA/RJ	1659100	1	1	0
CIV/AB	929096	1	1	0
PRT/15	298785776	4	4	0
BGR/22	149392888	2	2	0
ITA/62	150997592	4	4	0
TWN/KHH	148590536	1	1	0
PHL/40	1061824	1	1	0
KOR/45	149392888	2	2	0
VNM/HN	299885496	5	3	2
SYC	231665410	7	6	1
USA/DC	328128444	136	6	1
KOR	149392888	2	2	0
ZAF/WC	1128188	1	1	0
GCP/asia-south1	1547067676	753	37	2
USA/LA	149392888	2	2	0
AUT/9	148590536	1	1	0
VNM/SG	154958928	21	4	1
ECU/P	802352	1	1	0
USA/RI	2407056	3	0	1
ESP/VC	802352	1	1	0
MYS/14	802352	1	1	0
GRC/B	802352	1	1	0
EST/37	802352	1	1	0
USA/UT	802352	1	0	1
TWN/TXG	802352	1	1	0
PAK/SD	802352	1	1	0
EGY/FYM	4814112	6	6	0
VNM/13	802352	1	1	0
