region	bytes_sent
GitHub	15000283845
AWS/us-east-2	7441771035
US/Pennsylvania	4015210806
US/New York	3433499520
AWS/us-east-1	3066860140
PT/Lisbon	3004629465
NO/Trøndelag	1873469387
CA/Quebec	1405508190
SE/Stockholm	1198848269
US/Texas	415947035
US/Virginia	313595261
HU/Budapest	309315871
GB/England	304750274
CN/Shanghai	300912715
US/Maryland	226684748
FR/Normandy	160599222
AT/Vienna	154492872
US/North Carolina	114713730
ZA/Gauteng	109534216
GCP/us-east1	93734793
US/California	93332751
NG/Lagos	73498289
AWS/ap-southeast-1	63542760
US/Indiana	62631428
GCP/asia-east1	62489862
VPN	57717531
GCP/us-central1	52030966
US/Arizona	47679880
PT/Porto	41690299
GCP/us-west4	41659908
GCP/us-west3	41659908
GCP/us-west1	41659908
US/New Jersey	38824834
US/Florida	33357723
GCP/us-east4	31244931
IT/Piedmont	30590328
AT/Salzburg	29760172
IT/Liguria	27062177
US/Washington	26463350
TW/Taiwan	23779404
US/Rhode Island	21858812
CH/Zurich	20829954
NG/Ogun State	18245407
US/Massachusetts	15784681
US/District of Columbia	10414977
GCP/asia-southeast1	10414977
FR/Île-de-France	10414977
IT/Lombardy	8015565
