region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
MEX/CMX	1073192725	1170	42	11
USA/MA	272548050	34	0	9
AWS/us-east-1	229054578	29	4	2
DEU/BW	1108471764	690	64	10
USA/CA	215201831	5	4	1
GBR/SCT	456603126	281	21	4
USA/VA	204755507	214	15	4
VPN	244348485	84	9	4
IND/MH	917112	1	1	0
USA/NY	101004090	250	10	4
GCP/us-central1	17193655	3	3	0
GitHub	35030698	178	12	9
USA/IL	7724468	51	2	2
FRA/IDF	11423220	9	3	3
CHN/GS	6717539	1	1	0
GBR/ENG	96883	7	0	1
