region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	1298287100	2569	857	744
USA/CA	6461848	14	6	4
USA/MA	123009261	87	0	61
USA/PA	6703926	76	6	4
CAN/QC	48420968	14	14	0
VPN	239901052	176	136	14
USA/VT	64640288	123	41	29
USA/VA	791128	2	2	0
AWS/us-east-1	251367820	145	137	7
GH-actions	287503764	646	139	139
AWS/us-east-2	17756616	11	10	1
CHN	105889096	69	69	0
AWS/ap-southeast-1	97398724	66	66	0
ITA/45	57021096	35	24	8
USA/AZ	61029928	39	39	0
USA/MD	25880648	43	16	12
USA/NV	19195044	12	12	0
USA/NY	71587308	135	25	14
NLD	8413592	4	4	0
USA	12149080	6	6	0
KOR/11	240424	10	0	1
EST/37	271920	1	1	0
CHN/SH	7596968	2	2	0
USA/IL	11777096	10	8	2
CHE/VD	27973372	71	12	12
GCP/us-central1	12551088	5	5	0
JPN/26	19510736	12	12	0
ROU	19510736	12	12	0
THA/90	9203856	7	7	0
SGP	4973024	16	6	4
MEX/CMX	102061304	246	82	47
IDN/JB	1187976	1	1	0
MEX/NLE	1187976	1	1	0
BRA/BA	1187976	1	1	0
CHN/ZJ	7325048	1	1	0
AWS/us-west-2	17623452	16	6	2
HKG/KKC	9934080	2	2	0
USA/WA	1645976	4	2	2
BRA/MG	4516288	6	6	0
NOR/46	2596040	5	5	0
NOR/50	3634456	7	0	2
CAN/BC	519208	1	1	0
FRA/IDF	2863224	9	3	3
UKR/30	413584	1	1	0
ALB	2551296	1	1	0
ESP/CT	1506684	1	1	0
PAK/PB	1703208	1	1	0
BRA/SP	4505176	2	2	0
ARG/B	2741968	1	1	0
VNM/HN	2741968	1	1	0
COL/DC	2741968	1	1	0
BOL/L	1179144	1	1	0
TWN/TXG	1113636	1	1	0
URY/MO	5026456	1	1	0
VEN/G	5026456	1	1	0
CAN/ON	4127004	1	1	0
VNM/SG	399920	1	1	0
IRQ	399920	1	1	0
LBN/BA	399920	1	1	0
MLT/56	1375668	1	1	0
NPL/P3	917112	1	1	0
BRA/MS	1703208	1	1	0
