region	bytes_sent
US/Colorado	7574075960
GCP/us-central1	5876244448
GCP/us-east1	3246629064
US/California	2988384858
GCP/us-east4	2860125604
GCP/asia-east1	2473622144
GitHub	1921817432
GCP/us-west1	1855216608
CN/Shanghai	1563535455
GB/England	1460362012
GCP/us-west4	1391412456
GCP/europe-west4	1314111764
US/Georgia	1204657864
HK/Hong Kong	943833408
US/New York	773006920
GCP/europe-west1	695706228
AWS/us-east-2	551520240
PT/Lisbon	545976340
US/Massachusetts	541104844
US/Pennsylvania	463804152
US/Washington	463804152
GCP/asia-southeast1	463804152
TW/Taiwan	412118601
AWS/us-east-1	400870372
VPN	387199388
CA/Quebec	341130128
US/Indiana	309202768
AWS/us-west-2	309202768
CH/Vaud	231902076
CN/Zhejiang	231902076
US/Virginia	231206148
US/Maryland	157804152
US/Iowa	154601384
JP/Chiba	154601384
DE/Baden-Wurttemberg	154601384
JP/Tokyo	153905456
US/Michigan	153905456
IN/Maharashtra	153209528
IR/Tehran	152429270
HU/Budapest	130523257
CA/Ontario	88647148
US/Tennessee	77300692
US/Florida	77300692
US/Hawaii	77300692
US/New Jersey	77300692
US/North Carolina	77300692
AU/New South Wales	77300692
US/Connecticut	77300692
FI/Pirkanmaa	77300692
AWS/ap-southeast-2	77300692
BR/Rio de Janeiro	77300692
CN/Beijing	77300692
CN/Guangdong	77300692
DE/Berlin	77300692
ES/Basque Country	77300692
FR/Provence-Alpes-Côte d'Azur	77300692
IL/Central District	77300692
AU/Queensland	77300692
IN/Karnataka	77300692
IN/Uttar Pradesh	77300692
NL/North Holland	77300692
IL/Haifa	77300692
US/Rhode Island	2087784
SG/Singapore	695928
VN/Ho Chi Minh	695928
VN/Kiên Giang Province	695928
