asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-Mouse163/ses-20240619T095005/miniscope2024-06-19T09_50_05.avi	13198954254	637	23	8
sub-Mouse163/ses-20240625T162840/miniscope2024-06-25T16_28_40.avi	15795787638	670	16	7
sub-Mouse163/ses-20240625T162840/behaviorLinear2024-06-25T16_28_40.avi	9348518426	460	16	6
sub-Mouse163/ses-20240622T161813/behavior2024-06-22T16_18_13.avi	5235098216	371	16	9
sub-Mouse163/ses-20240625T162840/behavior2024-06-25T16_28_40.avi	8865790572	384	6	6
sub-Mouse163/ses-20240623T113359/miniscope2024-06-23T11_33_59.avi	14840185980	648	6	7
sub-Mouse163/ses-20240623T113359/behaviorLinear2024-06-23T11_33_59.avi	6055791102	409	6	5
sub-Mouse163/ses-20240617T165310/miniscope2024-06-17T16_53_10.avi	8760347712	596	6	8
sub-Mouse163/ses-20240622T161813/miniscope2024-06-22T16_18_13.avi	10783801992	638	6	7
sub-Mouse163/ses-20240617T165310/behavior2024-06-17T16_53_10.avi	6312717616	387	6	7
sub-Mouse163/ses-20240622T161813/behaviorLinear2024-06-22T16_18_13.avi	7415163780	446	8	7
