region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	22257328798	443	0	17
AWS/us-east-1	15930493594	1916	22	11
CHN	29431091810	1911	0	12
USA	6125688542	1158	11	4
MEX/CMX	798382932	134	0	31
VPN	16094460118	44	44	0
AWS/ap-southeast-1	117390336	24	24	0
TWN/TXG	15843171430	11	11	0
VNM/HN	9760692	1	1	0
PAK/PB	2685828	1	1	0
COL/RIS	1375668	1	1	0
IDN/KS	12970584	1	1	0
MAR/06	5044116	1	1	0
USA/CA	28692504	2	0	2
IND/WB	5568180	1	1	0
BRA/SP	4061496	1	1	0
