region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
NLD	4364878391281	205640	2	6
USA/MA	7579734462494	146462	0	41
AWS/us-east-1	3088207131951	368166	38	13
CHN	3105762407087	59523	0	7
GitHub	23142430402	36176	176	152
VPN	5271501680794	264	39	27
GBR/ENG	419814488	41	2	6
NOR/50	199229440	38	0	2
USA/MD	87645207	156	17	12
USA/NV	50768700	6	6	0
USA/VA	1363931668254	100	12	2
ITA/45	249978253	50	0	6
CAN/QC	293762596	59	0	7
AWS/ap-southeast-1	25941168	2	2	0
MEX/CMX	43517076	173	25	19
CHE/VD	18378144	66	12	6
SGP	1113636	1	1	0
USA	4336992	20	2	1
JPN/26	26478410	101	9	6
USA/IL	74593972	20	5	2
HUN/BA	36623460	12	3	1
USA/CA	19723096	28	4	4
USA/TN	226391475	44	0	1
AWS/us-east-2	66597166	14	0	2
KOR/41	891866366008	5	5	0
JPN/13	5830912	13	1	1
USA/RI	43784343	9	0	1
FRA/IDF	6207408	15	3	3
BRA/MG	1899732	1	1	0
ECU/P	7467912	1	1	0
USA/NY	3108020567	1612	10	1
DEU/BW	486434664	84	2	3
EST/37	398187330033	2	2	0
ARG/E	1441176	1	1	0
JOR/AM	1048128	1	1	0
BRA/PR	14870316	1	1	0
SYC	2161764	1	1	0
VNM/45	851604	1	1	0
THA/20	68812072	1	1	0
