region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	1094559960	5047	107	107
USA/MA	17694730406	472	0	128
AWS/us-east-1	26911274887	3277	58	78
AWS/ap-southeast-1	289962280	155	155	0
AWS/us-east-2	235485028	24	24	0
USA/CT	2695582691	396	111	10
GitHub	7706954565	40803	777	644
USA/IL	1223127516	427	259	2
USA/VA	62250016	14	14	0
GCP/us-central1	54527000	5	5	0
FRA/IDF	6879040	14	3	3
MEX/CMX	1064680	4	1	1
