region	bytes_sent
GitHub	52556647196
US/California	29486482016
AWS/us-east-2	28908340544
US/New York	26276795648
AWS/us-east-1	16523037960
NL/North Holland	11552902264
US/New Mexico	9004401256
VPN	1814683680
CN/Shanghai	1587508240
HK/Hong Kong	483359920
CA/Quebec	282950392
GB/England	257835168
GCP/us-central1	244388912
CA/British Columbia	190673408
PT/Lisbon	100269232
VN/Ho Chi Minh	30639008
IN/Maharashtra	28648352
US/Rhode Island	27458232
US/Maryland	25835800
US/Massachusetts	18566200
ES/Catalonia	18382024
SE/Västra Götaland	18262434
VN/Kiên Giang Province	14324176
DE/Thuringia	14201896
SE/Stockholm	9152744
AWS/ap-southeast-1	7162088
US/Florida	32769
