region	bytes_sent
US/California	118461809478
AWS/us-east-1	113815341791
US/New Hampshire	41157571220
CN/Shanghai	29385590323
AWS/us-east-2	21717627769
SE/Stockholm	15509905247
DE/North Rhine-Westphalia	14725674951
VPN	10166794899
FR/Île-de-France	5248273313
CA/British Columbia	5123477972
CH/Vaud	5067142923
IN/Uttarakhand	4893423871
GitHub	4252123489
US/Maryland	1506837893
CA/Quebec	662548487
US/New York	436006996
US/Rhode Island	99614720
AWS/ap-southeast-1	87453180
US/Vermont	65180460
FR/Auvergne-Rhône-Alpes	36881004
US/Massachusetts	25315404
TW/Taiwan	14411760
