region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	9611395022	118394	409	488
USA/CA	671120748761	507	167	13
USA/NH	56606109500	32842	3314	2625
VPN	226234195057	1618	264	131
USA	288723349161	9761	76	11
CHN	168652638668	15542	0	28
USA/MD	11341792923	987	125	69
DNK/84	650399948	750	102	50
USA/MA	168184160330	6127	2	68
USA/NY	124798444237	4959	128	40
AWS/ap-southeast-1	2710881060	350	77	1
AWS/us-east-1	120142961650	15181	126	140
USA/VT	788228576	1307	145	90
MEX/CMX	128248355993	444	104	50
CAN/QC	29193639512	135	7	29
USA/SD	50935169594	10	10	0
USA/NE	113558681447	25	25	0
KOR	129743299468	29	29	0
CHN/BJ	41831120	133	25	25
GCP/us-west1	3486703005	829	51	25
CAN/BC	340237228	1718	153	26
NOR/50	351272960	67	0	9
USA/DC	84432236	30	22	2
HKG	5961228	3	3	0
BRA/CE	1048128	1	1	0
UKR/30	1310160	1	1	0
USA/IL	301186844	34	14	3
CHE/VD	5846041219	246	32	8
VEN/A	1179144	1	1	0
JOR/AM	2227272	2	2	0
SWE/AB	15766280407	460	25	5
ARG/B	27840900	4	4	0
FRA/IDF	5280026865	112	16	13
IRQ/BG	1375668	1	1	0
VNM/HN	6092244	5	5	0
NLD	62341896964	2931	9	10
BRA/SP	4585560	3	3	0
MEX/JAL	2096256	1	1	0
AWS/us-west-2	44838546	168	11	5
USA/WA	14244552	12	3	3
BRA/RJ	4061496	2	2	0
ARG/S	10874328	1	1	0
PHL/03	1113636	1	1	0
ZAF/GP	2227272	2	2	0
PAK/PB	917112	1	1	0
AWS/us-east-2	21754327929	6085	4	15
SGP	4898730019	3	3	0
UKR/48	1506684	1	1	0
MEX/NLE	17490636	1	1	0
BLR/HM	1048128	1	1	0
IND/MH	2358288	1	1	0
SAU/01	1113636	1	1	0
ZAF	1113636	1	1	0
USA/RI	231380309	108	3	3
USA/PA	6422360624	6487	40	8
PRT/01	48737952	1	1	0
ARG/X	1113636	1	1	0
ETH/AA	1113636	1	1	0
COL/DC	7336896	1	1	0
IND/HP	1113636	1	1	0
PHL/07	1113636	1	1	0
USA/NJ	851604	1	1	0
ARE/AZ	1113636	1	1	0
PAK	917112	1	1	0
COL/MAG	7009356	1	1	0
SAU/02	1113636	1	1	0
SAU/04	1113636	1	1	0
VNM/DN	851604	1	1	0
HKG/NTW	20110956	1	1	0
BRA/RO	1310160	1	1	0
PAK/SD	3144384	3	3	0
USA/VA	600118488	123	1	4
YEM/AD	1244652	1	1	0
BRA/RS	2227272	1	1	0
MAR/04	2030748	1	1	0
BGD/C	1113636	1	1	0
DEU/NW	14725674951	5	5	0
NLD/LI	38060148	1	1	0
IRQ	1113636	1	1	0
VNM/51	851604	1	1	0
VNM	851604	1	1	0
ZAF/WC	1113636	1	1	0
USA/MI	7509292	8	1	1
KOR/11	1941112	8	1	1
IND/KL	917112	1	1	0
IDN/JT	917112	1	1	0
KEN/30	22273968	65	1	1
CHN/GD	3072000	21	0	1
JPN/13	2912287863	1	1	0
VNM/SG	1768732	3	2	1
ECU/P	2161764	1	1	0
IRL/C	10153740	1	1	0
KEN/35	4716576	1	1	0
BRA/PI	1375668	1	1	0
VNM/43	851604	1	1	0
ESP/VC	8188500	1	1	0
CHN/SH	15139096	42	0	1
IND/UK	4893423871	1	1	0
USA/AR	4893423871	1	1	0
FRA/GES	36881004	2	2	0
USA/DE	30374428	75	0	1
DEU/BE	16581316	56	0	1
TWN/TPE	14411760	1	1	0
FRA/ARA	181514504	1	1	0
GCP/us-east1	1251439102	18	0	2
GCP/europe-west4	625719551	9	0	1
GCP/us-east4	625719551	9	0	1
USA/CO	4893423871	1	1	0
VNM/68	851604	1	1	0
LBY/TB	1113636	1	1	0
ITA/25	1703208	1	1	0
SYC	1703208	1	1	0
CHL/RM	1965240	1	1	0
CHL/AR	1113636	1	1	0
