region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	261232362266	31198	0	120
VPN	31862255526	1000	158	125
ITA/25	36132767095	1201	258	120
AWS/ap-southeast-1	127282044	88	88	0
AWS/us-west-2	272083639498	124	124	0
GH-actions	1732611921	6559	725	464
CHN	526643370176	5836	246	155
KOR/30	261288871578	130	121	8
CHN/SH	174953735846	129	91	29
IND/MH	44531106658	8572	88	73
USA/MA	40422809454	4232	5	14
ITA/75	33550575890	15	15	0
CHE/VD	20374877	49	12	12
USA/CA	112610407129	325	48	96
IND/KA	49054883784	7871	76	78
USA/MI	1367746931	1	1	0
USA/IL	7501016	9	2	2
MEX/CMX	9078440	28	6	3
FRA/IDF	3849120	12	3	3
CAN/BC	3000001	1	0	1
DEU/HE	14509072	4	0	1
IND/TS	1001	1	0	1
USA	8106196	39	1	1
ARE/DU	86821032	44	2	1
KOR/41	7158128	3	0	1
CHN/GD	603164	5	0	2
SGP	2371880	7	2	2
