region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/VT	89226868	141	17	13
GitHub	659466620	4458	76	78
AWS/us-east-2	267306608	735	7	4
USA/NH	1679697900	2970	330	291
VPN	2027886341	160	105	14
CHN	259597472	21	0	4
USA/NY	128493589	79	11	4
AWS/us-west-2	19342732	39	6	2
AWS/us-east-1	390004112	55	21	9
USA/MD	200509524	94	23	9
HKG/KKC	74904128	10	0	3
USA/GA	61795808	13	1	3
CAN/QC	283264776	21	9	3
MEX/CMX	156003408	351	30	20
AWS/ap-southeast-1	87977244	17	17	0
DEU/BW	198606912	8	8	0
GCP/us-west2	524328896	21	21	0
USA/CA	631405332	180	37	8
USA/MA	885432019	168	12	12
GBR/ENG	100219172	5	5	0
ESP/AN	74904128	3	3	0
USA	289691516	26	11	3
GCP/us-east1	74904128	3	3	0
IND/DL	74904128	3	3	0
ITA	19781100	27	3	3
USA/VA	712458328	238	6	3
NLD	28450232	2	1	1
NOR/50	260681088	54	0	3
USA/AR	74904128	3	3	0
USA/WA	2634272	7	2	2
USA/NV	28954536	3	3	0
VNM	74904128	3	3	0
CHN/SH	384450416	175	2	17
DEU/NW	16960884	24	4	3
MAR/06	14084220	1	1	0
SAU/04	11725932	1	1	0
GCP/us-central1	99303456	4	4	0
PHL/00	1113636	1	1	0
IND/WB	917112	1	1	0
CHN/BJ	3903752	13	3	3
ZAF/WC	1310160	1	1	0
CHL/LL	1113636	1	1	0
USA/IL	78468684	148	17	6
VNM/SG	851604	1	1	0
PHL/09	1441176	1	1	0
BRA/SP	24710876	1	1	0
IND/KL	1	1	0	1
CHL/RM	3537432	2	2	0
GCP/asia-southeast1	125928732	86	13	1
SGP	433897736	289	17	7
CHN/GS	306059100	48	15	2
IND	184396872	178	17	4
USA/FL	48798656	2	2	0
USA/DC	23934760	10	2	1
USA/PA	31532527	12	2	1
DEU/BY	15066840	1	1	0
CAN/ON	14586148	7	0	1
JPN/13	9428876	10	1	1
USA/RI	33070016	7	0	1
SWE/AB	19156448	4	0	1
EST/37	24399328	1	1	0
CHE/VD	4910712	12	1	1
VNM/HN	5044116	2	2	0
UKR/59	4978608	1	1	0
ESP/VC	6419784	1	1	0
TUR/34	1244652	1	1	0
RUS/ROS	1703208	1	1	0
VEN/V	1113636	1	1	0
GCP/europe-west4	26535288	30	3	2
JOR	1375668	1	1	0
MEX/MEX	1113636	1	1	0
BGD	1113636	1	1	0
FRA/IDF	9335240	12	4	3
IND/TN	122927570	167	18	4
PAK/PB	3275400	1	1	0
IRL/M	3078876	1	1	0
IRQ/BG	7795452	1	1	0
VNM/45	5044116	1	1	0
SAU/01	6092244	1	1	0
IDN/KI	1113636	1	1	0
HKG	1703208	1	1	0
UKR/68	851604	1	1	0
DOM/22	1375668	1	1	0
