week_start	Neurophysiology	Video
2023-05-08	215262308736	797587984896
2023-05-22	2510496	0
2023-05-29	2928912	0
2023-06-05	2928912	0
2023-06-12	216647512	970771428
2023-06-19	74329208	1258859284
2023-06-26	200564328	6485292
2023-07-03	24981384	681437660
2023-07-10	2928912	1969931776
2023-07-17	2928912	14149728
2023-07-24	2776664	0
2023-07-31	197499424	0
2023-08-07	2092080	0
2023-08-14	2928912	0
2023-08-21	429157988	63411744
2023-08-28	587477280	13560156
2023-09-04	2928912	0
2023-09-11	2510496	0
2023-09-18	2928912	0
2023-09-25	197499424	0
2023-10-02	836832	0
2023-10-09	418416	0
2023-10-16	8386107344	21014654976
2023-10-23	9682178920	48643338240
2023-10-30	12915624548	40350633472
2023-11-06	1117073112	15973416448
2023-11-13	212276633544	328389408984
2023-11-20	444725624	465810927104
2023-11-27	1514915268	0
2023-12-04	418416	0
2023-12-11	8174710008	0
2024-01-01	389141024	0
2024-01-15	194876608	870085632
2024-01-22	2223715880	0
2024-01-29	2030033456	15525396
2024-02-05	533744012	55550784
2024-02-19	14149728	12381012
2024-02-26	17425128	0
2024-03-04	138978588	43300788
2024-03-11	4725309652	0
2024-03-18	37732608	12577536
2024-03-25	7255309924	15656412
2024-04-01	3452971772	7795452
2024-04-08	12708552	23255340
2024-04-15	929290068	29347584
2024-04-22	2583640816	0
2024-04-29	26314924	21421116
2024-05-06	19783416	19390368
2024-05-13	39763356	0
2024-05-20	7860960	0
2024-05-27	170255292	0
2024-06-03	389641584	15656412
2024-06-10	739716336	83064144
2024-06-17	51030732	107040072
2024-06-24	31181808	45462552
2024-07-01	517276836	1903760608
2024-07-08	2466020220	22927800
2024-07-15	1853883432	7795452
2024-07-22	5358816432	5385216156
2024-07-29	15656412	37667100
2024-08-05	146410380	31836888
2024-08-12	261209068	82409064
2024-08-19	72779388	56009340
2024-08-26	20261521236	65297182418
2024-09-02	72640592788	305983471208
2024-09-09	44872356292	213089228348
2024-09-16	3001684752	38256672
2024-09-23	1036462108	142676424
2024-09-30	222268644	36029400
2024-10-07	7545629960	10025329168
2024-10-14	4878249744	5267248592
2024-10-21	97410396	194194384
2024-10-28	17687160	56991960
2024-11-04	52340892	61315488
2024-11-11	5391504924	201371592
2024-11-18	5930820560	5763492396
2024-11-25	407197728	327867540
2024-12-02	27272080244	1567250096
2024-12-09	4127004	4127004
2024-12-30	0	10153740
2025-01-20	0	92431788
2025-02-10	2285697528	8895898624
2025-02-17	1759403296	14804808
2025-04-14	0	6223260
2025-04-21	0	39763356
2025-06-16	211655123320	0
2025-07-21	8132708232	35089933824
2025-07-28	66903967656	270345717852
2025-08-04	50351606700	165569915816
2025-08-11	48390512864	199083824180
2025-08-18	19461363736	67072665520
2025-08-25	29365303480	118263498264
2025-09-01	32775767908	106006798980
2025-09-08	23196118120	102672981208
2025-09-15	0	780527820
2025-09-22	0	21683148
2025-09-29	17794188	411390240
2025-10-06	16443040	149423748
2025-10-13	0	67342224
2025-11-03	0	6092244
2025-11-10	0	317042392
2025-11-24	6550800	1400413892
2025-12-01	0	22731276
2025-12-08	17393666064	14926843240
2025-12-15	444107528600	1664411715468
2025-12-22	12338595896	65167267092
2025-12-29	21324058408	77375418368
2026-01-05	19685083376	73613199360
2026-01-12	194665461196	629156869116
2026-01-19	49742668372	180627488704
2026-01-26	83345254592	291346348544
2026-02-02	31730263272	113262901248
2026-02-16	33134885848	15230904
2026-02-23	4589320128	2590835300
2026-03-02	1443576504	14069351596
2026-03-09	413381572	14231428088
2026-03-16	3623837052	28143875328
2026-03-23	1957959220	1978145076
2026-03-30	2146058632	2108178457
2026-04-06	3037874804	4539471465
2026-04-13	2035792116	2771512467
2026-04-20	6520404288	6140457890
2026-04-27	3200960701	2545116820
2026-05-04	272906328	616037250
2026-05-11	16386184112	38898074212
2026-05-18	8601740988	2726704998
2026-05-25	1251132172	8223092504
2026-06-01	2849356568	38797367608
2026-06-08	3052442320	5772706464
2026-06-15	2634634920	5981740464
2026-06-22	3714729716	6138823556
2026-06-29	15072066264	7671194012
2026-07-06	3804968796	2819131133
2026-07-13	1162984396	689369356
2026-07-20	1562709304	1744039992
2026-07-27	2163968584	1390239448
2026-08-03	918915628	3262999416
2026-08-10	285549076	3944327620
2026-08-17	117706448	4006914266
