asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-240530/sub-240530_ses-16_ecephys.nwb	153811032	58	25	10
sub-240530/sub-240530_ses-6_ecephys.nwb	179709444	79	30	9
sub-240530/sub-240530_ses-17_ecephys.nwb	135330872	62	21	7
sub-240606/sub-240606_ses-17_ecephys.nwb	135981224	56	17	7
sub-240530/sub-240530_ses-18_ecephys.nwb	154878022	50	21	6
sub-240613/sub-240613_ses-3_ecephys.nwb	131472053	87	23	10
sub-240530/sub-240530_ses-8_ecephys.nwb	173770114	95	30	10
sub-240613/sub-240613_ses-18_ecephys.nwb	105811554	58	16	7
sub-240530/sub-240530_ses-3_ecephys.nwb	140568527	69	25	9
sub-240606/sub-240606_ses-10_ecephys.nwb	101801754	53	20	9
sub-240530/sub-240530_ses-7_ecephys.nwb	125710185	79	27	15
sub-240530/sub-240530_ses-14_ecephys.nwb	163456916	126	34	18
sub-240606/sub-240606_ses-20_ecephys.nwb	136774604	80	27	12
sub-240530/sub-240530_ses-15_ecephys.nwb	127657956	66	22	8
sub-240606/sub-240606_ses-12_ecephys.nwb	178621060	93	29	11
sub-240530/sub-240530_ses-10_ecephys.nwb	422498764	127	47	19
sub-240606/sub-240606_ses-6_ecephys.nwb	134441671	107	27	19
sub-240606/sub-240606_ses-5_ecephys.nwb	118510093	71	16	9
sub-240530/sub-240530_ses-12_ecephys.nwb	263326098	91	30	10
sub-240613/sub-240613_ses-1_ecephys.nwb	96770756	93	20	10
sub-240613/sub-240613_ses-20_ecephys.nwb	69926746	43	9	7
sub-240613/sub-240613_ses-4_ecephys.nwb	101630390	55	11	7
sub-240613/sub-240613_ses-12_ecephys.nwb	89640744	46	9	7
sub-240606/sub-240606_ses-11_ecephys.nwb	117488812	56	16	7
sub-240530/sub-240530_ses-9_ecephys.nwb	91092500	34	13	6
sub-240606/sub-240606_ses-3_ecephys.nwb	99171920	60	14	8
sub-240613/sub-240613_ses-14_ecephys.nwb	88196092	63	12	8
sub-240613/sub-240613_ses-6_ecephys.nwb	78712599	59	13	8
sub-240606/sub-240606_ses-13_ecephys.nwb	109891475	57	17	8
sub-240606/sub-240606_ses-8_ecephys.nwb	84255881	50	9	7
sub-240613/sub-240613_ses-10_ecephys.nwb	74113674	61	13	9
sub-240613/sub-240613_ses-8_ecephys.nwb	81430395	51	9	7
sub-240530/sub-240530_ses-2_ecephys.nwb	92643006	54	18	9
sub-240530/sub-240530_ses-19_ecephys.nwb	160112716	50	20	7
sub-240606/sub-240606_ses-15_ecephys.nwb	98906272	54	11	7
sub-240613/sub-240613_ses-2_ecephys.nwb	100776344	48	12	7
sub-240530/sub-240530_ses-1_ecephys.nwb	143137568	72	26	12
sub-240613/sub-240613_ses-17_ecephys.nwb	91753846	66	12	9
sub-240613/sub-240613_ses-16_ecephys.nwb	102225386	69	15	9
sub-240613/sub-240613_ses-11_ecephys.nwb	91343856	65	12	9
sub-240613/sub-240613_ses-7_ecephys.nwb	99466988	77	19	12
sub-240613/sub-240613_ses-9_ecephys.nwb	147239584	125	26	18
sub-240606/sub-240606_ses-4_ecephys.nwb	109536302	88	18	10
sub-240530/sub-240530_ses-5_ecephys.nwb	170508460	59	21	9
sub-240606/sub-240606_ses-18_ecephys.nwb	77281858	53	9	7
sub-240606/sub-240606_ses-7_ecephys.nwb	140437060	75	18	11
sub-240606/sub-240606_ses-2_ecephys.nwb	82846124	68	15	9
sub-240606/sub-240606_ses-14_ecephys.nwb	97549568	88	20	11
sub-240530/sub-240530_ses-11_ecephys.nwb	242021478	87	26	10
sub-240613/sub-240613_ses-5_ecephys.nwb	158167817	83	18	10
sub-240606/sub-240606_ses-1_ecephys.nwb	126445505	80	19	11
sub-240606/sub-240606_ses-16_ecephys.nwb	115080579	64	11	8
sub-240613/sub-240613_ses-19_ecephys.nwb	83744824	55	12	8
sub-240613/sub-240613_ses-13_ecephys.nwb	148399333	145	29	19
sub-240613/sub-240613_ses-15_ecephys.nwb	81075824	45	9	7
sub-240530/sub-240530_ses-4_ecephys.nwb	135768706	64	21	8
sub-240530/sub-240530_ses-20_ecephys.nwb	143110020	58	19	9
sub-240530/sub-240530_ses-13_ecephys.nwb	192298570	61	19	8
sub-240606/sub-240606_ses-19_ecephys.nwb	86749445	78	15	9
sub-240606/sub-240606_ses-9_ecephys.nwb	131867768	75	16	8
