date	bytes_sent	number_of_requests	number_of_downloads
2026-05-03	934212166	120	<50
2026-05-04	1318107786	620	120
2026-05-05	365141592	120	120
2026-05-06	131635374	<50	<50
2026-05-11	10072051	<50	<50
2026-05-12	38040883	<50	<50
2026-05-14	4631625	<50	<50
2026-05-15	19909599	<50	<50
2026-05-16	31764672	<50	<50
2026-05-17	78733692	<50	<50
2026-05-18	215333047	<50	<50
2026-05-19	169379356	<50	<50
2026-05-20	28283027	<50	<50
2026-05-21	4712010	<50	<50
2026-05-22	14066160	<50	<50
2026-05-23	1082142	<50	<50
2026-05-24	4452526	<50	<50
2026-05-25	7110502	<50	<50
2026-05-26	2387361	<50	<50
2026-05-27	67647171	220	60
2026-05-28	23030939	80	<50
2026-05-29	33455514	<50	<50
2026-05-30	4625222	<50	<50
2026-05-31	8991629	<50	<50
2026-06-01	2694471	<50	<50
2026-06-02	1434094	<50	<50
2026-06-03	31468668	<50	<50
2026-06-04	38747691	<50	<50
2026-06-05	22771288	<50	<50
2026-06-06	17097588	<50	<50
2026-06-09	36029400	<50	<50
2026-06-10	125744118	120	<50
2026-06-11	21983029	<50	<50
2026-06-12	30381088	60	<50
2026-06-13	41681407	100	<50
2026-06-14	3286652	<50	<50
2026-06-17	6954025	<50	<50
2026-06-18	37830624	<50	<50
2026-06-19	25890216	<50	<50
2026-06-20	21991464	80	<50
2026-06-21	6565448	<50	<50
2026-06-22	22108867	<50	<50
2026-06-23	10473416	<50	<50
2026-06-25	10208344	<50	<50
2026-06-26	59371024	80	<50
2026-06-27	88101953	<50	<50
2026-06-28	6778358	<50	<50
2026-06-29	138203572	<50	<50
2026-06-30	17298222	60	<50
2026-07-01	17955774	80	<50
2026-07-03	7130964	<50	<50
2026-07-04	17439272	60	<50
2026-07-05	6863752	<50	<50
2026-07-06	103293736	60	<50
2026-07-07	96758420	<50	<50
2026-07-08	3726270	<50	<50
2026-07-09	55523386	80	<50
2026-07-10	13285387	<50	<50
2026-07-11	6286342	<50	<50
2026-07-12	3203680	<50	<50
2026-07-13	4930775	<50	<50
2026-07-14	9664654	<50	<50
2026-07-15	10725606	<50	<50
2026-07-16	4814419	<50	<50
2026-07-17	16608182	60	<50
2026-07-18	11103292	<50	<50
2026-07-19	17675100	80	<50
2026-07-20	8149420	<50	<50
2026-07-21	983026634	600	<50
