region	bytes_sent
US/California	1179895266842
GitHub	850965334323
NL/North Holland	464755124699
CN/Shanghai	447336580098
US/Georgia	378731719401
AWS/us-east-1	376759053838
KR/Seoul	376709697128
US/New Mexico	374956840341
DK/Capital Region	374956840341
AWS/us-east-2	210246228629
US/Washington	103931317617
US/New York	94650627195
VPN	60491115245
US/North Carolina	20342549296
US/Virginia	14466164947
HK/Hong Kong	14309916668
DE/Baden-Wurttemberg	12422405440
DE/Bavaria	8119589646
CA/Quebec	7130290793
TW/Taiwan	5127455959
CA/British Columbia	4841413957
FR/Île-de-France	4036557220
US/Massachusetts	3915140428
IT/Piedmont	3764896952
CH/Vaud	3695579993
AU/New South Wales	2881013020
AWS/ap-northeast-2	2881013020
GCP/us-central1	2644247736
GB/England	2333620135
CH/Saint Gallen	2272541943
US/Pennsylvania	2231512663
US/New Jersey	2057374241
IR/Tehran	1217085305
US/Maryland	417590940
AWS/us-west-1	265202192
AWS/ap-southeast-1	240304044
JP/Osaka	157946320
US/Rhode Island	71373648
DE/Thuringia	50635732
PT/Porto	28001743
PT/Lisbon	305184
